name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Tommie's Barber-Beauty,3400 East Speedway Blvd Suite 100,Tucson,AZ,85716,USA,beauty,barber beauty,barber; beauty salon; haircuts,Family barbershop and beauty salon; successor to Al’s family barbershop.,https://tommiesbarberbeauty.com/,,,,,https://www.aamsaz.org/celebrations/black-businesses/,African American Museum of Southern Arizona,Black-owned/family barbershop (documented by AAMSAZ),https://www.aamsaz.org/celebrations/black-businesses/,false,AAMSAZ current-business section supplies address and links official website; current official destination confirmed.
Dancing in the Streets,88 W. 38th Street Suite 200,Tucson,AZ,85713,USA,culture,dance arts,dance classes; arts education; performances,Dance and community arts organization.,https://www.ditsaz.org/,,,,,https://www.aamsaz.org/celebrations/black-businesses/,African American Museum of Southern Arizona,Black-led/current community organization (documented by AAMSAZ),https://www.aamsaz.org/celebrations/black-businesses/,false,AAMSAZ current-business section supplies address and official website; current official destination confirmed.
Quincie Douglas Center / Pima County Public Library,101 N. Stone Avenue,Tucson,AZ,85701,USA,faith_community,community library,library; literacy; community programs,Public library/community center serving downtown Tucson.,https://www.library.pima.gov/locations/quincie-douglas/,,,,,https://www.aamsaz.org/celebrations/black-businesses/,African American Museum of Southern Arizona,,,false,AAMSAZ current section supplies Tucson address; linked library destination is official/current.
Donna R. Liggins Neighborhood Center,2160 N. 6th Avenue,Tucson,AZ,85705,USA,faith_community,neighborhood center,community center; recreation; programs,City neighborhood center with community programming.,https://www.tucsonaz.gov/parks/DonnaRLigginsCenter,,,,,https://www.aamsaz.org/celebrations/black-businesses/,African American Museum of Southern Arizona,,,false,AAMSAZ current section supplies address and City of Tucson destination; current official destination confirmed.
African American Museum of Southern Arizona,1303 E University Blvd Room 244,Tucson,AZ,85719,USA,culture,museum,African American history; exhibits; education,Museum documenting African American history and culture in Southern Arizona.,https://www.aamsaz.org/,520-326-1850,,,,https://www.aamsaz.org/celebrations/black-businesses/,African American Museum of Southern Arizona,,,false,Official museum site supplies campus address and phone; current official destination confirmed.
Southern Arizona Hispanic Chamber of Commerce,823 E. Speedway Blvd,Tucson,AZ,85719,USA,faith_community,business chamber,business networking; advocacy; entrepreneurship,Regional Hispanic business chamber supporting businesses and consumers.,https://www.soazhcc.org/,520-620-0005,,,,https://www.visittucson.org/listing/southern-arizona-hispanic-chamber-of-commerce/294/,Visit Tucson listing,Hispanic/Latino chamber (self-described/documented by chamber),https://www.soazhcc.org/,false,Visit Tucson listing supplies public Tucson address; chamber site confirms current official destination.
Janet & Ray's,2574 E. Grant Road,Tucson,AZ,85716,USA,food,Caribbean restaurant,Caribbean food; soul food; takeout,Locally owned Tucson restaurant serving Caribbean cooking with a twist.,https://janetandrays.com/,,,,,https://janetandrays.com/,Official business website,Woman-owned and locally owned (self-described on official site),https://janetandrays.com/,false,Official website identifies ownership and current restaurant destination; public address shown on official contact/order pages.
DaKrown Afro Caribbean Kitchen,5305 E Speedway Blvd,Tucson,AZ,85712,USA,food,African Caribbean restaurant,African food; Jamaican food; fufu; egusi,Afro-Caribbean kitchen serving African and Caribbean dishes.,https://www.facebook.com/groups/531567740891551/posts/1845983302783315/,520-343-7497,,,,https://www.facebook.com/groups/531567740891551/posts/1845983302783315/,Public Facebook business post,,,false,"Public Facebook post supplies name, Tucson address and current menu claim; attributable current social destination confirmed."
El Charro Café,311 N. Court Avenue,Tucson,AZ,85701,USA,food,Mexican restaurant,Mexican food; regional cuisine; dining,Historic Tucson Mexican restaurant identified by Visit Tucson as Hispanic/Latino owned.,https://www.elcharrocafe.com/,520-622-1922,,,,https://www.visittucson.org/listing/el-charro-caf%C3%A9/6121/,Visit Tucson listing,Hispanic/Latino owned (explicit Visit Tucson listing),https://www.visittucson.org/listing/el-charro-caf%C3%A9/6121/,false,"Visit Tucson listing supplies ownership, address and phone; official restaurant website current destination confirmed."
Guadalajara Original Grill,1220 E Prince Road,Tucson,AZ,85719,USA,food,Mexican restaurant,Mexican food; grill; family dining,Mexican restaurant with Tucson location.,https://guadalajaraoriginalgrill.com/,,,,,https://guadalajaraoriginalgrill.com/,Official business website,,,false,Official website lists Tucson location and services; current official destination confirmed.
