name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Alley Burger,26 N High St Rear,Columbus,OH,,USA,food,restaurant,"burgers, takeout",Burger restaurant.,https://eatalleyburger.com/,,,,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
Black Kahawa Coffee,2 E Broad St,Columbus,OH,,USA,food,coffee shop,"coffee, beverages",Coffee shop.,https://www.blackkahawa.com/,,,,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
Bottoms Up Coffee,350 Mt. Vernon Ave,Columbus,OH,,USA,food,coffee shop,"coffee, beverages",Coffee shop.,https://www.bottomsupcoffee.com/,,,,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
Creole 2 Geaux,401 N Front St,Columbus,OH,,USA,food,cajun restaurant,"creole, cajun, food truck",Creole food business.,https://www.facebook.com/creole2geaux/,,,https://www.facebook.com/creole2geaux/,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
Cure Coffee & Cocktails,154 N 3rd St,Columbus,OH,,USA,food,cafe/bar,"coffee, cocktails",Coffee and cocktail venue.,https://cure614.com/,,,,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
Fountains Take II,30 S Young St,Columbus,OH,,USA,nightlife,bar/lounge,"bar, drinks, nightlife",Bar and nightlife venue.,https://www.instagram.com/fountains_take_ii/,,https://www.instagram.com/fountains_take_ii/,,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
Hoyo's Kitchen,59 Spruce St,Columbus,OH,,USA,food,restaurant,"somali food, east african food",Somali/East African kitchen.,http://hoyoskitchen.com/,,,,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
House Taco,79 S 4th St,Columbus,OH,,USA,food,tacos,"tacos, mexican food",Taco restaurant.,https://housetacos614.com/,,,,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
HydeOut,201 S High St,Columbus,OH,,USA,nightlife,bar/lounge,"bar, nightlife",Nightlife venue.,https://www.instagram.com/hydeoutcolumbus/,,https://www.instagram.com/hydeoutcolumbus/,,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
Kennedy's Kakes,65 S 4th St,Columbus,OH,,USA,food,bakery,"cakes, baked goods",Bakery and custom cakes.,https://www.kkakes.com/,,,,,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,Downtown Columbus,Black-owned,https://downtowncolumbus.com/blog/blackownedbusinessesdowntown/,false,Source basis: Downtown Columbus Black-owned business guide; current official website or attributable public social destination confirmed.
