name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Great Day Latte,10 S Conception St,Mobile,AL,36602,USA,Food & Dining,Coffee shop,"coffee, lattes, tea, specialty drinks","Coffee shop offering coffee, teas, lattes and specialty drinks.",https://www.greatdaylatte.com/,251-725-0197,https://www.instagram.com/greatdaylatte/,,,https://www.mobile.org/listing/great-day-latte/3343/,Visit Mobile listing; official business site and Instagram,Black-owned,https://www.mobile.org/blog/post/your-guide-to-black-owned-businesses-in-mobile-al/,false,"Source basis: current Visit Mobile listing with address, phone and service description; official business website and Instagram confirmed."
The Breakfast Spot,119 Dauphin St,Mobile,AL,36602,USA,Food & Dining,Breakfast restaurant,"breakfast, lunch, brunch, all-day breakfast",Restaurant serving breakfast and lunch all day.,https://thebreakfastspotmobile.com/,251-308-8966,https://www.instagram.com/thebreakfastspot119/,,,https://www.mobile.org/listing/the-breakfast-spot/3352/,Visit Mobile listing; official business site and Instagram,Black-owned,https://www.mobile.org/blog/post/your-guide-to-black-owned-businesses-in-mobile-al/,false,"Source basis: current Visit Mobile listing with address, phone and restaurant description; official business website and Instagram confirmed."
Mary's Southern Cooking,3966-C Airport Boulevard,Mobile,AL,36608,USA,Food & Dining,Soul food restaurant,"Southern food, soul food, cafeteria-style, catering",Cafeteria-style restaurant serving Southern and soul food classics; catering available.,https://maryssoutherncookingmobile.com/,251-476-2232,,,,https://maryssoutherncookingmobile.com/,Mary’s Southern Cooking official website,,,false,"Source basis: current official business website states address, phone, menu and catering; current official destination confirmed."
Historic Avenue Cultural Center,564 Dr Martin Luther King Jr Ave,Mobile,AL,36603,USA,Culture & Community,Cultural center,"African American history, exhibits, cultural heritage, events",Cultural center with exhibits in Mobile’s Civil Rights & Cultural Heritage District.,https://www.mobilecountyal.gov/historic-avenue-cultural-center/,251-434-9935,,,,https://www.mobilecountyal.gov/historic-avenue-cultural-center/,Mobile County official site,,,false,"Source basis: current Mobile County government page states address, phone and cultural-center function; current official destination confirmed."
Africatown Heritage House,2465 Winbush Street,Mobile,AL,36610,USA,Culture & Community,Heritage museum,"Africatown history, Clotilda exhibition, cultural heritage",Heritage House and exhibition space interpreting Africatown and the Clotilda story.,https://www.mobilecountyal.gov/africatown-heritage-house-2/,,,,,https://www.mobilecountyal.gov/africatown-heritage-house-2/,Mobile County official site,,,false,Source basis: current Mobile County government page states the physical street address and facility function; current official destination confirmed.
Excelsior Band,1169 Heron Lakes Circle,Mobile,AL,36693,USA,Culture & Entertainment,Music / marching band,"marching band, brass band, jazz, weddings, receptions, conventions, parades","Ten-piece marching brass band available for weddings, receptions, conventions and parades.",https://www.excelsiorband1883.com/,251-666-2963,,,,https://www.mobile.org/listing/excelsior-band/1028/,Visit Mobile listing and official Excelsior Band site,Black-owned,https://www.mobile.org/blog/post/your-guide-to-black-owned-businesses-in-mobile-al/,false,"Source basis: current Visit Mobile listing provides public street address, phone and service description; official band website confirmed."
Africatown Freedom Tours,1019 Center Street,Mobile,AL,,USA,Travel & Culture,Heritage tour,"Africatown tours, walking tours, boat tours, Clotilda history",Guided Africatown experiences and boat tours connected to the Clotilda wreck site.,,251-374-6767,https://www.instagram.com/africatownfreedomtours/,,,https://www.mobile.org/blog/post/your-guide-to-black-owned-businesses-in-mobile-al/,Visit Mobile guide; official public Instagram destination,Black-owned,https://www.mobile.org/blog/post/your-guide-to-black-owned-businesses-in-mobile-al/,false,Source basis: current Visit Mobile guide describes the tours; official public Instagram profile confirms a current destination and publicly lists 1019 Center Street and phone.
Derek's Taxi & Transportation,2629 Antebellum Drive,Mobile,AL,36695,USA,Transportation,Taxi and local transportation,"airport transportation, doctor visits, historic city tours, group events","Taxi and transportation for airport trips, doctor visits, historic city tours and large group events.",,251-654-3817,,https://www.facebook.com/Daddylovesbellaroro3/,,https://www.mobile.org/listing/dereks-taxi-%26-transportation/3344/,Visit Mobile listing; attributable public Facebook destination,Black-owned,https://www.mobile.org/blog/post/your-guide-to-black-owned-businesses-in-mobile-al/,true,"Source basis: current Visit Mobile listing provides address, phone and services; attributable public Facebook destination confirmed."
Jarvis Law Firm PC,2150 Government St,Mobile,AL,36606,USA,Legal & Financial,Law firm,"business representation, corporations, LLCs, construction law, contracts, estate planning, probate","Law firm providing business representation, construction law, contracts, estate planning and probate services.",https://www.jarvislawfirmpc.com/,251-219-9706,,,,https://www.jarvislawfirmpc.com/practice-areas/business-representation/corporations-llcs/,Jarvis Law Firm official website,,,true,"Source basis: current official law-firm page states office address, phone and practice areas; current official destination confirmed."
CRI Mobile,3605 Springhill Business Park,Mobile,AL,36608,USA,Legal & Financial,Accounting and advisory,"tax, accounting, audit, advisory, business consulting",Accounting and advisory office serving business and individual clients.,https://www.criadv.com/location/mobile/,251-473-5550,,,,https://www.criadv.com/location/mobile/,CRI official location page,,,true,"Source basis: current official CRI location page states address, phone and financial services; current official destination confirmed."
Mobile Area Black Chamber of Commerce,3223 Springhill Blvd,Mobile,AL,36606,USA,Community & Business,Business chamber,"Black business support, business training, networking, referrals","Chamber providing tools, training, networking and advocacy for Black-owned businesses in the Mobile area.",https://mabcc.org/,,,,,https://mabcc.org/,Mobile Area Black Chamber of Commerce official site,Black-focused business chamber,https://mabcc.org/,false,"Source basis: current official chamber site documents its mission, programs and Mobile address; current official destination confirmed."
