name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
The Chicken Hut,3019 Fayetteville St,Durham,NC,27707,USA,food,soul food restaurant,fried chicken; soul food; catering,Family-owned soul food restaurant serving fried chicken and catering.,https://chickenhutnc.weebly.com/,919-682-5697,,https://www.facebook.com/CHUTDURHAM/,,https://www.discoverdurham.com/directory/chicken-hut/,Discover Durham directory,Black-owned,https://www.discoverdurham.com/community-culture/black-stories/black-owned-businesses/,false,Source basis: Discover Durham directory at https://www.discoverdurham.com/directory/chicken-hut/; public address and service description documented in cited source. Current official destination confirmed: https://chickenhutnc.weebly.com/. Not Kinfolk verified.
Saltbox Seafood Joint,2637 Durham-Chapel Hill Blvd,Durham,NC,27707,USA,food,seafood restaurant,seafood; fish; outdoor dining,Seafood restaurant with indoor and outdoor dining.,https://www.saltboxseafoodjoint.com/,,,https://www.facebook.com/SaltboxSeafoodJoint/,,https://www.saltboxseafoodjoint.com/,Official business website,Black-owned,https://www.discoverdurham.com/community-culture/black-stories/black-owned-businesses/,false,Source basis: Official business website at https://www.saltboxseafoodjoint.com/; public address and service description documented in cited source. Current official destination confirmed: https://www.saltboxseafoodjoint.com/. Not Kinfolk verified.
Boricua Soul,705 Willard St,Durham,NC,27701,USA,food,Puerto Rican restaurant,Puerto Rican food; Southern-Latino cuisine; catering,Puerto Rican restaurant with Southern-inspired food at American Tobacco Campus.,https://boricuasoulnc.com/,984-888-5365,,,,https://boricuasoulnc.com/,Official business website,Black-owned,https://www.discoverdurham.com/community-culture/black-stories/black-owned-businesses/,false,Source basis: Official business website at https://boricuasoulnc.com/; public address and service description documented in cited source. Current official destination confirmed: https://boricuasoulnc.com/. Not Kinfolk verified.
Zweli's Ekhaya,"406 Blackwell St, Suite 100",Durham,NC,27701,USA,food,Zimbabwean restaurant,Zimbabwean food; African cuisine; brunch,Zimbabwean restaurant serving dinner and brunch.,https://zwelisekhaya.com/,919-381-4128,,,,https://zwelisekhaya.com/,Official business website,Black-owned,https://www.discoverdurham.com/community-culture/black-stories/black-owned-businesses/,false,Source basis: Official business website at https://zwelisekhaya.com/; public address and service description documented in cited source. Current official destination confirmed: https://zwelisekhaya.com/. Not Kinfolk verified.
Gifted Hands Cuisine,"3600 N Duke St, Suite 35",Durham,NC,27704,USA,food,African restaurant and catering,African cuisine; catering; takeout,Licensed African cuisine restaurant and catering company.,https://www.giftedhandscuisine.com/,919-283-4639,https://www.instagram.com/giftedhandscuisine_/,,,https://www.giftedhandscuisine.com/contact,Official business website,Black-owned,https://www.discoverdurham.com/community-culture/black-stories/black-owned-businesses/,false,Source basis: Official business website at https://www.giftedhandscuisine.com/contact; public address and service description documented in cited source. Current official destination confirmed: https://www.giftedhandscuisine.com/. Not Kinfolk verified.
Ashley²,"2232 Page Road, Suite 104",Durham,NC,27703,USA,beauty,hair salon,hair salon; licensed cosmetology; natural hair,Hair salon offering licensed cosmetology services.,https://www.ashleysquared.com/,919-596-4256,https://www.instagram.com/_ashleysquared/,,,https://www.ashleysquared.com/,Official business website,Black-owned,https://www.discoverdurham.com/community-culture/black-stories/black-owned-businesses/,true,Source basis: Official business website at https://www.ashleysquared.com/; public address and service description documented in cited source. Current official destination confirmed: https://www.ashleysquared.com/. Not Kinfolk verified.
Flash and Flare Healthy Hair,"1725 Carpenter Fletcher Road, Suite 402",Durham,NC,27713,USA,beauty,natural hair salon,healthy hair; natural hair; hair styling,Healthy-hair and natural-hair salon.,https://www.flashandflarehair.com/,919-908-7206,,,,https://www.flashandflarehair.com/,Official business website,,,true,Source basis: Official business website at https://www.flashandflarehair.com/; public address and service description documented in cited source. Current official destination confirmed: https://www.flashandflarehair.com/. Not Kinfolk verified.
Taji Natural Hair Styling,"4600 Durham Chapel Hill Blvd, Suite 23-2",Durham,NC,27707,USA,beauty,natural hair salon,natural hair styling; hair care,Natural hair styling salon.,https://www.tajisalon.com/,,,,,https://www.tajisalon.com/,Official business website,,,true,Source basis: Official business website at https://www.tajisalon.com/; public address and service description documented in cited source. Current official destination confirmed: https://www.tajisalon.com/. Not Kinfolk verified.
Rofhiwa Book Café,406 S Driver St,Durham,NC,27703,USA,retail,independent bookstore and coffee shop,books; Black authors; coffee; community space,Independent bookstore and coffee spot described as a Black-owned community space.,https://rofhiwabooks.com/,919-391-8945,https://www.instagram.com/rofhiwabooks/,,,https://www.instagram.com/rofhiwabooks/,Official Instagram profile,Black-owned,https://www.discoverdurham.com/community-culture/black-stories/black-owned-businesses/,false,Source basis: Official Instagram profile at https://www.instagram.com/rofhiwabooks/; public address and service description documented in cited source. Current official destination confirmed: https://rofhiwabooks.com/. Not Kinfolk verified.
Morehead Manor Bed and Breakfast,914 Vickers Ave,Durham,NC,27701,USA,travel,bed and breakfast,lodging; reservations; hospitality,Bed and breakfast offering lodging and reservations.,https://www.moreheadmanor.com/,919-687-4366,,https://www.facebook.com/MoreheadManor/,,https://www.moreheadmanor.com/,Official business website,Black-owned,https://www.discoverdurham.com/community-culture/black-stories/black-owned-businesses/,false,Source basis: Official business website at https://www.moreheadmanor.com/; public address and service description documented in cited source. Current official destination confirmed: https://www.moreheadmanor.com/. Not Kinfolk verified.
