name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Artic Life Enterprises aka Artichoke H20,"3725 Champion Hills Dr, Ste 3200",Memphis,TN,38125,USA,food,beverages,"water,beverages,food products",Food and beverage business.,https://articlifeenterprises.com/,901-894-8349,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
4D Marketing & Business Solutions,"3725 Champion Hills Dr, Ste 3200",Memphis,TN,38125,USA,professional services,marketing,"marketing,business solutions",Marketing and business solutions.,http://4dmarketing.biz,901-414-8098,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
Locksmith 4 Less,"2204 Whitten Rd, Ste 101",Memphis,TN,38133,USA,home,locksmith,"locksmith,locks,security",Locksmith services.,https://locksmith4less.com/,901-206-2020,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,true,"Directory listing supplies public address, category and destination; current official destination confirmed."
"Alpha Express Transportation, LLC",2630 Carnes Ave,Memphis,TN,38114,USA,transportation,ground transportation,"transportation,rides,vehicle service",Transportation services.,https://alphaxpress.org,901-612-9993,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
Capstone Solutions Group LLC,9575 Woodland Creek Ln,Memphis,TN,38018,USA,financial,consulting and insurance,"financial consulting,insurance,consulting",Consulting and finance/insurance services.,http://www.capstonesolutionsgroup.com,901-606-8964,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,true,"Directory listing supplies public address, category and destination; current official destination confirmed."
Frog Tutoring Memphis,"8295 Tournament Dr, Ste 150",Memphis,TN,38125,USA,education,tutoring,"tutoring,academic support,education",Tutoring services.,https://frogtutoring.com/tutors/Memphis_TN_Tutors/page:1,901-300-4858,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,true,"Directory listing supplies public address, category and destination; current official destination confirmed."
Angels Around the Clock Homecare,"3565 Ridge Meadow Pkwy, Ste 1",Memphis,TN,38115,USA,elder care,home care,"homecare,elder care,caregiving",Homecare services.,https://www.angelsaroundtheclock.com,901-388-0600,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,true,"Directory listing supplies public address, category and destination; current official destination confirmed."
Wells Roofing and Remodeling,"5118 Park Ave, Suite 114",Memphis,TN,38117,USA,home,roofing and remodeling,"roofing,remodeling,construction",Roofing and remodeling services.,https://wellsroofingandremodeling.com,901-482-2546,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,true,"Directory listing supplies public address, category and destination; current official destination confirmed."
The Char' Bar,5349 Silver Stone Dr,Memphis,TN,38125,USA,food,catering,"catering,food service,events",Catering services.,mailto:thecharbar24@gmail.com,901-210-0097,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
Rouge & Lashes Spa,7235 Winchester Rd,Memphis,TN,38125,USA,beauty,spa and cosmetics,"lashes,spa,beauty services",Beauty and cosmetic spa services.,https://www.facebook.com/rougeandlashesspa,901-235-1438,https://www.facebook.com/rougeandlashesspa,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
Macklin's Candy Co.,451 E Shelby Dr,Memphis,TN,38109,USA,food,candy and grocery,"candy,sweets,grocery",Candy and specialty sweets.,https://www.facebook.com/profile.php?id=100063719433006,901-789-9885,https://www.facebook.com/profile.php?id=100063719433006,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
Dos Hermanos Kitchen,33 S Front St,Memphis,TN,38103,USA,food,restaurant,"restaurant,prepared food,Latin food",Restaurant and prepared food.,https://www.facebook.com/profile.php?id=61556145833370,,https://www.facebook.com/profile.php?id=61556145833370,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
Smurfey's Smokehouse BBQ & Breakfast,149 Madison Ave,Memphis,TN,38103,USA,food,restaurant and takeout,"BBQ,breakfast,restaurant,takeout","Smokehouse barbecue, breakfast and takeout.",https://www.facebook.com/profile.php?id=61552206611117,901-310-4730,https://www.facebook.com/profile.php?id=61552206611117,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
111 Madison,111 Madison Ave,Memphis,TN,38103,USA,culture,events and restaurant,"restaurant,live music,events","Restaurant, live music and events venue.",https://www.one11madison.com,901-496-3180,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
Mande Dibi,"6825 Winchester Rd, Suite D",Memphis,TN,38115,USA,food,restaurant and takeout,"restaurant,West African food,takeout",Restaurant serving West African food.,https://www.mandedibi.com/,901-672-8995,,,,https://memphisblackbusinessdirectory.com/,Memphis Black Business Directory,Black-owned,https://memphisblackbusinessdirectory.com/,false,"Directory listing supplies public address, category and destination; current official destination confirmed."
