name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Woodhouse Day Spa,1447 Woodward Ave,Detroit,MI,48226,USA,beauty,spa,spa treatments; skincare; massage,Day spa listed by Downtown Detroit Partnership.,https://locations.woodhousespas.com/dir/mi/detroit/1447-woodward-ave,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
Spectacles Detroit,230 E Grand River St,Detroit,MI,48226,USA,retail,eyewear,eyewear; optical retail,Eyewear retailer listed by Downtown Detroit Partnership.,https://specdet.com/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
Red Rose Florist,123 Monroe Ave,Detroit,MI,48226,USA,retail,florist,flowers; floral arrangements,Florist listed by Downtown Detroit Partnership.,https://www.floristofdetroit.com/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
"Joan Anderson Travel Service, Inc",535 Griswold St #10,Detroit,MI,48226,USA,travel,travel agency,travel planning; travel service,Travel service listed by Downtown Detroit Partnership.,https://www.joanandersontravel.com/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
Hot Sams,127 Monroe Ave,Detroit,MI,48226,USA,retail,mens clothing,mens clothing; formalwear,Mens clothing retailer listed by Downtown Detroit Partnership.,https://hotsamsdetroit.com/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
Floods Bar & Grill,731 St Antoine St,Detroit,MI,48226,USA,food,restaurant and bar,restaurant; bar and grill,Restaurant and bar listed by Downtown Detroit Partnership.,http://www.floodsdetroit.com/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
Dime Store,719 Griswold St #180,Detroit,MI,48226,USA,food,restaurant,breakfast; lunch; restaurant,Restaurant listed by Downtown Detroit Partnership.,http://www.eatdimestore.com/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
Central Kitchen & Bar,600 Woodward Ave,Detroit,MI,48226,USA,food,restaurant and bar,restaurant; bar; cocktails,Restaurant and bar listed by Downtown Detroit Partnership.,http://www.centraldetroit.com/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
Cafe d’Mongo’s Speakeasy,1439 Griswold St,Detroit,MI,48226,USA,nightlife,speakeasy,cocktails; nightlife; live entertainment,Speakeasy listed by Downtown Detroit Partnership.,https://www.facebook.com/cafedmongo/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
Ashley’s Flowers,333 E Jefferson Ave,Detroit,MI,48226,USA,retail,florist,flowers; floral arrangements,Florist listed by Downtown Detroit Partnership.,https://www.ashleysflowers.com/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
Savannah Blue,1431 Times Sq,Detroit,MI,48226,USA,food,restaurant,restaurant; soul food; dining,Restaurant listed by Downtown Detroit Partnership.,https://savannahbluedetroit.com/,,,,,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,Downtown Detroit Partnership,Black-owned,https://downtowndetroit.org/news-insights/list-downtown-detroit-black-owned-businesses/,false,Source basis: explicitly included in the cited Black-owned business list; current official destination confirmed via linked business website/social destination.
