name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Anthony's Steak & Seafood,7504 Mansfield Rd,Shreveport,LA,71108,USA,food,restaurant,steak; seafood; lunch; dinner,Restaurant serving steaks and seafood; official tourism listing states operating since 1993.,https://anthonyssteakandseafood.com/,318-688-6830,,https://www.facebook.com/p/Anthonys-Steak-and-Seafood-100063704215131/,,https://www.visitshreveportbossier.org/listing/anthonys-steak-%26-seafood/957/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,Source basis: official Visit Shreveport-Bossier Black-Owned Restaurants directory and current listing. Current official business website and attributable Facebook destination confirmed.
Artipsy Wine and Arts Bar,"450 Clyde Fant Pkwy, Ste 600",Shreveport,LA,71101,USA,culture,arts studio and event space,paint and sip; instructional arts studio; events; wine,"Paint-and-sip arts bar, instructional arts studio and event space in downtown Shreveport Red River District.",https://www.artipsystudio.com/signup,318-670-8217,,https://www.facebook.com/artipsystudio/,,https://www.visitshreveportbossier.org/listing/artipsy-wine-and-arts-bar/2608/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,Source basis: official tourism Black-Owned Restaurants directory and current listing; 2026 tourism guide highlights Artipsy. Current official business website and attributable Facebook destination confirmed.
C&C Café,1765 Milam St,Shreveport,LA,71101,USA,food,cafe and soul food restaurant,plate lunches; stuffed shrimp; gumbo; hamburgers; red beans and rice,"Neighborhood eatery with daily plate lunches, stuffed shrimp, gumbo and hamburgers.",https://www.visitshreveportbossier.org/listing/c%26c-caf%c3%a9/1781/,318-222-8180,,https://www.facebook.com/pages/C-%26-C-Cafe/116268838400590/,,https://www.visitshreveportbossier.org/listing/c%26c-caf%c3%a9/1781/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,Source basis: official tourism Black-Owned Restaurants directory and current listing. Current attributable public Facebook destination and official tourism listing confirmed.
Cassandra's on the River,"500 Clyde Fant Parkway, Ste 100",Shreveport,LA,71101,USA,food,Cajun and Creole restaurant,Cajun cuisine; Creole cuisine; Louisiana-style food,Local Louisiana-style restaurant serving authentic Cajun and Creole cuisine.,https://www.visitshreveportbossier.org/listing/cassandras-on-the-river/4040/,318-626-7159,https://www.instagram.com/cassandrasontheriver/,https://www.facebook.com/cassandrasontheriver,,https://www.visitshreveportbossier.org/listing/cassandras-on-the-river/4040/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,Source basis: official tourism Black-Owned Restaurants directory and current listing. Current attributable Instagram/Facebook destinations and official tourism listing confirmed.
Eddie's Seafood & Soulfood Restaurant,1956 Hollywood Ave,Shreveport,LA,71108,USA,food,seafood and soul food restaurant,seafood; soul food; stuffed shrimp; burgers; plate lunches,"Neighborhood eatery serving Shreveport-style stuffed shrimp, burgers and daily plate lunches.",https://www.visitshreveportbossier.org/listing/eddies-seafood-%26-soulfood-restaurant/1745/,318-631-9082,,https://www.facebook.com/Eddies-Seafood-Soulfood-Restaurant-1775518849253773/,,https://www.visitshreveportbossier.org/listing/eddies-seafood-%26-soulfood-restaurant/1745/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,Source basis: official tourism Black-Owned Restaurants directory and current listing. Current attributable public Facebook destination and official tourism listing confirmed.
Orlandeaux’s Café,5301 S Lakeshore Dr,Shreveport,LA,71109,USA,food,Creole and Southern restaurant,stuffed shrimp; gumbo; chicken fried steak; pork chops; po'boys,"Creole and Southern restaurant serving stuffed shrimp, gumbo, pork chops, po'boys and more.",https://www.visitshreveportbossier.org/listing/orlandeaux%e2%80%99s-caf%c3%a9/2901/,318-688-7777,https://www.instagram.com/orlandeauxscafe/,https://www.facebook.com/pg/Orlandeauxs/,,https://www.visitshreveportbossier.org/listing/orlandeaux%e2%80%99s-caf%c3%a9/2901/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,Source basis: official tourism Black-Owned Restaurants directory and current listing; 2026 tourism guide calls it a longtime local legend. Current attributable Instagram/Facebook destinations and official tourism listing confirmed.
Big Nate's BBQ & More,1210 Milam St,Shreveport,LA,71101,USA,food,barbecue restaurant,barbecue; smoked meats; comfort food,Barbecue and more restaurant listed in the official Shreveport-Bossier Black-Owned Restaurants directory.,https://www.visitshreveportbossier.org/listing/big-nates-bbq-more/,318-404-1895,,https://www.facebook.com/bignatesbbqandmore,,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,Source basis: official tourism Black-Owned Restaurants directory provides public street address and current listing; current attributable Facebook destination and phone corroborated by public business profile. Current official/social destination confirmed.
Apollo Liquor,5932 Linwood Ave,Shreveport,LA,,USA,retail,liquor store,liquor; retail beverages,Liquor retailer listed in the official Shreveport-Bossier Black-Owned Restaurants directory.,https://www.visitshreveportbossier.org/listing/apollo-liquor/,,,,,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,"Source basis: official tourism directory provides public street address and current listing. Current official tourism destination confirmed; postal code, phone and social destination not exposed."
Cajun Sno,3110 Bert Kouns Industrial Loop,Shreveport,LA,,USA,food,dessert and sno-ball shop,sno-balls; frozen desserts,Sno-ball and dessert business listed in the official Shreveport-Bossier Black-Owned Restaurants directory.,https://www.visitshreveportbossier.org/listing/cajun-sno/,,,,,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,"Source basis: official tourism directory provides public street address and current listing. Current official tourism destination confirmed; postal code, phone and social destination not exposed."
Cat Daddy's Old School Café,4158 Hollywood Ave,Shreveport,LA,,USA,food,cafe,cafe; comfort food; soul food,Cafe listed in the official Shreveport-Bossier Black-Owned Restaurants directory.,https://www.visitshreveportbossier.org/listing/cat-daddys-old-school-cafe/,,,,,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,Visit Shreveport-Bossier,Black-owned,https://www.visitshreveportbossier.org/restaurants/black-owned-restaurants/,false,"Source basis: official tourism directory provides public street address and current listing. Current official tourism destination confirmed; postal code, phone and social destination not exposed."
