name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Lee's Flower Shop,1026 U Street NW,Washington,DC,20001,USA,retail,florist,flowers; bouquets; gift baskets; delivery,Family-run Black-owned flower shop serving floral arrangements and deliveries.,https://www.leesflowersdc.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://www.leesflowersdc.com/).
Nubian Hueman,"1241 Marion Barry Avenue SE, 2nd Floor",Washington,DC,20020,USA,retail,fashion and artisan goods,apparel; jewelry; bags; scarves; footwear,"Retail store featuring apparel, jewelry, bags, scarves, footwear and artisan products from around the world.",https://nubianhueman.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://nubianhueman.com/).
The Museum DC,2014 Rhode Island Avenue NE,Washington,DC,20018,USA,retail,clothing and collectibles,clothing; footwear; artwork; collectibles,"Retail shop offering clothing, footwear, artwork and collectibles.",https://www.themuseumdc.com/,,https://www.instagram.com/themuseumdc/,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://www.themuseumdc.com/).
The Spice Suite,2201 Channing Street NE,Washington,DC,20018,USA,food,spice shop,spices; spice boxes; pop-ups,Spice shop offering specialty spices and online spice boxes; also hosts pop-up shops.,https://www.thespicesuite.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://www.thespicesuite.com/).
Fia’s Fabulous Finds,843 Upshur Street NW,Washington,DC,20011,USA,retail,consignment clothing,women clothing; accessories; consignment,Consignment shop offering brand-name women’s clothing and accessories.,https://www.fiasfabulousfinds.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://www.fiasfabulousfinds.com/). The source also attributes a public Facebook page to the business.
Everard’s Clothing,1802 Wisconsin Avenue NW,Washington,DC,20007,USA,retail,tailoring and clothing,menswear; womenswear; made-to-measure; tailoring,Full-service boutique offering selected men’s and women’s designs and made-to-measure clothing.,https://everardsclothing.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://everardsclothing.com/).
DC Cooking School,1369 New York Avenue NE,Washington,DC,20002,USA,education,culinary school,cooking classes; knife skills; healthy cooking,Hands-on cooking school offering more than 20 culinary classes.,https://washington.org/find-dc-listings/dc-cooking-school,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://washington.org/find-dc-listings/dc-cooking-school).
Cut Seven,1101 Rhode Island Avenue NW,Washington,DC,20001,USA,recreation,fitness studio,sports conditioning; strength training; total body workouts,Sports-conditioning studio offering team-based workouts and virtual or outdoor classes.,https://cutseven.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://cutseven.com/).
Boombox Boxing Club,"1221 Van Street SE, Suite 140",Washington,DC,20003,USA,recreation,boxing fitness,boxing fitness; group workouts; boxing classes,Group fitness studio offering boxing-inspired workouts and classes.,https://www.boombox-boxing.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://www.boombox-boxing.com/).
Skin Beauty Bar,"749 8th Street SE, 2nd Floor",Washington,DC,20003,USA,beauty,spa and skincare,facials; massage; spa services; skincare products,"Boutique beauty bar offering facials, massage, spa services and skincare products.",https://www.skinbeautybardc.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://www.skinbeautybardc.com/).
The Park at 14th,920 14th Street NW,Washington,DC,20005,USA,nightlife,restaurant and lounge,contemporary American cuisine; dinner; brunch; private events,"Restaurant and lounge offering contemporary American cuisine, brunch and private receptions.",https://park14.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://park14.com/).
FishScale,637 Florida Avenue NW,Washington,DC,20001,USA,food,seafood restaurant,wild-caught fish; burgers; cheesesteaks; tacos; sandwiches,"Restaurant serving signature burgers, cheesesteaks and tacos made with wild-caught fish.",https://www.wearefishscale.com/,,,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://www.wearefishscale.com/).
Flowers by Alexes,851 Upshur Street NW,Washington,DC,20011,USA,retail,florist,bouquets; floral design; custom arrangements,Locally owned flower shop creating traditional and contemporary bouquets and custom arrangements.,https://flowersbyalexes.com/,,https://www.instagram.com/youruptownflorist/,,,https://washington.org/visit-dc/black-owned-business,https://washington.org/visit-dc/black-owned-business,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-owned-business,false,Source basis: Destination DC editorial directory. Current official destination confirmed: yes (https://flowersbyalexes.com/).
Dukem Ethiopian,1114 U St NW,Washington,DC,20009,USA,food,restaurant,restaurant; takeout; dining,"Ethiopian restaurant serving kitfo, tibs and platter-style meals.",dukemrestaurant.com/US/,,,,,https://washington.org/visit-dc/black-chefs-restaurants,https://washington.org/visit-dc/black-chefs-restaurants,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-chefs-restaurants,false,Source basis: U.S. Department of State Mandela Washington Fellowship directory. Current official destination confirmed: yes (dukemrestaurant.com/US/).
Bukom Café,2442 18th St NW,Washington,DC,20009,USA,food,restaurant,restaurant; takeout; dining,"West African restaurant and café serving fufu, jollof rice, cocktails and live reggae music.",https://www.bukomcafe.com/,,,,,https://washington.org/visit-dc/black-chefs-restaurants,https://washington.org/visit-dc/black-chefs-restaurants,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-chefs-restaurants,false,Source basis: U.S. Department of State Mandela Washington Fellowship directory. Current official destination confirmed: yes (https://www.bukomcafe.com/).
Sankofa,2714 Georgia Ave NW,Washington,DC,20001,USA,food,restaurant,restaurant; takeout; dining,"Bookstore and café focused on African diaspora books and media, with café items and community events.",https://www.events.sankofa.com/,,,,,https://washington.org/visit-dc/black-chefs-restaurants,https://washington.org/visit-dc/black-chefs-restaurants,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-chefs-restaurants,false,Source basis: U.S. Department of State Mandela Washington Fellowship directory. Current official destination confirmed: yes (https://www.events.sankofa.com/).
Ethiopic,401 H St NE,Washington,DC,20002,USA,food,restaurant,restaurant; takeout; dining,Ethiopian restaurant serving shareable dishes including tibs and vegetarian sampler.,https://www.ethiopicrestaurant.com/,,,,,https://washington.org/visit-dc/black-chefs-restaurants,https://washington.org/visit-dc/black-chefs-restaurants,Black-owned; African diaspora-owned,https://washington.org/visit-dc/black-chefs-restaurants,false,Source basis: U.S. Department of State Mandela Washington Fellowship directory. Current official destination confirmed: yes (https://www.ethiopicrestaurant.com/).
Buna Coffeehouse,4400 Georgia Avenue NW,Washington,DC,20011,USA,food,restaurant,coffee; Ethiopian coffee; beverages,Restaurant or café listed in the State Department Mandela Washington Fellowship diaspora-business directory.,https://www.bunacoffeehouse.com/,,,,,https://www.mandelawashingtonfellowship.org/diaspora-businesses-dc/,https://www.mandelawashingtonfellowship.org/diaspora-businesses-dc/,Black-owned; African diaspora-owned,https://www.mandelawashingtonfellowship.org/diaspora-businesses-dc/,false,Source basis: U.S. Department of State Mandela Washington Fellowship directory. Current official destination confirmed: yes (https://www.bunacoffeehouse.com/).
