name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
A Mother’s Touch Child Development Center,1024 Lynn Rd,Raleigh,NC,27612,USA,child care/education,child development center,infant care; preschool; after-school care; ages 6 weeks–12 years; licensed childcare,"North Raleigh child development center serving newborns through age 12 with degreed teachers, curriculum, meals, and after-school care.",https://amtcdc.com/,,https://www.instagram.com/amtcdc/,https://www.facebook.com/amtcdc/,,https://amtcdc.com/,A Mother’s Touch Child Development Center,,,true,Official site states Raleigh location and full North Carolina licensure; active tour/enrollment links. Source basis: A Mother’s Touch Child Development Center. Current official website or attributable public social destination confirmed; not Kinfolk verified.
Nara Hair Braiding,1625 Ronald Drive,Raleigh,NC,27609,USA,beauty/braiding,hair braiding,hair braiding; walk-ins; appointments,Raleigh braiding salon advertising walk-ins and appointments from its official Instagram profile.,,,https://www.instagram.com/narahairbraiding/,,,https://www.instagram.com/narahairbraiding/,Instagram profile,,,false,Official profile lists current Raleigh address and contact details; no identity inferred. Source basis: Instagram profile. Current official website or attributable public social destination confirmed; not Kinfolk verified.
Marlys Hair Braiding,5540 Atlantic Spring Rd Suite 108,Raleigh,NC,,USA,beauty/braiding,hair braiding,hair braiding; braid specialties; appointments; price consultations,Raleigh hair-braiding business with appointment and pricing contact information on its official Instagram profile.,,,https://www.instagram.com/marlyshairbraiding/,,,https://www.instagram.com/marlyshairbraiding/,Instagram profile,,,false,Official profile lists Raleigh address; postal code not stated on source. Source basis: Instagram profile. Current official website or attributable public social destination confirmed; not Kinfolk verified.
ORO Restaurant & Lounge,18 E Martin St,Raleigh,NC,27601,USA,food,restaurant and lounge,contemporary American; shareable dishes; dinner; reservations; lounge,Downtown Raleigh restaurant and lounge serving shareable contemporary American dishes with dinner service and reservations.,https://ororaleigh.com/,,,https://www.facebook.com/OROraleigh,,https://ororaleigh.com/,ORO official website,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,false,"Official website confirms active address, hours, menu and reservations; ownership designation comes from Downtown Raleigh Alliance list. Source basis: ORO official website. Current official website or attributable public social destination confirmed; not Kinfolk verified."
Adara Spa,608 West Peace Street,Raleigh,NC,27605,USA,beauty/braiding,spa and wellness,manicures; pedicures; waxing; massage; facials; spa services,"Full-service Raleigh spa offering manicure, pedicure, waxing, massage, facial and wellness services.",https://adaraspa.com/,,,https://www.facebook.com/adaraspa,,https://adaraspa.com/,Adara Spa official website,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,false,Official website confirms Raleigh location and services; ownership designation comes from Downtown Raleigh Alliance list. Source basis: Adara Spa official website. Current official website or attributable public social destination confirmed; not Kinfolk verified.
NASHONA,21 W Hargett Street,Raleigh,NC,27601,USA,retail,fashion boutique,women’s clothing; accessories; African fabrics; Tanzania-made goods,Women’s boutique specializing in modern styles and accessories made with vibrant African fabrics from Tanzania.,https://www.nashona.com/,,,https://www.facebook.com/nashonaclothing/,,https://www.nashona.com/pages/locations,NASHONA official locations page,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,false,Official locations page confirms Raleigh storefront; ownership designation is source-backed by Downtown Raleigh Alliance list. Source basis: NASHONA official locations page. Current official website or attributable public social destination confirmed; not Kinfolk verified.
Social Status Raleigh,308 Parham St,Raleigh,NC,27601,USA,retail,streetwear and sneakers,sneakers; apparel; accessories; streetwear,"Upscale Raleigh street-fashion and sneaker boutique carrying major brands, apparel and accessories.",https://www.socialstatuspgh.com/pages/social-status-raleigh,,,,,https://downtownraleigh.org/go/social-status,Downtown Raleigh Alliance directory,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,false,Address and category are from Downtown Raleigh Alliance directory; official website link is the business location page. Source basis: Downtown Raleigh Alliance directory. Current official website or attributable public social destination confirmed; not Kinfolk verified.
House of Rebellion,206 S Wilmington St,Raleigh,NC,27601,USA,retail,vintage and secondhand clothing,vintage apparel; shoes; accessories; secondhand; local products,"Active Raleigh secondhand shop with curated vintage apparel, shoes, accessories and locally made products.",,,https://www.instagram.com/rebellionvtg/,,,https://www.instagram.com/rebellionvtg/,House of Rebellion Instagram,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,false,"Official Instagram and Visit Raleigh search result show active Raleigh address; excluded closed House of Art, not this business. Source basis: House of Rebellion Instagram. Current official website or attributable public social destination confirmed; not Kinfolk verified."
SirCastleTees,610 W South St,Raleigh,NC,27603,USA,retail,custom apparel and footwear,custom shoes; shoe painting; custom apparel; design,Raleigh custom shoe and apparel shop offering designs and custom paint jobs.,https://www.sircastleteees.com/,,,https://www.facebook.com/sircastleteees/,,https://www.sircastleteees.com/,Sircastleteees official website,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,false,Official website confirms Raleigh storefront and hours; ownership designation source-backed by Downtown Raleigh Alliance list. Source basis: Sircastleteees official website. Current official website or attributable public social destination confirmed; not Kinfolk verified.
Sugar Euphoria,606 N Person Street,Raleigh,NC,27604,USA,food,bakery and confectionery,wedding cakes; cupcakes; custom cakes; baked goods; confections,"Boutique cake and confectionery studio offering wedding cakes, cupcakes, custom cakes and baked goods.",https://sugareuphoria.com/,,,https://www.facebook.com/SugarEuphoria,,https://sugareuphoria.com/,Sugar Euphoria official website,Black-owned (listed by Downtown Raleigh Alliance),https://downtownraleigh.org/post/downtown-raleigh-black-owned-businesses,false,Official website confirms active address and hours; ownership designation source-backed by Downtown Raleigh Alliance list. Source basis: Sugar Euphoria official website. Current official website or attributable public social destination confirmed; not Kinfolk verified.
