name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Twisted Plants,1233 E Brady St,Milwaukee,WI,53202,USA,food,vegan restaurant,vegan burgers plant based food restaurant,Vegan food business with a Milwaukee Brady Street location and plant-based burgers.,https://www.twistedplants.com/,414-837-3038,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,Black-owned,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,false,Source basis: Milwaukee Magazine 2024 feature; current official website confirmed.,
1700 Pull Up,1848 W Fond du Lac Ave,Milwaukee,WI,53205,USA,food,soul food restaurant,gumbo catfish pot roast turkey leg catering,"Restaurant serving gumbo, catfish, pot roast, turkey legs, sides, and catering.",https://1700pullup.com/,,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,Black-owned,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,false,Source basis: Milwaukee Magazine 2024 feature; current official website confirmed.,
Lush Popcorn,920 E Locust St,Milwaukee,WI,53212,USA,food,specialty popcorn,gourmet popcorn lemonade events trivia karaoke,Small-batch gourmet popcorn shop with lemonade and a storefront/event venue.,https://www.lushpopcorn.com/,414-215-0052,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,Black-owned,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,false,Source basis: Milwaukee Magazine and current official location page; current official website confirmed.,
Heaven's Table BBQ,5507 W North Ave,Milwaukee,WI,53208,USA,food,barbecue restaurant,barbecue ribs brisket smoked chicken sausage catering,"Barbecue restaurant serving ribs, brisket, smoked chicken, sausage, rib tips, sides, and catering.",https://heavenstablebbqmke.com/,414-732-7109,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,Black-owned,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,false,Source basis: Milwaukee Magazine 2024 feature; current official website confirmed.,
Rooted MKE,5312 W Vliet St,Milwaukee,WI,53208,USA,retail,children's bookstore and makerspace,children's books BIPOC books tutoring makerspace events,"Children's bookstore and makerspace focused on stories by or about Black, Indigenous, and people of color; also offers tutoring and events.",https://www.rootedmke.com/,414-488-9545,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,Black-owned,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,false,Source basis: Milwaukee Magazine feature and current public destination; current official destination confirmed.,
BC Modern,3116 S Chase Ave,Milwaukee,WI,53207,USA,home,vintage furniture and home goods,mid century modern furniture vintage home goods,Vintage shop and showroom specializing in mid-century modern furniture and home goods.,https://www.bcmodernmke.com/,414-737-3745,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,Black-owned,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,false,Source basis: Milwaukee Magazine 2024 feature; current official website confirmed.,
Sneex,180 N Broadway,Milwaukee,WI,53202,USA,retail,sneaker and apparel boutique,sneakers apparel Adidas Puma KARHU Dr Martens bags,"Sneaker and apparel boutique carrying sneakers, apparel, bags, and related goods.",https://www.sneex3rdward.com/,414-509-8430,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,Black-owned,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,false,Source basis: Milwaukee Magazine 2024 feature; current official website confirmed.,
Sherman Park Grocery Store,4315 W Fond du Lac Ave,Milwaukee,WI,53216,USA,food,grocery store,fresh foods grocery neighborhood market,Black-owned full-scale grocery store providing fresh and affordable food in Sherman Park.,https://shermanparkgrocery.com/,414-810-4919,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,Black-owned,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,false,Source basis: Milwaukee Magazine feature and current official contact page; current official website confirmed.,
America's Black Holocaust Museum,401 W North Ave,Milwaukee,WI,53212,USA,culture,museum,African American history museum exhibits education reconciliation,"Museum with physical and digital exhibits on Black history, racism, and reconciliation.",https://www.abhmuseum.org/,414-209-3640,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,,,false,Source basis: Milwaukee Magazine 2024 feature; current official website confirmed.,
Nō Studios,1037 W McKinley Ave,Milwaukee,WI,53205,USA,culture,creative makerspace,film audio visual equipment producers editors screening room rooftop bar coworking,"Creative makerspace with audio/visual equipment, production support, screening room, events, rooftop bar, and coworking.",https://www.nostudios.com/,414-226-6516,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,,,false,Source basis: Milwaukee Magazine 2024 feature; current official website confirmed.,
Wisconsin Black Historical Society,2620 W Center St,Milwaukee,WI,53210,USA,culture,history museum,Black history exhibits tutoring classes workshops lectures,"Historical society and museum preserving Wisconsin Black history with exhibits, tutoring, classes, workshops, and lectures.",http://www.wbhsm.org/,414-372-7677,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,,,false,Source basis: Milwaukee Magazine 2024 feature; current official website confirmed.,
Edessa School of Fashion,191 N Broadway,Milwaukee,WI,53202,USA,education,fashion college,apparel design fashion marketing degree college,Four-year college focused on apparel design and fashion marketing education.,https://edessa.fashion/,1-866-376-7387,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,,,true,Source basis: Milwaukee Magazine 2024 feature; current official website confirmed.,
Black Arts MKE,929 N Water St,Milwaukee,WI,53202,USA,culture,performing arts organization,African American arts arts education theatre festival performances,Arts organization increasing the availability and quality of African American arts and culture through programming and performances.,https://www.blackartsmke.org/,414-273-7635,,,https://www.milwaukeemag.com/milwaukee-black-owned-businesses/,Milwaukee Magazine,,,false,Source basis: Milwaukee Magazine feature plus current official site; current official destination confirmed.,
