name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
AINAUTICS,1225 Laurel Street Suite 315B,Columbia,South Carolina,29201,United States,professional services,drone and robotics services,drone training; drone services; robotics; aerial photography; construction engineering,"Drone training, autonomous robotics, delivery, aerial photography, construction and engineering services.",https://partners.columbiachamber.com/list/member/ainautics-84182,803-556-1533,,,,https://partners.columbiachamber.com/list/member/ainautics-84182,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,true,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
"Ascend Studios, LLC",4615 Forest Drive Suite 2,Columbia,South Carolina,29206,United States,culture,creative studio,creative studio; media; design,Creative studio listed in the chamber minority-owned business directory.,https://partners.columbiachamber.com/list/member/ascend-studios-llc-84393,803-915-9914,,,,https://partners.columbiachamber.com/list/member/ascend-studios-llc-84393,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,false,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
Federation Center of the Blind,119 S. Kilbourne Rd.,Columbia,South Carolina,29205,United States,faith and community,disability community organization,blindness services; community support; advocacy,Community organization serving blind residents and listed by the chamber.,https://partners.columbiachamber.com/list/member/federation-center-of-the-blind-84046,803-254-3777,,,,https://partners.columbiachamber.com/list/member/federation-center-of-the-blind-84046,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,false,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
"GreenGuard Commercial Cleaning, LLC",350 Powell Road Suite 1222,Columbia,South Carolina,29203,United States,home,commercial cleaning,commercial cleaning; janitorial services; facility cleaning,"Commercial cleaning partner with more than 30 years of leadership experience, according to the chamber listing.",https://partners.columbiachamber.com/list/member/greenguard-commercial-cleaning-84757,839-224-1411,,,,https://partners.columbiachamber.com/list/member/greenguard-commercial-cleaning-84757,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,true,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
Oak Street Health,5110 Fairfield Road,Columbia,South Carolina,29203,United States,health,primary care clinic,primary care; senior health; medical clinic,Primary care health center listed in the chamber minority-owned directory.,https://partners.columbiachamber.com/list/member/oak-street-health-83612,803-893-7019,,,,https://partners.columbiachamber.com/list/member/oak-street-health-83612,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,true,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
"Richardson, Plowden and Robinson P.A.",1900 Barnwell Street,Columbia,South Carolina,29201,United States,legal,law firm,legal services; attorneys; litigation,Law firm listed in the chamber minority-owned business directory.,http://richardsonplowden.com,803-771-4400,,,,https://partners.columbiachamber.com/list/member/richardson-plowden-and-robinson-p-a-79233,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,true,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
"Shadd Law Firm, LLC",720 Calhoun St.,Columbia,South Carolina,29201,United States,legal,law firm,legal services; attorney; law firm,Law firm listed in the chamber minority-owned business directory.,http://www.shaddlawsc.com,803-771-7460,,,,https://partners.columbiachamber.com/list/member/shadd-law-firm-llc-78090,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,true,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
STA-TRU Towing,1808 Pincushion Road,Columbia,South Carolina,29209,United States,transportation,towing,towing; roadside assistance; vehicle transport,Towing company listed in the chamber minority-owned business directory.,http://www.statrutowing.com,803-348-2645,,,,https://partners.columbiachamber.com/list/member/sta-tru-towing-83211,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,true,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
"Clean and Fresh, LLC Commercial Cleaning Company",3604 Fernandina Road,Columbia,South Carolina,29210,United States,home,commercial cleaning,commercial cleaning; janitorial services,Commercial cleaning company listed in the chamber minority-owned business directory.,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,803-760-3415,,,,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,true,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
Complete Comfort Air,9005 Two Notch Road Suite 3,Columbia,South Carolina,29223,United States,home,HVAC,HVAC repair; HVAC service; air conditioning; heating,HVAC repair and service company listed in the chamber minority-owned business directory.,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,803-862-7194,,,,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,Greater Columbia Chamber of Commerce minority-owned business directory,Minority-owned,https://partners.columbiachamber.com/list/category/minority-owned-business-3324,true,Greater Columbia Chamber of Commerce minority-owned business directory supplies the public address and service basis; current official/public destination confirmed.
