name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
7th and Grove,1930 E. 7th Ave.,Tampa,FL,33605,USA,Food,Southern restaurant and lounge,southern food; restaurant; lounge,Upscale Southern restaurant and lounge in Ybor City serving elevated Southern food.,https://www.7thandgrove.com/,(813) 649-8422,https://www.instagram.com/7thandgrove/?hl=en,,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
Al's Finger Licking Good Bar-B-Que,2302 E. 7th Ave.,Tampa,FL,33605,USA,Food,Barbecue and soul food,Tennessee-style barbecue; soul food; restaurant,Family Ybor restaurant serving Tennessee-style barbecue and soul food.,https://www.alsybor.com/,(813) 515-5036,,https://www.facebook.com/alssoulfoodtampa/,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
Ben and Jerry's - Midtown Tampa,1106 Gramercy Lane,Tampa,FL,33607,USA,Food,Ice cream shop,ice cream; scoop shop,Midtown Tampa scoop shop; source describes franchise ownership as three African-American men.,https://www.benjerry.com/midtown-tampa,(813) 774-6244,http://instagram.com/benjerrystampa,,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
Blue Flame Southern Restaurant & Lounge,1524 E. Fowler Ave.,Tampa,FL,33612,USA,Food,Southern restaurant and lounge,soul food; buffet; lounge; live music,Southern soul food restaurant with buffet offerings and evening lounge programming.,https://www.blueflametampa.com/,(813) 280-9865,,,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
Island Crew Restaurant and Catering,2210 E. Hillsborough Ave. #2,Tampa,FL,33610,USA,Food,Caribbean restaurant and catering,Caribbean food; restaurant; catering,Caribbean restaurant and catering business; source notes owner Chef Pappy grew up in the Bahamas.,https://www.islandcrewrestaurant.com/,(813) 237-1968,,https://www.facebook.com/islandcrewtampa/,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
Kay's Kitchen - Causeway,10323 Causeway Blvd.,Tampa,FL,33619,USA,Food,Chicago-style restaurant,fried chicken; catfish; Chicago-style cuisine; restaurant,Restaurant serving Chicago-style cuisine including fried chicken and catfish.,https://www.kayschickenkitchen.com/,(813) 893-0415,https://www.instagram.com/kayschickenkitchen/,,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
Kay's Kitchen - Bearss,2808 E Bearss Ave.,Tampa,FL,33613,USA,Food,Chicago-style restaurant,fried chicken; catfish; Chicago-style cuisine; restaurant,Restaurant serving Chicago-style cuisine including fried chicken and catfish.,https://www.kayschickenkitchen.com/,(813) 893-0415,https://www.instagram.com/kayschickenkitchen/,,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
Ladies of the Sea,2705 E. Dr. Martin Luther King Jr. Blvd.,Tampa,FL,33610,USA,Food,Seafood restaurant,seafood; soul food; restaurant,Family-owned seafood restaurant with soulful side dishes.,https://www.facebook.com/p/Ladies-of-the-Sea-Soul-100039346937012/,(813) 247-2722,https://www.instagram.com/ladiesofthesea2705/,,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
Mama's Southern Soul Food Restaurant,3701 E. Dr. Martin Luther King Jr. Blvd.,Tampa,FL,33610,USA,Food,Soul food restaurant,Southern soul food; family recipes; restaurant,Southern soul food restaurant centered on family recipes and traditions.,http://www.mamassoulfoodrestaurant.com/,(813) 769-9552,https://www.instagram.com/mamas_soul_food_restaurant_2/?hl=en,,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
M&R Cafe,3320 E. Osborne Ave.,Tampa,FL,33603,USA,Food,Southern cafe,oxtails; meatloaf; baked chicken; soul food; cafe,Seminole Heights walk-up cafe serving home-cooked Southern cuisine.,https://mnrcafe.smartonlineorder.com/,(813) 234-2333,,,,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,"Tampa Magazine (Feb. 17, 2026; research assistance credited to Green Book of Tampa Bay)",Black-owned,https://tampamagazines.com/black-owned-tampa-bay-businesses-to-support/,false,Source basis: Tampa Magazine current Black-Owned Tampa Bay Businesses list; current official website or attributable public social destination confirmed in website/social field.
