name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
A Ma Maniére,969 Marietta St NW #200,Atlanta,Georgia,30318,United States,retail,fashion and footwear,streetwear; luxury footwear; apparel,Luxury streetwear and footwear boutique.,https://www.a-ma-maniere.com/pages/a-ma-maniere-atlanta-store,678-973-2116,,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Brown Sugar Babe,1161 Ridge Ave SW #110,Atlanta,Georgia,30315,United States,beauty,fragrance and aromatherapy,perfume; cologne; fragrance; aromatherapy beauty products,Fragrance brand flagship with scent bar and layering consultations.,https://www.facebook.com/brwnsugarbabe/,888-784-2780,,https://www.facebook.com/brwnsugarbabe/,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides address and service description; current public Facebook destination confirms address and products.
God Is Dope,787 Windsor St SW,Atlanta,Georgia,30315,United States,retail,lifestyle apparel,Christian apparel; T-shirts; hats; hoodies,Christian-based lifestyle apparel and accessories shop.,https://godisdope.com/,,,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Pressed ATL,296 Fourteenth St NW,Atlanta,Georgia,30318,United States,retail,boutique apparel and cosmetics,clothing; accessories; makeup; cosmetics,"Boutique apparel, accessories and Poiz Cosmetics.",https://www.pressedatl.com/,,,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Souk Bō’hēmian + Nō•mad,675 Ponce De Leon Ave NE,Atlanta,Georgia,30308,United States,retail,clothing and home goods,genderless clothing; accessories; fragrance; home goods,"Global-inspired clothing, accessories, fragrance and home goods boutique.",https://poncecitymarket.com/directory/souk-bohemian-nomad/,,,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Versus ATL,323 Nelson St SW,Atlanta,Georgia,30313,United States,retail,vintage and sneakers,vintage clothing; sneakers; streetwear; buy sell trade,"Buy-sell-trade boutique for vintage, sneakers and streetwear.",https://www.instagram.com/versusatl/,,https://www.instagram.com/versusatl/,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
ZuCot Gallery,100 Centennial Olympic Park Dr SW,Atlanta,Georgia,30313,United States,culture,African American art gallery,fine art; African American artists; exhibitions; art collecting,African-American-owned fine art gallery with exhibitions and art sales.,https://www.zucotgallery.com/,404-380-1040,,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,African American-owned,https://www.zucotgallery.com/,false,"Discover Atlanta current guide identifies the gallery as African-American-owned and provides address; official site confirms current destination, address and phone."
44th & 3rd Bookseller,451 Lee St SW Unit B,Atlanta,Georgia,30310,United States,retail,bookstore,books; multicultural books; reading; literary events,Family-owned multicultural bookstore and community reading space.,https://44thand3rdbookseller.com/,678-692-6519,https://www.instagram.com/44thand3rdbookseller/,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Breakfast at Barneys,349 Decatur St SE Unit A1,Atlanta,Georgia,30312,United States,food,breakfast and brunch,breakfast; brunch; Southern comfort food; cocktails,Breakfast and brunch restaurant serving elevated Southern comfort food.,https://www.breakfastatbarneys.com/,404-549-6042,https://www.instagram.com/_breakfastatbarneys/,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
For Keeps Books,171 Auburn Ave NE Unit H1,Atlanta,Georgia,30303,United States,culture,bookstore and reading room,Black books; Black arts; culture; music; bookstore,"Bookstore and reading room focused on rare and classic Black books, arts and culture.",https://www.forkeepsbooks.com/,,https://www.instagram.com/forkeepsbooks/,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Black Coffee ATL,1246 Allene Ave SW,Atlanta,Georgia,30310,United States,food,coffee shop and event space,espresso; matcha; coffee; pastries; event space,"Independent coffee shop with espresso, ceremonial matcha and event space.",https://blackcoffeeatl.com/,404-343-1565,,https://www.facebook.com/BlackCoffeeAtlanta/,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Just Add Honey Tea Company,684 John Wesley Dobbs Ave NE Unit E,Atlanta,Georgia,30312,United States,food,tea cafe,loose leaf tea; herbal tea; coffee; pastries,Loose-leaf tea shop and cafe with coffee and seasonal food.,https://justaddhoney.net/,404-850-6510,,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Westside Creamery,880 Glenwood Ave SE Suite E,Atlanta,Georgia,30316,United States,food,dessert shop,ice cream; vegan ice cream; sorbet; baked goods; sundaes,"Dessert shop offering homemade baked goods, hand-dipped ice cream, vegan ice cream and sorbet.",https://westsidecreamery.com/,,,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,"Discover Atlanta current guide provides address, ownership context and service description; official site confirms current business destination and address."
Miss D’s Pralines,209 Edgewood Ave SE,Atlanta,Georgia,30303,United States,food,candy and confections,pralines; popcorn; candied apples; brittle; candied pecans,Candy shop at Sweet Auburn Curb Market.,https://www.facebook.com/missdpralines/,,,https://www.facebook.com/missdpralines/,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Pecan Jacks Ice Cream & Candy,800 Marietta St NW,Atlanta,Georgia,30318,United States,food,ice cream and candy,ice cream; candy; sweets; desserts,Ice cream and candy shop with house-made flavors and candy selection.,https://www.instagram.com/pecanjacks/,,https://www.instagram.com/pecanjacks/,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
FACE FOUNDRIÉ Atlanta West Midtown,1055 Howell Mill Rd Suite 165,Atlanta,Georgia,30318,United States,beauty,facial spa,facials; skincare; facial treatments,Facial-treatment spa offering curated skincare services.,https://facefoundrie.com/location/atlanta-west-midtown/,404-229-2268,,https://www.facebook.com/FACEFOUNDRIEWESTMIDTOWN/,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,true,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Celestial Spa,2930 Cascade Rd SW,Atlanta,Georgia,30311,United States,beauty,day spa,massage; facials; waxing; hand and foot care,"Day spa offering facials, massages, waxing and hand/foot care.",https://celestialspa.com/contact.html,404-691-2448,https://www.instagram.com/celestial.spa/,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,true,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
Bridge Boutique,675 Ponce De Leon Ave NE Unit N220,Atlanta,Georgia,30308,United States,retail,women’s fashion and gifts,women’s clothing; jewelry; lotions; home decor; gifts,"Boutique for women’s fashion, jewelry, home decor and gifts.",https://www.bridgeboutique.com/,470-355-3929,https://www.instagram.com/bridgeboutique/,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
LaRayia's Bodega,675 Ponce De Leon Ave NE Ste N149,Atlanta,Georgia,30308,United States,food,vegan bodega,vegan food; smoothies; coffee; bodega; gifts,"Afro-Latina-owned vegan bodega offering smoothies, coffee, grab-and-go food and retail goods.",https://order.toasttab.com/online/larayiasbodega,470-929-9777,https://www.instagram.com/larayiasbodega/,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Afro-Latina-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
El Santo Gallo Taqueria,950 West Marietta St NW Suite A114,Atlanta,Georgia,30318,United States,food,Mexican restaurant,tacos; Mexican street food; taqueria,Mexican street-food taqueria.,https://elsantogallotaco.com/,404-458-3036,https://www.instagram.com/elsantogallo/,,,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,Discover Atlanta / official business destination,Black-owned,https://discoveratlanta.com/stories/things-to-do/black-owned-businesses-in-atlanta-you-should-know/,false,Discover Atlanta current guide provides the public address and service description; official destination confirmed.
