name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Riddim N Spice,1000 Buchanan St,Nashville,TN,37208,USA,food,Caribbean restaurant,Jamaican Caribbean jerk chicken plantains catering,"Caribbean restaurant rooted in the owners Jamaican heritage, serving jerk chicken and Caribbean food.",https://riddimnspice.com/,,,,,https://riddimnspice.com/,https://riddimnspice.com/,Black/African diaspora,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,false,Source basis: https://riddimnspice.com/. Current official destination confirmed: yes.
The Cupcake Collection,1213 6th Avenue North,Nashville,TN,37208,USA,food,Bakery,cupcakes cakes sweet potato cupcakes desserts,"Bakery known for cupcakes, cakes, and Southern-inspired flavors.",https://www.thecupcakecollection.com/,,,,,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,Black/African American,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,false,Source basis: https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/. Current official destination confirmed: yes.
The Southern V,1200 Buchanan St,Nashville,TN,37208,USA,food,Vegan restaurant,vegan Nashville hot chicken plant-based Southern food,Plant-based Southern restaurant serving vegan hot chicken and comfort food.,https://thesouthernv.com/,,,,,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,Black/African American,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,false,Source basis: https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/. Current official destination confirmed: yes.
Big Al’s Deli,1829 21st Avenue North,Nashville,TN,37208,USA,food,Deli,deli sandwiches soul food catering,Neighborhood deli serving sandwiches and prepared food.,https://www.facebook.com/BigAlsDeliNashville/,,,,,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,Black/African American,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,false,Source basis: https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/. Current official destination confirmed: yes.
Bone’s Fish & More,2600 Clarksville Pike,Nashville,TN,37208,USA,food,Seafood restaurant,fried fish catfish seafood takeout,Family seafood restaurant serving fried fish and seafood plates.,https://www.facebook.com/bonesfishandmore/,,,,,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,Black/African American,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,false,Source basis: https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/. Current official destination confirmed: yes.
Coneheads,1200 Buchanan St Suite 120,Nashville,TN,37208,USA,food,Chicken restaurant,chicken waffles sandwiches catering,Restaurant specializing in chicken and waffles and creative comfort food.,https://www.coneheads.com/,,,,,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,Black/African American,https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/,false,Source basis: https://wpln.org/post/interactive-map-nashvilles-100-black-owned-food-establishments/. Current official destination confirmed: yes.
Slim & Husky’s Pizzaeria,911 Buchanan Street,Nashville,TN,37208,USA,food,Pizzeria,pizza Nashville hot chicken vegan pizza craft beer,Nashville-founded pizzeria serving customizable pizzas and craft beer.,https://slimandhuskys.com/,,,,,https://slimandhuskys.com/,https://slimandhuskys.com/,,,false,Source basis: https://slimandhuskys.com/. Current official destination confirmed: yes.
Prince’s Hot Chicken,5814 Nolensville Pike,Nashville,TN,37211,USA,food,Hot chicken restaurant,Nashville hot chicken fried chicken takeout,Nashville hot chicken restaurant with multiple heat levels.,https://www.princeshotchicken.com/,,,,,https://www.princeshotchicken.com/,https://www.princeshotchicken.com/,,,false,Source basis: https://www.princeshotchicken.com/. Current official destination confirmed: yes.
Hattie B’s Hot Chicken,5209 Charlotte Pike,Nashville,TN,37209,USA,food,Hot chicken restaurant,Nashville hot chicken fried chicken Southern sides,Nashville hot chicken restaurant serving fried chicken and Southern sides.,https://hattieb.com/,,,,,https://hattieb.com/,https://hattieb.com/,,,false,Source basis: https://hattieb.com/. Current official destination confirmed: yes.
Baja Burrito,722 Thompson Lane,Nashville,TN,37204,USA,food,Mexican restaurant,burritos tacos vegetarian Mexican food,"Local Mexican restaurant with burritos, tacos, and vegetarian options.",https://bajaburrito.com/,,,,,https://bajaburrito.com/,https://bajaburrito.com/,,,false,Source basis: https://bajaburrito.com/. Current official destination confirmed: yes.
Las Americas Market,3817 Nolensville Pike,Nashville,TN,37211,USA,food,Latin market and restaurant,Mexican grocery pupusas tacos Latin groceries,Latin American market and restaurant serving Mexican food and pupusas.,https://lasamericasmarket.com/,,,,,https://lasamericasmarket.com/,https://lasamericasmarket.com/,Latino/Hispanic,https://lasamericasmarket.com/,false,Source basis: https://lasamericasmarket.com/. Current official destination confirmed: yes.
Calacas Mexican Cuisine,411 Korean Veterans Boulevard,Nashville,TN,37203,USA,food,Mexican restaurant,Mexican cuisine tacos cocktails downtown dining,Mexican cuisine restaurant in downtown Nashville.,https://calacasnashville.com/,615-915-0552,,,,https://calacasnashville.com/,https://calacasnashville.com/,Latino/Hispanic,https://calacasnashville.com/,false,Source basis: https://calacasnashville.com/. Current official destination confirmed: yes.
