name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Pressed Roots,"320 Singleton Blvd, Suite 160",Dallas,Texas,75212,USA,beauty,textured hair salon,silk press; blowout; textured hair styling,Express silk blowout bar specializing in textured hair.,https://pressedroots.com/,817-476-7790,https://www.instagram.com/_pressedroots/,,,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,Visit Dallas guide; official locations page,Black-owned,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,true,Source basis: Visit Dallas identifies Black-owned and official Pressed Roots destination confirms current Dallas address; current official destination confirmed.
Brunchaholics,5014 Ross Ave,Dallas,Texas,75206,USA,food,brunch restaurant,shrimp and grits; chicken and waffles; soul food burrito; brunch,Restaurant serving brunch and soul food dishes.,https://brunchaholics.com/,,https://www.instagram.com/brunchaholics_/,,,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,Visit Dallas guide,,,true,Source basis: Visit Dallas guide plus official website/social; Dallas address corroborated by OpenTable; current official destination confirmed.
Inspired Brew,"19009 Preston Rd, Suite 209B",Dallas,Texas,75252,USA,food,coffee shop,coffee; specialty lattes; infused lattes,Coffee shop serving specialty and infused lattes.,https://inspiredbrewdallas.com/,214-200-3973,https://www.instagram.com/inspired_brew/,,,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,Visit Dallas guide,,,false,Source basis: Visit Dallas guide plus official/social destination; current official destination confirmed.
Soirée Coffee Bar,"320 Singleton Blvd, Suite 190",Dallas,Texas,75212,USA,food,coffee and brunch,coffee; brunch; cocktails; live jazz; happy hour,Coffee bar serving brunch and crafted drinks with live entertainment.,https://soireecoffeebar.com/,972-850-9030,https://www.instagram.com/soireecoffeebar/,https://www.facebook.com/soireecoffeebar/,,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,Visit Dallas guide,Black-owned,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,true,Source basis: Visit Dallas identifies Black-owned; official site confirms address and current destination.
Aunt Irene's Kitchen,2802 Lagow St,Dallas,Texas,75210,USA,food,Cajun and Southern restaurant,Cajun seafood boils; fried fish; wings; Southern food,Restaurant serving Cajun seafood boils and Southern-inspired favorites.,https://aikdallas.com/,972-878-5669,https://www.instagram.com/auntireneskitchen/,https://www.facebook.com/auntireneskitchen/,,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,Visit Dallas guide,Black-owned,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,true,Source basis: Visit Dallas identifies Black-owned; official site/social confirms current Dallas address and destination.
Chocolate Secrets,3926 Oak Lawn Ave,Dallas,Texas,75219,USA,food,chocolatier and wine bar,artisan chocolates; bonbons; truffles; macarons; wine; live music,Gourmet chocolate and fine wine boutique-café with live music.,https://www.mychocolatesecrets.com/,214-252-9801,https://www.instagram.com/chocolatesecrets/,https://www.facebook.com/mychocolatesecrets/,,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,Visit Dallas guide,,,false,Source basis: Visit Dallas guide plus official site confirms current address and destination.
The Plant Project,2310 Routh St,Dallas,Texas,75201,USA,retail,plant shop,plants; botanical design; candles; plant therapy,Plant and botanical design boutique.,https://www.the-plantproject.com/,214-810-3017,https://www.instagram.com/theplantproject__/,,,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,Visit Dallas guide,Black woman-owned,https://www.visitdallas.com/blog/black-owned-businesses-in-dallas/,false,Source basis: Visit Dallas explicitly documents Black woman-owned; official site confirms current Dallas address and destination.
African American Museum of Dallas,3536 Grand Ave,Dallas,Texas,75210,USA,culture,museum,African American art; history exhibits; educational programs,"Museum preserving African American art, history, and cultural heritage.",https://aamdallas.org/,214-389-3196,https://www.instagram.com/aamuseumdallas/,https://www.facebook.com/africanamericanmuseumdallas/,,https://www.buyblackmainstreet.com/black-owned-city-guide-dallas/,Buy Black Main Street city guide,,,false,Source basis: Buy Black Main Street guide plus official museum contact page; current official destination confirmed.
Dallas Black Dance Theatre,2700 Ann Williams Way,Dallas,Texas,75201,USA,culture,dance theatre and education,dance performances; dance classes; workshops; educational outreach,"Professional dance company offering performances, classes, and workshops.",https://www.dbdt.com/,214-871-2376,,https://www.facebook.com/dallasblackdance/,,https://www.buyblackmainstreet.com/black-owned-city-guide-dallas/,Buy Black Main Street city guide,,,false,Source basis: Buy Black Main Street guide plus official contact page; current official destination confirmed.
South Dallas Cultural Center,3400 S Fitzhugh Ave,Dallas,Texas,75210,USA,culture,arts and community center,art exhibitions; concerts; theater; workshops; African American culture,City cultural center featuring African and African American arts programming.,https://sdcc.dallasculture.org/,,https://www.instagram.com/southdallasculturalcenter/,https://www.facebook.com/SouthDallasCulturalCenter/,,https://www.buyblackmainstreet.com/black-owned-city-guide-dallas/,Buy Black Main Street city guide,,,false,Source basis: Buy Black Main Street guide plus official City of Dallas site; current official destination confirmed.
Pan-African Connection,4466 S Marsalis Ave,Dallas,Texas,75216,USA,culture,bookstore and resource center,African books; bookstore; art gallery; resource center; events,"Pan-African bookstore, art gallery, and community resource center.",https://panafricanconnection.com/,214-943-8262,https://www.instagram.com/pac_dallas/,https://www.facebook.com/PacDallas/,,https://panafricanconnection.com/,Official business site,,,false,Source basis: official website and social profiles confirm current public address and destination.
The Black Academy of Arts and Letters,3800 Parry Ave,Dallas,Texas,75226,USA,culture,arts academy and theatre,performing arts; literary arts; visual arts; cultural events,Arts institution presenting Black cultural and artistic programming.,https://tbaal.org/,214-743-2440,,https://www.facebook.com/Tbaaldallas/,,https://tbaal.org/,Official business site,,,false,Source basis: official website and Visit Dallas directory corroborate current Dallas address; current official destination confirmed.
Koffee Day Spa,1118 S Akard St,Dallas,Texas,75215,USA,beauty,day spa,massages; facials; skincare; body treatments; spa events,"Boutique day spa offering massage, facial, skincare, and body treatments.",https://www.koffeedayspa.com/,214-428-9696,https://www.instagram.com/koffeedayspa/,https://www.facebook.com/koffeedayspa/,,https://www.buyblackmainstreet.com/black-owned-city-guide-dallas/,Buy Black Main Street city guide,,,true,Source basis: Buy Black Main Street guide plus official location page; current official destination confirmed.
Friendship-West Baptist Church,2020 W Wheatland Rd,Dallas,Texas,75232,USA,faith/community,church and community programs,worship; faith community; community outreach,Baptist church with worship and community programming.,https://www.friendshipwest.org/,972-228-5200,,,,https://www.friendshipwest.org/,Official church site,,,false,Source basis: official church website confirms current public address and destination.
Northwest Community Center,5750 Pineland Dr,Dallas,Texas,75231,USA,faith/community,refugee and community services,refugee services; community support; education,Community center providing support services for refugees and local residents.,https://nccrefugees.org/,214-396-6517,,https://www.facebook.com/nccrefugees/,,https://nccrefugees.org/,Official organization site,,,false,Source basis: official organization site confirms current Dallas address and destination.
WOW Dental,"3704 W Camp Wisdom Rd, Suite 120",Dallas,Texas,75237,USA,health,dental practice,family dentistry; dental implants; dental appointments,Family-owned dental practice offering general and implant dentistry.,https://www.mywowdental.com/,972-709-4867,,,,https://www.mywowdental.com/,Official dental site,,,true,Source basis: official dental website confirms current public address and destination.
Trinity Dental Loft,935 N Edgefield Ave,Dallas,Texas,75208,USA,health,dental practice,general dentistry; cosmetic dentistry; family dental services,"Dallas dental practice serving Oak Cliff, Bishop Arts, and nearby communities.",https://trinitydentalloft.com/,,,,,https://trinitydentalloft.com/,Official dental site,,,true,Source basis: official dental website confirms Dallas service location and destination.
Bleu Dentistry,"3607 Oak Lawn Ave, Suite 250",Dallas,Texas,75219,USA,health,dental practice,cosmetic dentistry; family dentistry; dental appointments,Dental practice offering cosmetic and general dental services.,https://bleudentist.com/,214-699-4976,,,,https://bleudentist.com/,Official dental site,,,true,Source basis: official dental website confirms current public address and destination.
"White & Wiggins, LLP",1700 Pacific Ave,Dallas,Texas,75201,USA,legal,law firm,business law; litigation; legal counsel,Minority-owned law firm providing legal services.,https://whitewiggins.com/,,,,,https://whitewiggins.com/,Official law firm site,minority-owned,https://whitewiggins.com/,true,Source basis: official site documents minority-owned status and Dallas office address; current official destination confirmed.
The Villages of Dallas,550 E Ann Arbor Ave,Dallas,Texas,75216,USA,elder care,senior living and rehabilitation,senior living; nursing home; rehabilitation therapy,Senior living and rehabilitation community.,https://thevillagesofdallas.com/,214-376-1701,,,,https://thevillagesofdallas.com/,Official senior living site,,,true,Source basis: official organization site confirms current Dallas address and destination.
Modern Edge Dallas,935 N Edgefield Ave,Dallas,Texas,75208,USA,beauty,barbershop,haircuts; barber services; walk-ins,Oak Cliff barbershop offering daily haircuts and walk-in service.,https://www.modernedgedallas.com/,214-948-0388,,,,https://www.modernedgedallas.com/,Official barbershop site,,,false,Source basis: official barbershop website confirms current Dallas address and destination.
Meke Stephens Salon,"1409 Botham Jean Blvd, Suite 228",Dallas,Texas,75215,USA,beauty,Black hair salon,Black hair care; salon services; styling,Hair salon specializing in Black hair care and styling.,https://upscalesalondallas.com/,972-573-7261,,,,https://upscalesalondallas.com/,Official salon site,,,true,Source basis: official site identifies Black hair salon and confirms current Dallas address; current official destination confirmed.
The Gents Place Dallas Uptown,"3227 McKinney Ave, Suite 103",Dallas,Texas,75204,USA,beauty,barbershop,men’s haircuts; grooming; barber services,Men’s grooming and barbershop location in Uptown Dallas.,https://thegentsplace.com/service_location/dallas-uptown-tx/,214-307-5210,,,,https://thegentsplace.com/service_location/dallas-uptown-tx/,Official business site,,,false,Source basis: official location page confirms current public address and destination.
