name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
"Celeste Wonson, SibcyCline Realtor",8040 Montgomery Road,Cincinnati,OH,45236,USA,housing,real estate,Realtor,Realtor,http://SibcyCline.com/cwonson,513-608-2201,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
Ryan Worthen Wellness Consulting,10979 Reed Hartman Hwy. Suite 331 D,Cincinnati,OH,45242,USA,other,professional services,Outpatient Care Centers,Outpatient Care Centers,http://Facebook.com/ryanworthenconsulting,513-817-0940,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
Realtor,9321 Montgomery Rd.,Cincinnati,OH,45238,USA,housing,real estate,Buying and selling homes.,Buying and selling homes.,http://cherylbobo.cbintouch.com/,513-265-9588,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
CRETEBUSTERS LLC,5323 Tompkins Avenue,Cincinnati,OH,45227,USA,other,professional services,Concrete demolition and removal.  Diesel and electric equipment.,Concrete demolition and removal.  Diesel and electric equipment.,http://1998,513-271-4226,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
Colemanteam Accounting and IT,1883 Langdon Farm Road,Cincinnati,OH,45237,USA,financial,financial services,Financial Services Other,Financial Services Other,https://www.colemansquad.com/,513-452-6555,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
Moncor Consulting LLC,2639 Erie Avenue #8391,Cincinnati,OH,45208,USA,other,professional services,"Training, Mediation and Facilitation services","Training, Mediation and Facilitation services",http://www.moncorinc.org,513-259-3550,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
RealTruthinc,6566 Montgomery rd,Cincinnati,OH,45213,USA,housing,real estate,Concealed Carry weapons instructor,Concealed Carry weapons instructor,http://Real,513-371-1972,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
Cruise Planners,3435 Reading Rd,Cincinnati,OH,45229,USA,travel,travel agency,Full service travel agency,Full service travel agency,http://acgenterprisetravel.com,513-549-1290,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
A Better You Counseling,260 Northland Blvd Suite 107b,Cincinnati,OH,45246,USA,child care,daycare/early childhood,Private pratice that offers individual therapy to both adult and children,Private pratice that offers individual therapy to both adult and children,http://Abetterucounseling.com,513-225-0466,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
BEST Childcare LLC,6718 Montgomery Rd,Cincinnati,OH,45236,USA,child care,daycare/early childhood,Quality Childcare,Quality Childcare,https://www.loc8nearme.com/ohio/cincinnati/the-best-childcare-center-llc/6491053/,513-745-9126,,,,https://www.cincinnati-oh.gov/noncms/council/businessdirectory/index.cfm,City of Cincinnati Black Business Directory,Black-owned,https://www.cincinnati-oh.gov/kearney/black-business-directory/,false,Source basis: City of Cincinnati Black Business Directory. Current public website/social destination confirmed in directory listing; public street address supplied by source. Not Kinfolk verified.
