name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Eugene's Hot Chicken,2268 9th Avenue North,Birmingham,AL,35203,USA,food,restaurant,"hot chicken,southern food,catering","Southern-style hot chicken restaurant, food truck and catering company.",https://eugeneshotchicken.com/,205-322-7555,,,,https://eugeneshotchicken.com/birmingham-eugene-s-hot-chicken-locations,eugeneshotchicken.com,,,false,Official public page confirms current Birmingham address/services and current official destination: https://eugeneshotchicken.com/.
Yo' Mama's,2024 4th Ave N,Birmingham,AL,35203,USA,food,restaurant,"soul food,lunch,brunch,takeout","Restaurant offering lunch, brunch, curbside and takeout.",https://www.yomamasrestaurant.com/,205-957-6545,,,,https://www.yomamasrestaurant.com/,yomamasrestaurant.com,,,false,Official public page confirms current Birmingham address/services and current official destination: https://www.yomamasrestaurant.com/.
Bibi's African Hair Braids,441 Huffman Rd,Birmingham,AL,35215,USA,beauty,African hair braiding,"box braids,cornrows,Senegalese twists,Ghana braids,Fulani braids,faux locs",African hair braiding salon with consultations and custom styles.,https://bibisafricanbraidsweaves.com/,205-833-0085,,,,https://bibisafricanbraidsweaves.com/,bibisafricanbraidsweaves.com,,,false,Official public page confirms current Birmingham address/services and current official destination: https://bibisafricanbraidsweaves.com/.
UAB Hospital,1802 6th Avenue South,Birmingham,AL,35233,USA,health,hospital,"primary care,specialty care,trauma,burn center,women and infants,psychiatric care","Major academic hospital providing primary and specialty care, trauma and emergency services.",https://www.uabmedicine.org/locations/uab-hospital/,205-934-3411,,,,https://www.uabmedicine.org/locations/uab-hospital/,uabmedicine.org,,,true,Official public page confirms current Birmingham address/services and current official destination: https://www.uabmedicine.org/locations/uab-hospital/.
Birmingham VA Medical Center,700 South 19th Street,Birmingham,AL,35233,USA,health,veterans hospital,"veterans health care,emergency care,medical services",VA medical center serving veterans with health care services.,https://www.va.gov/birmingham-health-care/locations/birmingham-va-medical-center/,,,,,https://www.va.gov/birmingham-health-care/locations/birmingham-va-medical-center/,va.gov,,,true,Official public page confirms current Birmingham address/services and current official destination: https://www.va.gov/birmingham-health-care/locations/birmingham-va-medical-center/.
Legal Services Alabama Birmingham Office,"1820 Seventh Avenue North, Suite 200",Birmingham,AL,35203,USA,legal,civil legal aid,"housing law,landlord tenant,family law,benefits,civil representation","Civil legal aid office providing representation, advice and self-help materials.",https://legalservicesalabama.org/,205-328-3540,,,,https://www.alabamalegalhelp.org/organization/birmingham-office-legal-services-alabama/housing/landlord-and-tenant,alabamalegalhelp.org,,,true,Official public page confirms current Birmingham address/services and current official destination: https://legalservicesalabama.org/.
McWane Science Center,200 19th St N,Birmingham,AL,35203,USA,culture,science museum,"science museum,IMAX,STEM education,field trips,camps,birthday parties","Nonprofit science museum with interactive exhibits, IMAX and educational programs for all ages.",https://mcwane.org/,,,,,https://mcwane.org/,mcwane.org,,,false,Official public page confirms current Birmingham address/services and current official destination: https://mcwane.org/.
Alabama Theatre,1817 3rd Avenue North,Birmingham,AL,35203,USA,culture,theater,"films,concerts,performances,events","Historic theater presenting films, concerts and performances.",https://alabamatheatre.com/,,,,,https://www.birminghamal.gov/play/arts-museums/,birminghamal.gov,,,false,Official public page confirms current Birmingham address/services and current official destination: https://alabamatheatre.com/.
Birmingham Museum of Art,2000 Reverend Abraham Woods Jr Boulevard,Birmingham,AL,35203,USA,culture,art museum,"art exhibitions,education,events,collections","Public art museum with exhibitions, collections and educational programming.",https://www.artsbma.org/,,,,,https://www.artsbma.org/,artsbma.org,,,false,Official public page confirms current Birmingham address/services and current official destination: https://www.artsbma.org/.
Birmingham Civil Rights Institute,520 16th Street North,Birmingham,AL,35203,USA,culture,history museum,"civil rights history,museum,exhibits,education",Museum and research center interpreting the American civil rights movement.,https://www.bcri.org/,,,,,https://www.bcri.org/,bcri.org,,,false,Official public page confirms current Birmingham address/services and current official destination: https://www.bcri.org/.
