name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
1908 Provisions,734 Fairview Street,Jackson,MS,39202,USA,Food,Fine dining,"fine dining, cocktails, Southern cuisine",Fine dining at The Fairview Inn,http://www.fairviewinn.com/1908provisions,601-948-3429,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
4th Avenue Lounge,209 S. Lamar Street,Jackson,MS,39201,USA,Nightlife,Cocktail lounge,"cocktails, lounge, bar",Hybrid cocktail lounge,https://www.4thavenuejxn.com/,601-259-5825,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Aladdin Express,125 South Congress Street,Jackson,MS,39201,USA,Food,Mediterranean,"Mediterranean breakfast, lunch, shawarma",JXN favorite Mediterranean breakfast and lunch,https://www.facebook.com/profile.php?id=61565171343020,769-572-4555,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Aladdin Mediterranean Grill,730 Lakeland Drive,Jackson,MS,39216,USA,Food,Mediterranean restaurant,"Mediterranean cuisine, restaurant",Mediterranean cuisine in a cozy atmosphere,http://www.aladdininjackson.com,601-366-6033,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Amerigo,"622 Duling Avenue, 106",Jackson,MS,39216,USA,Food,Italian restaurant,"Italian food, American fare, casual fine dining",Casual fine dining Italian and American fare,https://amerigo.net/fondren/,601-977-0563,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Aplos,"4500 I-55 North, 174",Jackson,MS,39211,USA,Food,Mediterranean restaurant,"Mediterranean, Greek, Italian food","Simple Mediterranean, Greek and Italian food",https://eataplos.com/,601-714-8989,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
The Apothecary at Brent’s Drugs,655 Duling Ave.,Jackson,MS,39216,USA,Nightlife,Speakeasy bar,"cocktails, speakeasy, bar",Speakeasy bar,https://www.apothecaryjackson.com/,601-366-3427,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
The Bean,2914 N. State St,Jackson,MS,39216,USA,Food,Coffeehouse,"coffee, cafe, community","Coffeehouse, café and community space",https://thebeanjackson.com/,769-572-5752,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Boondocks BBQ,"904 B E Fortification Street, B",Jackson,MS,39202,USA,Food,Barbecue,"barbecue, takeout",BBQ shop in Belhaven,https://www.instagram.com/boondocksjxn/,,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
BRAVO! Italian Restaurant and Bar,"4500 I-55 North, Highland Village, Suite 244",Jackson,MS,39211,USA,Food,Italian restaurant,"Italian food, bar, fine dining",Casual fine dining and a Jackson tradition,http://www.bravobuzz.com,601-982-8111,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Brent’s Drugs and Soda Fountain,655 Duling Avenue,Jackson,MS,39216,USA,Food,Diner and pharmacy,"diner, soda fountain, food",1946 retro cool diner,http://www.brentsdrugs.com,601-366-3427,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Broad Street Baking Company & Café,"4465 I 55 Frontage Rd N, 101 Banner Hall",Jackson,MS,39206,USA,Food,Bakery and cafe,"baked goods, breakfast, lunch, dinner","Made-from-scratch baked goods, breakfast, lunch and dinner",https://broadstbakery.com/,601-362-2900,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Bully’s Restaurant,3118 Livingston Road,Jackson,MS,39213,USA,Food,Soul food restaurant,"meat and three, soul food",James Beard Award winning meat-and-three restaurant,https://www.facebook.com/Bullys-Restaurant-121341084545979/,601-362-0484,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Campbell’s Bakery,3013 North State Street,Jackson,MS,39216,USA,Food,Bakery,"pastries, cakes, ice cream","Historic bakery with iced tea cake, ice cream and macarons",http://www.campbellsbakery.ms/,601-362-4628,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Capitol Street Sweets,401 East Capitol Street,Jackson,MS,39201,USA,Food,Sweets shop,"sweets, desserts",Sweets shop,https://capitolstreetsweets.com,,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
CHAR,"4500 I-55 North, Suite 142",Jackson,MS,39211,USA,Food,Steakhouse,"steak, Southern food",Southern-accented steakhouse,https://jackson.charrestaurant.com/,601-956-9562,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Crazy Cat Eat Up,"1491 Canton Mart Road, Suite 12",Jackson,MS,39211,USA,Food,Restaurant,"brunch, cafe lunch, dinner","Weekend brunch, café lunch and casual fine dining dinner",https://www.crazycateatup.com/,601-957-1441,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
CS’s,1359 N. West Street,Jackson,MS,39202,USA,Nightlife,Bar and burgers,"burgers, bar, dive bar",Dive bar and burgers; locally owned since 1978,https://www.facebook.com/cssrestaurant,601-969-9482,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
Cultivate Coffee Project,800 Manship Street,Jackson,MS,39202,USA,Food,Coffeehouse,"coffee, beer, cafe",Craft collaboration between Northshore Coffee and Fertile Ground Beer,https://northshore.coffee/cultivate,601-414-9847,,,,https://www.visitjackson.com/restaurants/,Visit Jackson official tourism directory,,,false,Source basis: current Visit Jackson listing with public Jackson street address and destination; current official website or attributable public social destination confirmed.
