name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
1 Foxy Lady Catering,1837 N. Pearl Street,Jacksonville,FL,32206,USA,food,catering,catering; event food; soul food,Catering business serving Jacksonville.,https://1foxyladycafe.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Annie Lee’s Bakery & Diner,203 W 48th St Suite 4 & 5,Jacksonville,FL,32208,USA,food,bakery and diner,bakery; breakfast; lunch; desserts,Bakery and diner in Jacksonville.,https://annieleesbakeryanddiners.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Annie Ru’s Carryout and Catering,2851 Edgewood Ave N,Jacksonville,FL,32254,USA,food,carryout and catering,carryout; catering; prepared meals,Carryout and catering business.,https://www.instagram.com/annie_rus/?hl=en,https://www.instagram.com/annie_rus/?hl=en,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Arble Baking Company,"6765 Dunn Avenue, Suite 327",Jacksonville,FL,32219,USA,food,"bakery, cafe and catering",cookies; cakes; cupcakes; pies; sandwiches; lunch; catering; food truck,"Scratch-made desserts, café lunches and catering from a family baking tradition.",https://arblebaking.com/,https://www.instagram.com/arblebakingco/,https://www.facebook.com/arblebakingco/,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black family-owned,https://arblebaking.com/,Business website states Black family-owned and gives current address/hours.
Balla’s Caribbean Restaurant,1410 Palmdale St,Jacksonville,FL,32208,USA,food,Caribbean restaurant,Caribbean food; Jamaican food; takeout,Caribbean restaurant in Jacksonville.,https://www.facebook.com/Ballascaribbeanrestaurant/?_rdr,,https://www.facebook.com/Ballascaribbeanrestaurant/?_rdr,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Beignets Caribbean Café,4770 Barnes Rd,Jacksonville,FL,32207,USA,food,Caribbean cafe,beignets; Caribbean food; cafe,Caribbean café and restaurant.,https://www.beignetscaribbeanrestaurant.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Best Taste Jamaican and American Restaurant,1268 Edgewood Ave W,Jacksonville,FL,32208,USA,food,Jamaican and American restaurant,Jamaican food; American food; takeout,Jamaican and American restaurant.,https://www.facebook.com/besttastefood/,,https://www.facebook.com/besttastefood/,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Blu Diner,5868 Norwood Ave,Jacksonville,FL,32208,USA,food,diner,breakfast; lunch; diner; comfort food,Neighborhood diner in Jacksonville.,https://blu-diner.menustic.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Café Resistance,5007 Soutel Dr,Jacksonville,FL,32208,USA,food,cafe,coffee; cafe; breakfast; lunch,Café serving Jacksonville community.,https://caferesistance.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Caribbean Paradise,900 Dunn Ave Suite 14,Jacksonville,FL,32218,USA,food,Caribbean restaurant,Caribbean cuisine; takeout; restaurant,Caribbean restaurant in Jacksonville.,http://caribbeanparadisejax.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Caribbean Sunrise Bakery and Restaurant,4106 N Main St,Jacksonville,FL,32206,USA,food,bakery and restaurant,bakery; Caribbean food; restaurant; takeout,Caribbean bakery and restaurant.,http://www.caribbeansunrisebakery.com,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Celestia’s Coastal Cuisine,6765 Dunn Ave,Jacksonville,FL,32219,USA,food,coastal cuisine,seafood; coastal cuisine; takeout,Coastal cuisine restaurant in Jacksonville.,https://celestiascoastalcuisine.com/#,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Cool Moose Café,2708 Park St,Jacksonville,FL,32205,USA,food,cafe,coffee; cafe; breakfast; lunch,Café in Jacksonville’s Park Street area.,http://www.coolmoosecafe.net/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Crabgod,"1303 North Main St, Unit 113",Jacksonville,FL,32206,USA,food,seafood restaurant,crab; seafood; shellfish; takeout,Seafood restaurant specializing in crab and related dishes.,https://www.crabgodfl.com/home.htm,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
"D’bo’s Daiquiris, Wings, & Seafood",901 King St,Jacksonville,FL,32204,USA,food,wings and seafood restaurant,daiquiris; wings; seafood; takeout,"Restaurant serving daiquiris, wings and seafood.",https://dboswings.com/jacksonville/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
De Real Ting Café,128 W Adams St,Jacksonville,FL,32202,USA,food,Caribbean cafe,Caribbean food; cafe; lunch; takeout,Caribbean café in Downtown Jacksonville.,https://downtownjacksonville.org/poi/de-real-ting-cafe/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Durkeeville & Co.,1801 N. Myrtle Ave,Jacksonville,FL,32209,USA,retail,community retail,local goods; community shop; neighborhood retail,Neighborhood business in Jacksonville’s Durkeeville community.,https://www.facebook.com/durkeeville1801/,,https://www.facebook.com/durkeeville1801/,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
El Mofongo,6011 103rd St #11,Jacksonville,FL,32210,USA,food,Puerto Rican restaurant,mofongo; Puerto Rican food; Caribbean food; takeout,Puerto Rican and Caribbean restaurant.,https://elmofongojacksonville.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Eva’s Jamaican Kitchen,14333 Beach Blvd #22,Jacksonville,FL,32250,USA,food,Jamaican restaurant,Jamaican cuisine; Caribbean food; takeout,Jamaican kitchen serving the Jacksonville area; listed at a Jacksonville postal address.,https://www.evasjamaicankitchen.com/#/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism listing; address is Jacksonville postal city per source.
Hip Hop Fish and Chicken,6610 N Main St,Jacksonville,FL,32208,USA,food,fish and chicken restaurant,fried fish; chicken; seafood; takeout,Fish and chicken restaurant.,https://hiphopjax.com/?utm_source=google,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Honie Bee’s,8020 Moncrief Dinsmore Rd,Jacksonville,FL,32219,USA,food,bakery and sweets,desserts; baked goods; sweets,Dessert and sweets business in Jacksonville.,https://honieb.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Mixed Fillings Pie Shop,440 W Adams St,Jacksonville,FL,32202,USA,food,pie shop,pies; desserts; bakery; custom pies,Pie shop in Downtown Jacksonville.,https://www.mixedfillingspieshop.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Pepper Pot Restaurant,4233 Brentwood Ave,Jacksonville,FL,32206,USA,food,Caribbean restaurant,Caribbean cuisine; Jamaican food; restaurant,Caribbean restaurant in Jacksonville.,http://www.pepperpotincjax.com,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Potter’s House Soul Food Bistro — Westside,"5310 Lenox Ave, Suite 1",Jacksonville,FL,32205,USA,food,soul food restaurant,soul food; Southern food; catering; takeout,Soul food bistro with a Jacksonville Westside location.,https://www.thesoulfoodbistro.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Social House Coffee,4204 Herschel St,Jacksonville,FL,32210,USA,food,coffee shop,coffee; espresso; cafe; pastries,Coffee shop in Jacksonville.,https://socialhouse.co/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Springfield Scoops,1807 N Main St,Jacksonville,FL,32206,USA,food,ice cream shop,ice cream; frozen desserts; treats,Ice cream shop in Springfield.,https://www.facebook.com/SpringfieldScoopsJax/,,https://www.facebook.com/SpringfieldScoopsJax/,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
The Sweet Spot & Urban Lounge,157 E 8th St #118,Jacksonville,FL,32206,USA,nightlife,lounge,desserts; lounge; nightlife; events,Urban lounge and sweets destination in Jacksonville.,https://www.facebook.com/sweetspoturbanlounge/,,https://www.facebook.com/sweetspoturbanlounge/,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.
Jacksonville Area Legal Aid,126 W. Adams St.,Jacksonville,FL,32202,USA,law,legal aid,civil legal aid; housing justice; family law; eviction; veterans legal services,"Nonprofit law firm delivering economic, social and housing justice to low-income and at-risk individuals and families.",https://www.jaxlegalaid.org/,,,,,https://www.jaxlegalaid.org/,Jacksonville Area Legal Aid,,,Official website states nonprofit law firm and Jacksonville office address.
