name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Red Rooster Overtown,920 NW 2nd Ave,Miami,FL,33136,USA,food,restaurant,"southern food, brunch, dinner, happy hour, group dining",Official restaurant site identifies Red Rooster Overtown as an American restaurant in Miami and provides reservations.,https://www.redroosterovertown.com/,,,,https://www.redroosterovertown.com/,Red Rooster Overtown official website,,,Address corroborated by official-site search result; no ownership designation inferred.
Legal Services of Greater Miami,"4343 West Flagler Street, Suite 100",Miami,FL,33134,USA,law,civil legal aid,"free civil legal services, low-income clients, legal aid, intake, Spanish, Haitian Creole",Community legal-services nonprofit providing free civil legal services to low-income communities in Miami-Dade and Monroe Counties.,https://www.legalservicesmiami.org/,https://www.instagram.com/_legalservices_/,https://www.facebook.com/legalservicesmiami/,,https://www.legalservicesmiami.org/,Legal Services of Greater Miami official website,,,
"GrayRobinson, P.A. – Miami Law Office","333 SE 2nd Avenue, Suite 3200",Miami,FL,33131,USA,law,law firm,"attorneys, legal services, lobbying, regulatory, business law","Official office page identifies its Miami law office and describes legal, lobbying and regulatory capabilities and community commitment.",https://www.gray-robinson.com/offices/miami-fl,,https://facebook.com/GrayRobinsonLaw,,https://www.gray-robinson.com/offices/miami-fl,GrayRobinson official office page,,,Regulated legal service; official site identifies attorneys and office.
Sunny Bliss Plumbing & Air,20257 NE 15th Ct,Miami,FL,33179,USA,home trades,plumbing and HVAC,"plumbing repair, AC repair, AC installation, drain cleaning, sewer repair, water filtration, emergency service","Family-run Miami-Dade plumbing and air company offering same-day licensed plumbing, HVAC, drain/sewer and water-filtration services.",https://sunnybliss.com/,https://www.instagram.com/sunnybliss_plumbing_air/,https://www.facebook.com/sunnyblissplumbingandair/,https://youtube.com/@sunnyblissplumbingandair,https://sunnybliss.com/,Sunny Bliss Plumbing & Air official website,,,Official site states Florida plumbing and AC license numbers CFC1433145 and CAC1823405.
Club Space,34 NE 11 St,Miami,FL,33132,USA,nightlife,electronic music venue,"electronic music, dancefloor, DJs, late-night kitchen, cocktails, coffee, yoga, events","Miami dancefloor community and electronic-music venue with DJs, late-night kitchen, drinks and a weekly community yoga session.",https://www.clubspace.com/,https://www.instagram.com/spacemiami,https://www.facebook.com/ClubSpace,https://www.tiktok.com/@clubspacemiami,https://www.clubspace.com/,Club Space official website,,,
E11EVEN Miami,29 NE 11th Street,Miami,FL,33132,USA,nightlife,24-hour ultraclub,"nightclub, DJs, live performers, food and drinks, VIP rooms, private events, catering, rooftop restaurant","Official site describes a 24-hour downtown Miami entertainment venue with nightclub, DJs, food and drinks, VIP rooms, private events and catering.",https://www.11miami.com/,https://www.instagram.com/11miami/,https://www.facebook.com/11Miami,https://www.tiktok.com/@11miami,https://www.11miami.com/,E11EVEN Miami official website,,,21+ venue per official FAQ.
Eaton Park Day Care,490 N.E. 61 Street,Miami,FL,33137,USA,childcare,city child learning center,"infant care, preschool, early learning, social development, outdoor learning, subsidized childcare","City of Miami Child Learning Center offering affordable, high-quality daycare for infants and children through age five, with early learning and garden-based programming.",https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,,https://www.facebook.com/CityofMiamiCLC/,https://www.instagram.com/cityofmiamiclc/,https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,City of Miami official daycare page,,,Official page says state approved and lists hours/contact.
Lemon City Day Care,27 N.E. 58 Street,Miami,FL,33137,USA,childcare,city child learning center,"infant care, preschool, early learning, social development, outdoor learning, subsidized childcare","City of Miami Child Learning Center offering affordable, high-quality daycare for infants and children through age five, with early learning and garden-based programming.",https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,,https://www.facebook.com/CityofMiamiCLC/,https://www.instagram.com/cityofmiamiclc/,https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,City of Miami official daycare page,,,Official page says state approved and lists hours/contact.
Moore Park Day Care,765 N.W. 36 Street,Miami,FL,33127,USA,childcare,city child learning center,"infant care, preschool, early learning, social development, outdoor learning, subsidized childcare","City of Miami Child Learning Center offering affordable, high-quality daycare for infants and children through age five, with early learning and garden-based programming.",https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,,https://www.facebook.com/CityofMiamiCLC/,https://www.instagram.com/cityofmiamiclc/,https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,City of Miami official daycare page,,,Official page says state approved and lists hours/contact.
Miami Children’s Museum Early Childhood Institute,980 MacArthur Causeway,Miami,FL,33132,USA,childcare,preschool,"licensed child care, preschool, early childhood education, enrichment",Early Childhood Institute preschool program at Miami Children’s Museum; official page describes it as a licensed child care program.,https://www.miamichildrensmuseum.org/preschool,,,,https://www.miamichildrensmuseum.org/preschool,Miami Children’s Museum official preschool page,,,Official search result identifies licensed child care and Miami address; verify current enrollment directly.
