name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Blue Nile Cafe,20 E 5th Street STE 102,Kansas City,MO,64106,USA,food,Ethiopian restaurant,Ethiopian food; doro watt; tibbs watt; sambusa; vegan options; dine-in; takeout; delivery; catering; reservations,"Authentic Ethiopian restaurant offering traditional dishes, dine-in, takeout, delivery, reservations, and catering.",https://www.bluenilekc.com/,https://www.instagram.com/bluenilecafe/,https://www.facebook.com/bluenilecafe,,https://www.bluenilekc.com/,Blue Nile Cafe official website,Black-owned,https://www.visitkc.com/support-black-owned-kc-businesses/,Visit KC explicitly includes Blue Nile Cafe among KC Black-owned businesses.
Fannie's West African Cuisine,4105 Troost Avenue,Kansas City,MO,64110,USA,food,West African restaurant,West African cuisine; suya; traditional food; scratch cooking; dine-in; lunch; dinner; reservations,"West African restaurant serving handcrafted traditional food made from fresh ingredients, with lunch and dinner service.",https://www.fanniescuisine.com/,,, ,https://www.fanniescuisine.com/,Fannie's official website,Black-owned,https://www.visitkc.com/support-black-owned-kc-businesses/,Visit KC explicitly includes Fannie's African Cuisine among KC Black-owned businesses.
Island Spice,10 W 39th St,Kansas City,MO,64111,USA,food,Caribbean restaurant,Caribbean food; Jamaican; jerk chicken; oxtails; curried shrimp; seafood; carryout; delivery; vegetarian options,"Casual Caribbean restaurant offering Jamaican-inspired dishes, seafood, curry, wings, vegetarian options, carryout, and delivery.",https://www.islandspicekc.com/,,, ,https://www.islandspicekc.com/,Island Spice official website,Black-owned,https://www.visitkc.com/support-black-owned-kc-businesses/,Visit KC explicitly includes Island Spice among KC Black-owned businesses.
Niecie's Restaurant,6441 Troost Avenue,Kansas City,MO,64131,USA,food,Soul food restaurant,soul food; breakfast; lunch; dinner; dine-in; carryout; catering,"Long-running Kansas City soul food restaurant offering breakfast, lunch, dinner, dine-in, carryout, and catering.",https://www.nieciesrestaurant.com/,https://www.instagram.com/nieciesrestaurant/,https://www.facebook.com/NieciesSoulFood/,,https://www.nieciesrestaurant.com/,Niecie's official website,Black-owned,https://www.kcblackowned.org/food,KC Black Owned directory categorizes Niecie's in its Black-owned food directory.
Crave Noir,4244 Indiana Ave,Kansas City,MO,64130,USA,food,Soul food restaurant,soul food; fried fish; chicken; mac and cheese; yams; dine-in; takeout,"Soulful food restaurant focused on flavorful, premium-ingredient comfort-food dishes.",https://cravenoir.com/,https://www.instagram.com/cravenoir/,https://www.facebook.com/profile.php?id=61582808665522,https://www.tiktok.com/@cravenoir,https://cravenoir.com/,Crave Noir official website,Black-owned,https://www.kcblackowned.org/food,KC Black Owned directory categorizes Crave Noir in its Black-owned food directory.
Ruby Jean's Juicery,3000 Troost Ave,Kansas City,MO,64109,USA,food,Juice and wellness drinks,cold-pressed juice; organic produce; cleanse; juice delivery; sugar-free; GMO-free; gluten-free,"Kansas City juicery making cold-pressed juices from fresh fruits and vegetables, with cleanse pickup and shipping options.",https://rubyjeansjuicery.com/,https://instagram.com/rubyjeansjuicery,https://www.facebook.com/rubyjeansjuicery,,https://rubyjeansjuicery.com/,Ruby Jean's official website,Black-owned,https://www.visitkc.com/support-black-owned-kc-businesses/,Visit KC explicitly describes Ruby Jean's as a local Black-owned business recommendation; official site lists this KCMO location.
Canady Law Firm,420 Nichols Rd Second Floor,Kansas City,MO,64112,USA,law,Personal injury and family law,personal injury; medical negligence; wrongful death; employment discrimination; civil rights; family law; real estate; business transactions; free consultation,"Licensed Missouri law firm providing personal injury, discrimination, family law, real estate, and business-transaction representation.",http://www.canadylawkc.com/,https://www.instagram.com/Canady4KC/,https://www.facebook.com/Canady4KC/,,http://www.canadylawkc.com/,Canady Law Firm official website,, ,Official site states Alissia Canady is licensed in Missouri; no ownership identity inferred.
Central Bank of Kansas City,2301 Independence Ave,Kansas City,MO,64124,USA,finance,Community development banking,personal banking; business banking; commercial loans; deposits; community development loans; affordable housing finance; CDFI,"FDIC-insured community development bank offering personal and business banking, commercial lending, affordable-housing finance, and neighborhood investment.",https://www.centralbankkc.com/,,, ,https://www.centralbankkc.com/,Central Bank of Kansas City official website,,,Official site describes it as a certified CDFI headquartered in Kansas City; street address is the bank's listed local campus/address.
Bare Essentials Childcare,3200 Wayne Avenue,Kansas City,MO,64109,USA,childcare,Early childhood center,infant care; toddler care; preschool; kindergarten; before and after school; full-time; part-time; extended care; 24-hour care; meals,"Missouri-accredited childcare provider offering infant through kindergarten programs, flexible schedules, before/after school care, and extended or 24-hour care.",https://www.bareessentialschildcare.org/,https://www.instagram.com/bare_essentials_childcare,https://www.facebook.com/BareEssentialsCC/,,https://www.bareessentialschildcare.org/,Bare Essentials official website,,,Official site states Missouri Accredited Childcare Provider and lists the KCMO address.
KD Academy Early Learning Center LLC,2141 Prospect Avenue,Kansas City,MO,64127,USA,childcare,Early learning center,infant care; toddler care; two-year-old care; early learning; nutrition; 24-hour facility,"Early learning center offering infant, toddler, and two-year-old care with educational, emotional, and nutrition-focused programming; site says facility is open 24 hours.",https://www.kdacademykc.com/,https://www.instagram.com/thekdacademykc/,https://www.facebook.com/KDAcademyKC,,https://www.kdacademykc.com/,KD Academy official website,,,"Official site lists exact Kansas City, Missouri address and childcare programs."
