name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Community Bakery,1200 Main St,Little Rock,AR,72202,USA,food,bakery,fresh pastries; cakes; cookies; breads; sandwiches; coffee; catering,"Arkansas Food Hall of Fame bakery serving fresh-baked goods, coffee, sandwiches, custom cakes, and catering.",https://communitybakery.com/,,,,https://communitybakery.com/,Community Bakery,,,Official site lists active Downtown location and services.
Community Bakery,"11121 N Rodney Parham Road, Suite 14A",Little Rock,AR,72212,USA,food,bakery,fresh pastries; cakes; cookies; breads; sandwiches; coffee; catering,"Arkansas Food Hall of Fame bakery serving fresh-baked goods, coffee, sandwiches, custom cakes, and catering.",https://communitybakery.com/,https://www.instagram.com/communitybakerylr/,,,https://communitybakery.com/,Community Bakery,,,Official site lists active Rodney Parham location and services.
The Blue Cake Company,315 N. Bowman Rd.,Little Rock,AR,72211,USA,food,custom bakery,custom cakes; wedding cakes; signature cakes; petit fours; pies; coffee,"Family-owned bakery making scratch-made customized cakes and pies for weddings, birthdays, showers, graduations, and other occasions.",https://www.thebluecakecompany.com/,,https://www.facebook.com/bluecakeco/,,https://www.thebluecakecompany.com/,The Blue Cake Company,family-owned,https://www.thebluecakecompany.com/,Official site self-states family-owned; Bowman location accepts custom cake orders.
The Blue Cake Company,6800 Cantrell Rd.,Little Rock,AR,72207,USA,food,bakery,petit fours; mini pies; cupcakes; cookies; signature cakes,"Family-owned bakery offering scratch-made desserts and same-day treats including petit fours, mini pies, cupcakes, cookies, and signature cakes.",https://www.thebluecakecompany.com/,,https://www.facebook.com/bluecakebowman/,,https://www.thebluecakecompany.com/,The Blue Cake Company,family-owned,https://www.thebluecakecompany.com/,Official site self-states family-owned; Cantrell location offers listed desserts.
Quality Braids by Grace,10310 West Markham Street,Little Rock,AR,72205,USA,beauty,braiding,African hair braiding; knotless braids; box braids; cornrows; feed-in cornrows; specialty styles,"African hair braiding studio offering knotless and box braids, cornrows, feed-in cornrows, and specialty styles.",https://www.qualitybraidsbygrace.com/,https://www.instagram.com/qualitybraidsbygrace.ar,https://www.facebook.com/quality.braids.by.grace.ar,https://www.tiktok.com/@qualitybraidsbygracear,https://www.qualitybraidsbygrace.com/,Quality Braids by Grace,,,Official site lists Arkansas location and current hours.
Divine Mercy Health Center,"6221 Colonel Glenn Rd., Suite B",Little Rock,AR,72204,USA,health,primary care clinic,primary care; behavioral health; direct care plan; walk-in appointments; bilingual care; care coordination,"Community medical nonprofit providing affordable primary care, integrated behavioral health, bilingual support, and charitable care.",https://divinemercyhealthcenter.org/clinic/,https://www.instagram.com/divinemercyhealthcenter/?hl=en,https://www.facebook.com/p/Divine-Mercy-Health-Center-100061056626380/,,https://divinemercyhealthcenter.org/clinic/,Divine Mercy Health Center,,,Official site identifies 501(c)(3) medical nonprofit; regulated clinic included because official source documents operating services.
"Mays, Byrd & O'Guinn, PLLC","212 Center Street, Suite 700-A",Little Rock,AR,72201,USA,law,personal injury law,auto accidents; pedestrian accidents; dog bites; slip and fall; motorcycle accidents; medical malpractice; truck accidents; wrongful death,Personal injury law firm representing accident and negligence victims in Little Rock and Arkansas.,https://mbolawgroup.com/,https://www.instagram.com/mbolawgroup/,https://www.facebook.com/mbolawgroup,,https://mbolawgroup.com/,"Mays, Byrd & O'Guinn, PLLC",minority-owned,https://mbolawgroup.com/,Official site self-states “one of the largest minority-owned law firms in Arkansas.”
"Big Rock Legacy Law Group, Attorneys & Counselors, PLC","425 W Capitol Ave, Ste. 3280",Little Rock,AR,72201,USA,law,estate/business/criminal law,estate planning; wills; trusts; probate; business formation; contracts; personal injury; criminal defense,"Little Rock law firm handling estate planning, business law, personal injury, and criminal defense matters.",https://brllg.com/,,https://www.facebook.com/brllgplc,,https://brllg.com/,"Big Rock Legacy Law Group, Attorneys & Counselors, PLC",,,Official site provides Little Rock address and service areas.
The Capital Hotel,111 West Markham Street,Little Rock,AR,72201,USA,travel,hotel and events,hotel accommodations; concierge; dining; bar and grill; meetings; weddings; airport transportation; fitness center,"Historic downtown Little Rock luxury hotel with accommodations, dining, concierge, event venues, and wedding services.",https://www.capitalhotel.com/,https://www.instagram.com/capitalhotellr/,https://www.facebook.com/theCapitalHotel/,,https://www.capitalhotel.com/,The Capital Hotel,,,"Official site structured data lists address, services, and active hotel operations."
The White Water Tavern,2500 West 7th Street,Little Rock,AR,72205,USA,nightlife,live music tavern,live music; concerts; karaoke; food; drinks; events; gift cards,"Legendary Little Rock tavern hosting live music, concerts, karaoke, food, drinks, and community events.",https://www.whitewatertavern.com/,https://www.instagram.com/whitewatertavern,https://www.facebook.com/The-White-Water-Tavern-308817294918,,https://www.whitewatertavern.com/,The White Water Tavern,,,"Official site lists active shows, hours, address, food, and gift cards."
