name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Kuluntu Bakery,900 E Clarendon Dr #165,Dallas,TX,75203,USA,food,bakery,sourdough bread; pastries; baking workshops; community events,"Non-profit bakery building community through baking and breaking bread, with food-system and entrepreneurship initiatives; open Thursday-Sunday.",https://kuluntubakery.org/,,,,https://kuluntubakery.org/,Kuluntu Bakery,,,Official site lists Dallas storefront and nonprofit mission.
The Braiding Bar,5747 Samuell Blvd,Dallas,TX,,USA,beauty,braids,bohemian braids; box braids; knotless braids; stitch braids; locs,"Dallas braiding studio offering multiple protective-style and loc services, open daily.",https://thebraidingbar.net/,https://www.instagram.com/the.braiding.bar,https://www.facebook.com/profile.php?id=100056645288525,,https://thebraidingbar.net/,The Braiding Bar,,,Postal code not stated on official site.
Querisma Beauty Studio,5203 Alpha Rd Suite 39,Dallas,TX,75240,USA,beauty,natural hair,curly cuts; custom color; highlights; silk presses; keratin treatments; textured hair care,"Dallas natural and curly-hair salon specializing in cuts, color, silk presses and textured-hair education.",https://www.querismabeautystudio.com/,,,,https://www.querismabeautystudio.com/,Querisma Beauty Studio,,,Official FAQ provides exact suite address and services.
ChildCareGroup,3000 Pegasus Park Drive Suite 800,Dallas,TX,75247,USA,childcare,early childhood education,Head Start; center-based child care; home visiting; child care scholarships; family resources; Help Me Grow,"Dallas nonprofit serving children and parents through early education, child care, Head Start, home-based programs and family resources.",https://childcaregroup.org/,https://www.instagram.com/childcaregroup/,https://www.facebook.com/ChildCareGroup,,https://childcaregroup.org/,ChildCareGroup,,,Official site states established 1901 and Dallas headquarters; regulated childcare program information is self-described.
LBU Community Clinic,809 Singleton Blvd,Dallas,TX,75212,USA,health,community clinic,primary care; prenatal care; vaccines; school physicals; flu shots; affordable healthcare,Nonprofit community health center offering accessible primary care and family health services; official site lists Dallas locations and services.,https://lbucommunityclinic.org/,,,,https://lbucommunityclinic.org/,LBU Community Clinic,,,Official site lists 809 Singleton Dallas location and services; use current appointment information before visiting.
White & Wiggins LLP,1700 Pacific Avenue,Dallas,TX,75201,USA,law,multidisciplinary law firm,business law; litigation; government entities; corporate counsel; international and multidisciplinary legal advice,"Boutique multidisciplinary Dallas law firm serving individuals, government entities and major companies with courtroom and boardroom counsel.",https://whitewiggins.com/,,,,https://whitewiggins.com/,White & Wiggins LLP,minority-owned,https://whitewiggins.com/,Ownership designation is explicitly self-stated on official site as oldest minority-owned law firm in Texas.
Baker Brothers Plumbing Air & Electric,2615 Big Town Blvd,Dallas,TX,75150,USA,home trades,plumbing HVAC electrical,AC repair; heating; HVAC installation; plumbing repairs; water heaters; drain and sewer; electrical; generators; water filtration,"Family-operated DFW contractor serving Dallas since 1945 with plumbing, HVAC, electrical, water-heater, drain and sewer services.",https://bakerbrothersplumbing.com/,https://www.facebook.com/BakerBrothersPlumbing,,,https://bakerbrothersplumbing.com/,Baker Brothers Plumbing Air & Electric,,,"Official site lists Dallas location, service categories, licenses and DFW service area."
Visit Dallas,1807 Ross Avenue Suite 450,Dallas,TX,75201,USA,travel,visitor information,official visitor guide; attractions; food and drink; nightlife; events; neighborhoods; trip planning,"Official Dallas tourism organization providing visitor guides, trip planning, event, attraction, dining and nightlife discovery.",https://www.visitdallas.com/,https://www.instagram.com/visit_dallas/,https://www.facebook.com/visitdallas,https://www.tiktok.com/@visitdallas,https://www.visitdallas.com/,Visit Dallas,,,Official site lists corporate office and visitor services.
Keepsake,2821 N Henderson Ave,Dallas,TX,75206,USA,retail,women's clothing boutique,women's clothing; dresses; tops; sets; accessories; shoes; gifts; new arrivals,"Dallas boutique carrying women’s clothing, dresses, sets, accessories, shoes and gifts with an in-person store.",https://shopatkeepsake.com/,https://www.instagram.com/shopatkeepsake,https://www.facebook.com/shopatkeepsake,https://www.tiktok.com/@shopatkeepsake,https://shopatkeepsake.com/,Keepsake,,,"Official site lists current Dallas storefront, hours and product categories."
Interabang Books,5600 W Lovers Ln Ste 142,Dallas,TX,75209,USA,retail,bookstore,books; audiobooks; children’s subscriptions; young adult subscriptions; mystery subscriptions; gift certificates; author events,"Independent Dallas bookstore offering books, audiobooks, subscriptions, gift certificates, book clubs and in-store events.",https://interabangbooks.com/,https://www.instagram.com/interabangbooks,https://www.facebook.com/interabangbooks,https://www.tiktok.com/@interabangbooks,https://interabangbooks.com/,Interabang Books,,,"Official site lists exact Dallas store address, hours, services and events."
The Balcony Club,1825 Abrams Road,Dallas,TX,75214,USA,nightlife,jazz and live music club,live jazz; blues; classic rock; R&B; live music; events; drinks,"21+ Dallas live-music club presenting jazz, blues, classic rock and R&B seven nights a week.",https://www.balconyclub.com/livemusic,https://www.instagram.com/balconyclub,https://www.facebook.com/balconyclubdfw,,https://www.balconyclub.com/livemusic,The Balcony Club,,,"Official events page lists exact Dallas address, hours, age limit and recurring shows."
