name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Tre's Street Kitchen,201 Community College Drive,Baton Rouge,LA,70806,United States,food,restaurant and catering,"Midwestern cuisine, Southern soul, burgers, Cajun Alfredo, event catering, delivery, food truck, meal services, BBQ sauce","Award-winning Baton Rouge-headquartered food service company serving campus dining, event and corporate/government meals, mobile/disaster-relief catering, and retail BBQ sauce.",https://www.tresstreetkitchen.com/,https://www.instagram.com/tresstreetkitchen/?hl=en,https://www.facebook.com/Tresstreetkitchen/,,https://www.tresstreetkitchen.com/,Tre's Street Kitchen official website,,,Official site lists BRCC location; hours Monday–Thursday 8am–2pm.
Vanessa’s African Hair Braiding,2110 O’Neal Lane,Baton Rouge,LA,70816,United States,beauty,hair braiding and loc maintenance,"cornrows, box braids, Senegalese twists, crochet, goddess braids, micro-braids, Fulani styles, weaves, loc maintenance, kids braiding","Appointment-based Baton Rouge braid shop offering protective braiding, extensions/weaves, loc maintenance, natural hair care, and children’s braiding.",https://vanessasafricanhairbraiding.com/,,https://www.facebook.com/p/Vanessas-african-hair-braiding-100082982424593/,,https://vanessasafricanhairbraiding.com/,Vanessa’s African Hair Braiding official website,family-owned,https://vanessasafricanhairbraiding.com/,Site states family-owned salon and identifies Vanessa as founder/stylist.
Twisted Stylez Urban Beauty Salon,1956 Dallas Dr.,Baton Rouge,LA,70806,United States,beauty,locs and braids salon,"locs, braids, styling, urban beauty salon","Baton Rouge urban beauty salon specializing in locs, braids, and styling.",https://www.twistedstylez.com/,,https://www.facebook.com/Twistedstylez777/,,https://www.twistedstylez.com/,Twisted Stylez official website,,,Official site provides address and appointment phone.
Open Health Care Clinic,9516 Airline Hwy,Baton Rouge,LA,70815,United States,health,community health clinic,"adult primary care, pediatric primary care, dental care, behavioral health, gynecologic care, sexual wellness, diabetes management, podiatry, social services, PrEP","Federally Qualified Health Center offering affordable medical, dental, and behavioral healthcare regardless of insurance or income, with primary and specialized care.",https://www.ohcc.org/,http://instagram.com/openhealth,http://www.facebook.com/OpenHealthCareClinic,,https://www.ohcc.org/,Open Health Care Clinic official website,Federally Qualified Health Center (FQHC),https://www.ohcc.org/,Site states community mission and sliding fee scale; regulated healthcare provider.
Unique Care Learning Center LLC,420 N Acadian Thruway,Baton Rouge,LA,70806,United States,childcare,day care and early learning,"licensed day care, educational activities, child care, safe learning environment",Licensed Baton Rouge day care center offering fun and educational activities in a safe environment for children.,https://www.uniquecarelearningcenterllc.com/,,,,https://www.uniquecarelearningcenterllc.com/,Unique Care Learning Center LLC official website,,,Official site explicitly states licensed day care; open Monday–Friday 6:30am–6pm.
AccuTemp,2027 N Harco Dr,Baton Rouge,LA,70815,United States,home trades,"HVAC, electrical, plumbing and drains","air conditioning repair, heating repair, HVAC maintenance, electrical repairs, wiring, generators, plumbing, drain cleaning, sewer and water lines","Residential and commercial HVAC, electrical, plumbing, generator, and drain-services company serving Baton Rouge and surrounding Louisiana communities.",https://www.accutempbr.com/,https://www.instagram.com/accutempbr/?hl=en,https://www.facebook.com/AccuTempBR/,,https://www.accutempbr.com/,AccuTemp official website,,,Official site lists Baton Rouge Harco location and Louisiana plumbing licenses #LMP 15803 and #LMNGF 15915.
"Southern Air Heating, Cooling & Plumbing",11999 Industriplex Blvd,Baton Rouge,LA,70809,United States,home trades,"HVAC, plumbing and electrical","AC installation, AC repair, AC maintenance, indoor air quality, heater maintenance, furnace repair, plumbing, drain cleaning, electrical repairs, generators","Baton Rouge home-services company providing air conditioning, heating, plumbing, and electrical services, including repairs, maintenance, installations, and generators.",https://www.southernairbr.com/locations/baton-rouge-la-home-services/,https://www.instagram.com/southernair_batonrouge,https://www.facebook.com/SouthernAirBatonRouge/,,https://www.southernairbr.com/locations/baton-rouge-la-home-services/,Southern Air official Baton Rouge location page,,,Official page states licensed technicians and lists HVAC/electrical license 67907 and plumbing license LMP15365.
August Baton Rouge,7425 Corporate Blvd #835,Baton Rouge,LA,70809,United States,retail,women’s clothing boutique,"women’s clothing, dresses, jumpsuits, tops, blouses, bottoms, shoes, accessories, special occasion fashion","High-quality, timeless women’s clothing boutique with an in-person Baton Rouge storefront and online shopping.",https://augustbatonrouge.com/,https://www.instagram.com/augustbatonrouge/,https://www.facebook.com/profile.php?id=100064125091760,,https://augustbatonrouge.com/,August Baton Rouge official website,,,Official site states 25 years of styling and lists storefront hours Monday–Saturday 10am–6pm.
Love Boutique Baton Rouge,7474 Corporate Blvd Ste 301,Baton Rouge,LA,70809,United States,retail,women’s clothing boutique,"women’s clothing, dresses, tops, blouses, denim, bottoms, jumpsuits, outerwear, shoes, accessories","Contemporary women’s clothing boutique offering fashion-forward clothing, shoes, and accessories in-store and online.",https://www.lovebatonrouge.com/,https://www.instagram.com/lovebatonrouge/?hl=en,https://www.facebook.com/p/Love-Boutique-100083448533177/,,https://www.lovebatonrouge.com/,Love Boutique Baton Rouge official website,,,Official site lists storefront and Monday–Saturday 10am–6pm hours.
L’Auberge Casino Hotel Baton Rouge,777 L'Auberge Avenue,Baton Rouge,LA,70820,United States,nightlife,"casino hotel, dining and entertainment","casino, sportsbook, entertainment, dining, hotel accommodations, events","Baton Rouge casino hotel offering gaming, sportsbook, entertainment, dining, accommodations, and loyalty benefits.",https://www.lbatonrouge.com/,,,,https://www.lbatonrouge.com/,L’Auberge Casino Hotel Baton Rouge official website,,,Official site lists address and gaming/hospitality services; regulated gaming venue.
