name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Bocanova Oakland,1111 Broadway,Oakland,CA,94607,USA,food,restaurant,lunch; dinner; happy hour; private dining,"Oakland restaurant presenting a community-oriented dining experience; its official site uses the phrase “Nourishing the community” and lists lunch, dinner, and happy hour.",https://www.bocanovaoakland.com/,https://www.instagram.com/bocanovaoakland/,,,https://www.bocanovaoakland.com/,Bocanova Oakland official website,,,Official site lists current Oakland address and hours.
Portal Oakland,1611 2nd Avenue,Oakland,CA,94606,USA,nightlife,restaurant and events,Afghan food; Lebanese food; Belizean food; brunch; dinner; wine; beer; trivia; comedy; private events,"Lake Merritt restaurant serving Afghan, Lebanese, and Belizean flavors with brunch, dinner, drinks, weekly trivia and comedy, and private events.",https://portaloakland.com/,,,,https://portaloakland.com/,Portal Oakland official website,,,"Official site lists address, phone, menus, events, and hours."
Parche Contemporary Colombian,2295 Broadway,Oakland,CA,94612,USA,food,Colombian restaurant,Colombian cuisine; lunch; dinner; happy hour; cocktails; group dining; private dining; catering/events,"Contemporary Colombian restaurant in Oakland highlighting bold Colombian flavors, culture, and community, with lunch, dinner, happy hour, and group dining.",https://www.parcheoak.com/,,,,https://www.parcheoak.com/,Parche official website,,,"Official site lists current address, hours, menus, reservations, and group dining."
Almond and Oak,3311 Grand Avenue,Oakland,CA,94610,USA,food,American restaurant,scratch cooking; locally sourced ingredients; brunch; dinner; full bar; private events; reservations,"Oakland restaurant founded by Chef Rico, offering scratch cooking with locally sourced ingredients, brunch, dinner, a full bar, and private events.",https://almondandoak.com/,https://www.instagram.com/almondandoakland,https://www.facebook.com/114039073649231,,https://almondandoak.com/,Almond and Oak official website,,,Official site identifies Chef Rico as founder and lists Oakland address and current hours.
Adom Hair Braiding and Weaving,314 17th St.,Oakland,CA,94607,USA,beauty,hair braiding,West African braiding; weaving; twists; singles; cornrows; silky dreads; tree braids; Senegalese twists,"Professional West African hair-braiding salon serving men and women with braiding, weaving, twists, singles, cornrows, dreads, and Senegalese twists.",https://adomhairbraiding.com/,,,,https://adomhairbraiding.com/,Adom Hair Braiding official website,owner (Yaa),https://adomhairbraiding.com/,Official site states in a customer testimonial that Yaa is the braider and owner; address and services are on site.
LifeLong Medical Care – Downtown Oakland Health Center,616 16th Street,Oakland,CA,94612,USA,health,community health center,adult/internal medicine; family medicine; behavioral health; counseling; psychiatry; recovery support; HIV treatment and prevention; podiatry; social services,"Nonprofit community health center providing medical, dental, behavioral-health, enrollment, and social-service resources regardless of ability to pay.",https://lifelongmedical.org/locations/downtown-oakland-health-center/,https://www.instagram.com/lifelongmedicalcare/,https://www.facebook.com/LifeLongMedicalCare,,https://lifelongmedical.org/locations/downtown-oakland-health-center/,LifeLong Medical Care official location page,nonprofit community health center,https://lifelongmedical.org/locations/downtown-oakland-health-center/,"Official source explicitly identifies nonprofit status and lists location services, payment options, and hours."
Baywell Health,700 Adeline Street,Oakland,CA,94607,USA,health,family health center,gynecology; reproductive health; adult medicine; pediatrics; optometry; behavioral health; oral health; pharmacy; assisted treatment; sliding scale,"Joint Commission-certified, patient-centered Oakland health center offering integrated family care, social services, and sliding-scale payment; official site says it has served the Bay’s African American community since 1967.",https://baywellhealth.org/,https://www.instagram.com/baywellhealthcommunity/,https://www.facebook.com/BaywellHealthCommunity/,,https://baywellhealth.org/,Baywell Health official website,,,"Official site lists Oakland main location, services, hours, and payment access."
BANANAS,5232 Claremont Ave.,Oakland,CA,94618,USA,childcare,child care referrals and family resources,child care referrals; subsidy help; parent education; playgroups; provider training; professional development; family resources,"Oakland nonprofit partnering with families and child-care providers through referrals, subsidy guidance, parent education, playgroups, and provider trainings for children prenatal to age 8.",https://bananasbunch.org/,https://www.instagram.com/BananasBunch/,https://www.facebook.com/BananasBunch/,,https://bananasbunch.org/,BANANAS official website,nonprofit,https://bananasbunch.org/,"This is a referral/resource organization, not a daycare; official site lists three Oakland offices and Oakland service area."
Project Open Hand – Oakland,1921 San Pablo Avenue,Oakland,CA,94612,USA,food,community nutrition nonprofit,nutritious meals; meal delivery; community nutrition; food support; volunteer; referrals,"Community nutrition nonprofit providing nutritious meals to sick and vulnerable neighbors in San Francisco and Oakland, with client referrals and volunteer opportunities.",https://www.openhand.org/,https://instagram.com/projectopenhand/,https://www.facebook.com/ProjectOpenHand,,https://www.openhand.org/,Project Open Hand official website,nonprofit,https://www.openhand.org/,Official site lists Oakland office and explicitly describes meal and community nutrition work.
Harry Clark Plumbing and Heating Inc.,3040 Broadway,Oakland,CA,94611,USA,home trades,HVAC and plumbing,heating; air conditioning; HVAC; plumbing; sewer service; home comfort repair,"Long-running Oakland neighborhood company providing HVAC, heating, air-conditioning, plumbing, and sewer services; official history documents local operation and California licensed plumbing-contractor history.",https://hcplumbing.com/,,,,https://hcplumbing.com/,Harry Clark official website,,,Official site lists Oakland addresses for HVAC and plumbing divisions and describes services; no current identity inferred.
