name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Southern Queenz,1648 Memorial Drive Southeast,Atlanta,GA,30317,USA,food,"restaurant, brunch, dinner, catering","brunch, dinner, comfort food, soul food, reservations, private parties, catering","East Atlanta eatery serving brunch and dinner all day, with reservations, private parties, and catering.",https://southern-queenz.com/,https://www.instagram.com/southernqueenz_,https://www.facebook.com/105364315138712,,https://southern-queenz.com/,Southern Queenz official website,Black-owned,https://southern-queenz.com/,Official site explicitly says “black owned eatery” and describes a community goal.
Miss Conduck,357 Edgewood Ave SE,Atlanta,GA,30312,USA,food,Caribbean restaurant and catering,"Caribbean food, Trinidadian, Jamaican, corporate catering, event catering, private events, group dining, delivery, vegan, gluten-free","Caribbean fusion destination offering Trinidadian- and Jamaican-rooted menus, group dining, catering, private events, and delivery.",https://missconduck.com/,https://www.instagram.com/missconduckatl/?hl=en,https://www.facebook.com/profile.php?id=61558503398430,,https://missconduck.com/,Miss Conduck official website,,,Official site identifies the business as led by a mother-daughter duo; no identity-based ownership designation inferred.
Swella Braid Bar - Atlanta,"480 John Wesley Dobbs Ave. NE, Suite 130/140",Atlanta,GA,30312,USA,beauty,braiding salon,"knotless box braids, boho braids, cornrows, Fulani braids, tribal styles, touch-up, takedown, scalp cleanse, blowout","Atlanta braid bar specializing in knotless box braids and protective hair care, with hair included and touch-up/takedown services.",https://www.swellabeauty.com/atlanta,https://www.instagram.com/swellabeauty/,,,https://www.swellabeauty.com/atlanta,Swella Beauty official website,,,Official location page confirms open hours and listed services.
Our House - Atlanta Campus,173 Boulevard Northeast,Atlanta,GA,30312,USA,childcare,early childhood education,"early childhood education, ages 6 weeks to 5 years, research-based curriculum, free meals, family support, health and development, enrichment","Nationally accredited and state quality-rated early childhood education campus serving children six weeks to five years, with meals, family support, and onsite health/development services.",https://ourhousega.org/childcare/,https://www.instagram.com/ourhousega/?hl=en,https://www.facebook.com/OurHouseGa/,,https://ourhousega.org/childcare/,Our House official website,,,Official page lists this Atlanta campus and program details.
Our House - Central Campus,201 Washington St. SW,Atlanta,GA,30303,USA,childcare,early childhood education,"early childhood education, ages 6 weeks to 5 years, research-based curriculum, free meals, family support, health and development, enrichment","Downtown Atlanta early childhood education site of Our House’s accredited, quality-rated program for children six weeks to five years.",https://ourhousega.org/childcare/,https://www.instagram.com/ourhousega/?hl=en,https://www.facebook.com/OurHouseGa/,,https://ourhousega.org/childcare/,Our House official website,,,Official page lists the Central (Downtown) Atlanta campus.
HEALing Community Health - Main Site,"3915 Cascade Rd, Suites T-90 and T-115",Atlanta,GA,30331,USA,health,federally qualified community health center,"adult health, dental health, women’s health, children’s health, behavioral health, primary care, affordable healthcare","Federally qualified health center serving families and individuals with adult, dental, women’s, children’s, behavioral, and additional health services.",https://healatlanta.org/,https://www.instagram.com/healingcommunityhealth,https://www.facebook.com/HealingCommunityHealth,,https://healatlanta.org/,HEALing Community Health official website,,,"Official site confirms FQHC status, services, and Atlanta location."
HEALing Community Health - Hollis Innovation Academy,225 James P Brawley Dr,Atlanta,GA,30314,USA,health,community health clinic,"adult health, dental health, women’s health, children’s health, behavioral health, primary care","Atlanta community health clinic location inside Hollis Innovation Academy, part of HEALing Community Health’s multi-service care network.",https://healatlanta.org/,https://www.instagram.com/healingcommunityhealth,https://www.facebook.com/HealingCommunityHealth,,https://healatlanta.org/,HEALing Community Health official website,,,Official site lists this Atlanta location; service terms are drawn from the organization’s services page.
HEALing Community Health - Abernathy Dental Office,1188 Ralph David Abernathy,Atlanta,GA,30310,USA,health,dental clinic,"dental health, comprehensive dental care, community health, affordable care",Dental clinic location of HEALing Community Health in Atlanta; the official site marks the dental clinic as open.,https://healatlanta.org/,https://www.instagram.com/healingcommunityhealth,https://www.facebook.com/HealingCommunityHealth,,https://healatlanta.org/,HEALing Community Health official website,,,Official site explicitly marks this dental clinic NOW OPEN.
Thomas Kennedy Sampson & Tompkins LLP (TKST Law),3355 E Main St,Atlanta,GA,30337,USA,law,corporate litigation and defense,"corporate defense, civil litigation, employment and labor defense, product liability, securities and shareholder litigation, class action defense, white collar investigations","Atlanta law firm providing corporate defense, litigation, employment, product-liability, securities, class-action, and white-collar investigation services.",https://tkstlaw.com/,,,,https://tkstlaw.com/,TKST Law official website,Oldest Black-owned law firm in Atlanta,https://tkstlaw.com/,Ownership designation is stated explicitly on the official website; address and practice areas are also listed there.
Credit Union of Atlanta,670 Metropolitan Parkway SW,Atlanta,GA,30310,USA,finance,credit union and financial education,"auto loans, home equity loans, HELOC, personal loans, digital banking, checking, direct deposit, financial literacy, small business support","Atlanta credit union offering consumer lending, digital banking, checking, surcharge-free ATM access, financial education, and community development support.",https://www.cuatlanta.org/,https://www.instagram.com/thecreditunionofatlanta/,https://www.facebook.com/TheCUAtlanta/?ref=bookmarks,,https://www.cuatlanta.org/,Credit Union of Atlanta official website,,,Official site confirms the Atlanta branch address and services; federally insured by NCUA.
