name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
L & J Cafe,3622 East Missouri Avenue,El Paso,TX,79903,USA,food,Mexican restaurant,authentic Mexican food; dine-in; reservations; catering; private parties,"Historic El Paso restaurant serving authentic Mexican food, drinks, reservations, catering, and event hosting; the site says a fourth generation continues the family tradition.",https://ljcafe.com/,https://www.instagram.com/ljcafe,https://www.facebook.com/58465406012,,https://ljcafe.com/,L & J Cafe official website,family-owned; fourth generation,https://ljcafe.com/,Ownership wording is taken from the official Our Story text.
Armed Services YMCA El Paso Child Development Center,7061 Comington Street,El Paso,TX,79930,USA,childcare,child development center,state-licensed childcare; preschool; early education; military child care,"State-licensed, Texas Rising 4 Star-accredited, low-cost childcare and preschool program serving military children.",https://elpaso.asymca.org/services/child-care/,https://www.instagram.com/asymcaelpaso/,https://www.facebook.com/asymcaelpaso,,https://elpaso.asymca.org/services/child-care/,Armed Services YMCA El Paso official website,nonprofit organization,https://elpaso.asymca.org/services/child-care/,Official page identifies the organization as a non-federal entity; childcare page states state-licensed.
El Paso Health,1145 Westmoreland Drive,El Paso,TX,79925,USA,health,local nonprofit health plan,Medicaid; CHIP; STAR; STAR+PLUS; Medicare Advantage; transportation; vision; dental; autism ABA,"Local nonprofit health plan serving El Paso and Hudspeth counties, with coverage assistance and member benefits including transportation, vision, and dental.",https://www.elpasohealth.com/,https://www.instagram.com/elpasohealth/,https://www.facebook.com/ElPasoHealthPlans/,,https://www.elpasohealth.com/,El Paso Health official website,local nonprofit health plan,https://www.elpasohealth.com/,"Health-plan organization, not a direct clinical provider."
Labinoti Law,707 Myrtle Avenue,El Paso,TX,79901,USA,law,personal injury law firm,18-wheeler accidents; car accidents; motorcycle accidents; oilfield injuries; workplace injury; slip and fall; construction injury; rideshare accidents,Personal injury law firm with a downtown El Paso office representing clients in Texas and New Mexico on negligence and catastrophic injury matters.,https://www.labinotilaw.com/,https://www.instagram.com/labinotilaw/,https://www.facebook.com/labinotilawfirm,https://www.tiktok.com/@labinotilaw,https://www.labinotilaw.com/,Labinoti Law official website,,,"Official site also lists a second El Paso office at 6350 Escondido Dr, Ste. A15, 79912."
PecuSavvy Financial,1214 Montana Ave,El Paso,TX,79902,USA,finance,financial planning and wealth management,investment management; retirement planning; wealth management; business planning; estate planning; tax planning; cash flow planning; risk management,"El Paso financial planning and wealth management firm offering fiduciary planning for business owners, professionals, retirees, families, and busy professionals.",https://pecusavvyfinancial.com/,https://www.instagram.com/pecusavvyfinancial/,https://www.facebook.com/PecuSavvyFinancial,,https://pecusavvyfinancial.com/,PecuSavvy Financial official website,registered investment advisory firm; fiduciary,https://pecusavvyfinancial.com/,Credentials and fiduciary designation are stated on the official site; no inferred demographic ownership.
Kemp Smith LLP,"221 N. Kansas, Suite 1700",El Paso,TX,79901,USA,law,full-service law firm,litigation; banking; bankruptcy; corporate; environmental; health care; labor and employment; real estate; tax; trusts and estates; intellectual property,"El Paso-based law firm providing legal services across Texas and the Southwest, with practices spanning litigation, corporate, public law, health, tax, real estate, and more.",https://www.kempsmith.com/,,https://www.facebook.com/kempsmithelpaso/,,https://www.kempsmith.com/,Kemp Smith LLP official website,El Paso-based firm,https://www.kempsmith.com/,Official site states it is El Paso-based and lists the principal office.
GAL Fashion,5860 N Mesa,El Paso,TX,79912,USA,retail,women’s clothing boutique,women’s clothing; designer clothing; jewelry; accessories; personal styling; online shop,"El Paso boutique curating contemporary and designer clothing, jewelry, and accessories with in-store stylists and online shopping.",https://www.galfashion.com/,https://www.instagram.com/galfashion/,https://www.facebook.com/galfashion,,https://www.galfashion.com/,GAL Fashion official website,,,Official site names founder and expert stylist Gesuina Dettori but does not explicitly state ownership designation.
Touch Bar El Paso,11395 James Watt Drive,El Paso,TX,79936,USA,nightlife,nightclub and drag venue,drag shows; cocktails; dinner; nightclub; events; LGBTQ+ welcoming nightlife,"El Paso nightclub presenting drag shows, cocktails, events, and an explicitly welcoming environment for every gender, race, and orientation.",https://www.touchbarelpaso.com/,https://instagram.com/touch_bar_elpaso/?hl=en,https://facebook.com/touchbarelpaso,,https://www.touchbarelpaso.com/,Touch Bar El Paso official website,,,Official site provides hours and physical address.
ABC Travel,3400 Montana Ave,El Paso,TX,79903,USA,travel,travel agency and tours,tailor-made trips; tours; travel advising; Egypt tours; Dubai tours; Peru tours; Mexico tours,"El Paso travel agency offering tailor-made trips, destination tours, travel advising, and itinerary planning.",https://www.abctravelep.com/?lang=en,http://instagram.com/abctravelep,http://www.facebook.com/abctravelep,,https://www.abctravelep.com/?lang=en,ABC Travel official website,,,"Official site states “ABC Travel, your El Paso travel agency!” and lists the physical address."
Sun Travel,"5860 N. Mesa, Ste. 107",El Paso,TX,79912,USA,travel,luxury and corporate travel agency,bespoke vacations; cruises; corporate travel; travel advising; custom itineraries; travel support,"Travel agency with El Paso offices offering personalized luxury vacations, cruises, corporate travel, custom itineraries, and travel support.",https://www.suntravelcruises.com/,https://www.instagram.com/sun_travel_el_paso/,https://www.facebook.com/Sun.Travel.ElPaso/,,https://www.suntravelcruises.com/,Sun Travel official website,,,"Official site also lists an Eastside office at 1718 N. Zaragoza Rd, Ste. B1, 79936."
