name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Dasha Barbours Southern Bistro,217 East Main Street,Louisville,KY,40202,USA,food,Southern restaurant,Southern food; soul food; dine-in; takeout; catering; private parties; fried chicken; shrimp and grits,"Louisville-rooted Southern bistro serving made-from-scratch comfort food, takeout, catering, reservations, and private events.",https://dbsbistro.com/, ,https://www.facebook.com/723880340969000,,https://dbsbistro.com/,Dasha Barbours official website,,,Official site lists active hours
Daddy Vic's Southern & Soul Food,4404 Dixie Highway,Louisville,KY,40216,USA,food,soul food restaurant,Southern comfort food; soul food; fried chicken; catfish; catering; reservations; private parties; pickup/delivery,"Family-tradition Southern and soul-food restaurant offering dine-in, pickup/delivery, catering, reservations, and group celebrations.",https://daddyvicssoulfood.com/,https://www.instagram.com/moniqueandclarence,https://www.facebook.com/116336466949832,,https://daddyvicssoulfood.com/,Daddy Vic's official website,,,Official site lists current hours
The Bakery at Sullivan,3100 Bardstown Rd,Louisville,KY,40205,USA,food,bakery cafe,fresh bread; pastries; sandwiches; coffee; breakfast; online ordering,"Chef-crafted bakery at Sullivan University serving daily-made breads, pastries, breakfast bites, sandwiches, sweets, and coffee while training future bakers.",https://www.thebakeryatsullivan.com/,https://www.instagram.com/thebakery.sullivanuniversity/,https://www.facebook.com/thebakery.sullivanuniversity/,,https://www.thebakeryatsullivan.com/,The Bakery at Sullivan official website,,,Official site lists active hours
Dynaproduction HAIR BRAIDING,4632 Dixie Highway,Louisville,KY,40216,USA,beauty,braiding salon,hair braiding; professional braids; pain-free braids; braiding academy; appointments,"Louisville hair-braiding salon advertising professional, fast, pain-free braids plus a hair-braiding academy and business consulting.",https://www.dynaproduction.com/,https://instagram.com/dynaproduction_hair_braiding,https://www.facebook.com/dynaproduction,,https://www.dynaproduction.com/,Dynaproduction official website,,,Official site lists salon address and appointment services.
Learn & Grow Childcare Center,4014 Bardstown Rd,Louisville,KY,40218,USA,childcare,licensed childcare center,infant care; toddler care; preschool; school-age care; before and after school; meals; enrollment,"State-licensed childcare center with infant, toddler, preschool, and school-age programs, safety protocols, meals, and weekday enrollment.",https://learnandgrowchildcarecenter.org/, ,https://www.facebook.com/learnandgrowdaycarecenter,,https://learnandgrowchildcarecenter.org/,Learn & Grow official website,,,Official site explicitly states state licensed and provides address
Family Health Centers,2215 Portland Ave.,Louisville,KY,40212,USA,health,community health center,adult primary care; women's health; pediatrics; dental; counseling; immediate care; pharmacy; affordable care,"Community health center welcoming patients of all ages and offering affordable primary care, women's health, pediatrics, dental, counseling, immediate care, pharmacy, and more.",https://www.fhclouisville.org/,https://www.instagram.com/fhclouisville/,https://www.facebook.com/fhclouisville,,https://www.fhclouisville.org/locations/,Family Health Centers official locations page,,,Official location page lists Portland address and active service filters; organization says everyone is welcome.
Seiller Waterman LLC,Meidinger Tower 22nd Floor,Louisville,KY,40202,USA,law,full-service law firm,bankruptcy; financial restructuring; corporate law; employment law; estate planning; family law; healthcare law; litigation; real estate; tax; veterans law,"Locally owned Louisville law firm providing broad legal representation including bankruptcy, business, employment, family, estate, litigation, real estate, tax, healthcare, and veteran services.",https://www.derbycitylaw.com/, ,https://facebook.com/derbycitylaw,,https://www.derbycitylaw.com/,Seiller Waterman official website,locally owned,https://www.derbycitylaw.com/,Ownership designation is explicitly stated on the official site; site lists Louisville office and practice areas.
"John Waters Heating, Cooling & Electric",2315 Watterson Trail,Louisville,KY,40299,USA,home trades,HVAC and electrical,heating; cooling; air conditioning; furnace repair; HVAC installation; electrical; indoor air quality; emergency service; generators,"Full-service heating, cooling, HVAC, electrical, indoor-air-quality, and emergency-service contractor serving Louisville and Kentuckiana.",https://www.jwaters.com/,,https://www.facebook.com/John-Waters-Inc-Heating-Cooling-and-Electric-921964837878163/,,https://www.jwaters.com/,John Waters official website,,,"Official site lists Louisville address, services, 24-hour emergency service, and electrical/HVAC licenses."
Surprise Lily,1386 Bardstown Road,Louisville,KY,40204,USA,retail,women's boutique,women's clothing; accessories; jewelry; gifts; bath and body; seasonal color analysis; in-store pickup,"Louisville Highlands boutique selling women's clothing, accessories, jewelry, gifts, bath and body products, and seasonal collections.",https://shopsurpriselily.com/,https://www.instagram.com/surpriselilyboutique/,https://www.facebook.com/profile.php?id=100090431376267,https://www.tiktok.com/@surpriselilyboutique?lang=en,https://shopsurpriselily.com/,Surprise Lily official website,,,Official site lists Louisville storefront
Mag Bar,1398 South 2nd Street,Louisville,KY,40208,USA,nightlife,bar and live music venue,bar; drinks; live music; concerts; karaoke; vinyl night; merchandise; events,"Established Louisville bar and live-music venue offering drinks, concerts, karaoke, vinyl nights, events, and merchandise.",https://magbarlouisville.com/,https://www.instagram.com/magbarlouisville,https://www.facebook.com/129740297064154,,https://magbarlouisville.com/,Mag Bar official website,,,Official site lists current events
Louisville Asset Building Coalition,Louisville-area VITA sites; appointment required,Louisville,KY,40202,USA,finance,free tax and financial education,free tax preparation; VITA; financial education; EITC; tax credits; asset building,"Community coalition offering free IRS-trained volunteer tax preparation, financial education, and access to tax credits for Louisville-area families.",https://www.labcservices.org/,,https://www.facebook.com/labcservices1,,https://www.labcservices.org/,Louisville Asset Building Coalition official website,,,Official site describes year-round free VITA services and appointment-based locations; no single storefront address published.
Louisville Outbound,Louisville-based; contact for consultation,Louisville,KY,40202,USA,travel,travel agency,luxury travel; personalized itineraries; travel planning; cultural tours; island getaways; expeditions,Louisville-based independent affiliate travel agency creating personalized luxury travel experiences and cultural itineraries.,https://www.louisvilleoutbound.com/,https://www.instagram.com/louisvilleoutbound,https://www.facebook.com/louisvilleoutbound,https://www.tiktok.com/@louisville.outbound,https://www.louisvilleoutbound.com/,Louisville Outbound official website,woman-owned and operated,https://www.louisvilleoutbound.com/,"Official site self-states woman-owned and operated; no street address published, so retained as Louisville-based contact listing."
