name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Char Restaurant,"431 S. Highland St, #120",Memphis,TN,38111,United States,food,restaurant,fine dining; Southern food; private dining; catering; live piano music,"Fine-dining restaurant offering Southern food, private dining, catering, pickup/delivery, and nightly live piano.",https://memphis.charrestaurant.com/,https://instagram.com/char_restaurant,https://www.facebook.com/charmemphis/,,https://memphis.charrestaurant.com/,Char Restaurant official website,Employee-owned company,https://memphis.charrestaurant.com/,"Official site lists address, hours, services, and states 4Top Hospitality is employee-owned."
Mahogany River Terrace,280 Island Drive,Memphis,TN,38103,United States,food,restaurant; entertainment,upscale Southern cuisine; Creole; brunch; lunch; dinner; live music; catering; private events,"Riverfront restaurant blending upscale Southern cuisine with Creole flair; offers brunch, lunch, dinner, live music, catering, and private events.",https://mahoganyriverterrace.com/,,,,https://mahoganyriverterrace.com/,Mahogany River Terrace official website,,,"Official site lists Memphis address, menus, hours, music, catering, and events."
Prive,6980 Winchester Rd,Memphis,TN,38115,United States,food,restaurant; nightlife,fine dining; appetizers; entrees; lobster; cocktails; desserts; drinks; family-owned restaurant,"Family-owned fine-dining restaurant serving freshly prepared meals, entrees, lobster, cocktails, desserts, and drinks.",https://www.priveofmemphis.com/,,,,https://www.priveofmemphis.com/,Prive official website,Family-owned,https://www.priveofmemphis.com/,Ownership is explicitly self-stated on official site.
Destination Education Learning Center,4744 Riverdale Rd,Memphis,TN,38141,United States,childcare,early education; daycare,infant care; toddler care; preschool; pre-K; school-age care; extended hours; childcare vouchers,"East Memphis childcare center serving infants through school-age children with research-based curriculum, family-centered care, and extended hours.",https://www.destinationeducationlc.com/,https://www.instagram.com/destinationeducationlearning/,https://www.facebook.com/DELearningCenter/,,https://www.destinationeducationlc.com/,Destination Education official website,,,"Official site lists address, programs, hours claims, social links, and founder Jacolbie Hardy; no ownership inferred."
D.E. Academy,1639 Madison Ave,Memphis,TN,38104,United States,childcare,early education; daycare,infant care; toddler care; preschool; pre-K; school-age care; late-night childcare; extended hours,"Midtown Memphis childcare and early-education center for infants through school-age children, with structured learning and late-night care.",https://www.destinationeducationlc.com/,https://www.instagram.com/destinationeducationlearning/,https://www.facebook.com/DELearningCenter/,,https://www.destinationeducationlc.com/,Destination Education official website,,,Official site lists this distinct Midtown address and programs.
Memphis Children's Clinic,"2725 Kirby Road, Suite #1",Memphis,TN,38119,United States,health,pediatrics,pediatric care; well-child exams; immunizations; sick kids; after-hours care; interpreter services,"Pediatric clinic providing compassionate care from infancy through adolescence, including well-child exams, immunizations, sick-child and after-hours care.",https://memphischildrensclinic.com/,,,,https://memphischildrensclinic.com/,Memphis Children’s Clinic official website,,,"Official site lists Memphis Kirby/Hickory Hill location and services; clinic also lists other cities, but this record is Memphis-only."
Baker Donelson Memphis,"165 Madison Avenue, Suite 2000",Memphis,TN,38103,United States,law,law firm; business litigation,business litigation; financial services; banking; securities; health care; corporate legal services; tax; estate planning; real estate; intellectual property,"Memphis law office providing business, financial services, banking, securities, health care, corporate, tax, estate-planning, real-estate, and intellectual-property legal services.",https://www.bakerdonelson.com/memphis,,,,https://www.bakerdonelson.com/memphis,Baker Donelson official website,,,Official office page lists address and Memphis practice strengths.
RBG Wealth Advisors,"5100 Wheelis Drive, Suite 211",Memphis,TN,38117,United States,finance,wealth management; financial planning,fee-only fiduciary; financial planning; investment management; tax planning; estate planning; retirement planning; risk management; family office,"Locally owned, independent, fee-only registered investment advisory firm serving Memphis families and entrepreneurs with wealth, financial, tax, estate, retirement, and risk planning.",https://rbgwa.com/,,https://www.facebook.com/RBGWealthAdvisorsLLC/,,https://rbgwa.com/,RBG Wealth Advisors official website,Locally owned; independent; fee-only RIA,https://rbgwa.com/,Official site explicitly states locally owned and independent; SEC registration disclaimer appears on site.
"Choate’s Air Conditioning, Heating, Plumbing & Electrical",2526 Sam Cooper Blvd.,Memphis,TN,38112,United States,home trades,HVAC; plumbing; electrical,air conditioning; heating; HVAC installation; HVAC repair; plumbing; electrical; generators; indoor air quality; commercial services,"Family-owned Mid-South home-services company serving Memphis with residential and commercial HVAC, plumbing, electrical, generator, and indoor-air-quality services.",https://choateshvac.com/,,https://www.facebook.com/choateshvac/,,https://choateshvac.com/,Choate’s official website,Independent; family-owned,https://choateshvac.com/,Official site states independent and family owned since 1958 and lists Memphis showroom address.
Novel,387 Perkins Ext.,Memphis,TN,38117,United States,retail,bookstore,books; audiobooks; gifts; local books; author events; educator services; partner services; story time,"Independent bookstore offering books, audiobooks, gifts, local books, author events, story time, educator services, and partner services.",https://novelmemphis.com/,https://www.instagram.com/novelmemphis,https://www.facebook.com/novelmemphis,,https://novelmemphis.com/,Novel official website,,,"Official site lists physical store address, hours, services, events, and social links."
Memphis Tourism,47 Union Avenue,Memphis,TN,38103,United States,travel,destination marketing; visitor information,Memphis vacation planning; visitor guide; attractions; events; music; nightlife; dining; itinerary ideas,"Official destination marketing organization providing Memphis visitor information, trip ideas, events, attractions, dining, music, nightlife, and free tourist guides.",https://www.memphistravel.com/,,,,https://www.memphistravel.com/,Memphis Tourism official website,,,Official site self-identifies as the official destination marketing organization and lists address.
Tennessee Small Business Development Center - Memphis,"8800 East Shelby Drive, Maxine A. Smith Center, Suite 112",Memphis,TN,38125,United States,finance,small-business support; consulting,small business consulting; business plans; financial planning; marketing; sources of capital; government contracting; international trade; training,"Memphis TSBDC office offering one-on-one counseling, training, business-plan and financial-planning assistance, capital guidance, marketing, and growth support.",https://tsbdc.org/center/memphis/,,https://www.facebook.com/SWTCCTSBDC/,,https://tsbdc.org/center/memphis/,Tennessee Small Business Development Center official website,,,Official page lists main office address and services; satellite location is noted as temporarily closed and excluded.
Tin Roof Memphis,315 Beale St,Memphis,TN,38103,United States,nightlife,live music; bar; restaurant,live music; DJs; dance; bar; cocktails; wings; chicken tenders; burgers; group parties; events,"Beale Street live-music bar and restaurant with bands, DJs, multiple bars, food, group bookings, and late-night hours.",https://tinroofmemphis.com/,,,,https://tinroofmemphis.com/,Tin Roof Memphis official website,,,"Official site lists address, hours, live music, food, events, and group booking."
B.B. King's Blues Club Memphis,143 Beale Street,Memphis,TN,38103,United States,nightlife,blues club; restaurant; live music,Southern comfort food; barbecue; ribs; shrimp and grits; cocktails; blues; soul; rock and roll; dancing; private events,"Memphis blues club and restaurant serving Southern comfort food and drinks with nightly live music, dancing, and private events.",https://www.bbkings.com/memphis,https://www.instagram.com/bbkingsmemphis/,https://www.facebook.com/bbkingsmemphis/,,https://www.bbkings.com/memphis,B.B. King’s Blues Club official website,,,"Official site lists Memphis address, hours, food, music, events, and social links."
