name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
L&M Hair Studio,1010 SE 96th Ave,Portland,OR,97216,USA,beauty,braids and textured hair,"braids; knotless box braids; locs; wigs; weaves; sew-ins; microlinks; tape-ins; crochet; textured haircuts","Appointment-only salon offering braids, locs, extensions, wigs, weaves, sew-ins, microlinks and textured-hair services; official site also lists a second Portland lounge.",https://lmhaircompany.com/,https://www.instagram.com/lmhairstudiopdx,https://www.facebook.com/lmhairstudiopdx,,https://lmhaircompany.com/,L&M Hair Studio,,,Official site lists address, hours, services and social links; primary studio record avoids duplicating the lounge.
Bridgetown Wealth Management,700 NE Multnomah Street Suite 820,Portland,OR,97232,USA,finance,wealth management,"financial planning; retirement planning; portfolio construction; annuities; insurance; investment management","Portland-founded advisory firm serving individuals and institutions with comprehensive financial planning and investment strategies; site identifies founders and Portland office.",https://www.bridgetownwealthmanagement.com/,,,,https://www.bridgetownwealthmanagement.com/,Bridgetown Wealth Management,,,Official site states Portland home since 2017, services, office address and active team.
Downtown Portland KinderCare,1400 SW 5th Ave Ste 100,Portland,OR,97201,USA,childcare,daycare and preschool,"infant daycare; toddler care; discovery preschool; preschool; prekindergarten; full-time; part-time","Active downtown childcare center enrolling for Fall 2026, serving children from 6 weeks to 5 years with infant through pre-K programs.",https://www.kindercare.com/our-centers/portland/or/301702,https://www.instagram.com/kindercare,https://www.facebook.com/kindercare,,https://www.kindercare.com/our-centers/portland/or/301702,KinderCare,,,Official center page states address, open hours, enrollment and program availability.
Kann,548 SE Ash St,Portland,OR,97214,USA,food,Haitian and Caribbean restaurant,"Haitian cuisine; Creole smoked duck; griyo; cocktails; reservations; fine dining","Haitian restaurant by chef Gregory Gourdet with dine-in service, reservations and a menu centered on Haitian and Caribbean flavors.",https://kannrestaurant.com/,,,,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Travel Portland,Black-owned,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Official Kann site supplies address; Travel Portland identifies Kann in its Black-owned restaurants feature and links the official site.
Cason's Fine Meats,5015 NE Martin Luther King Jr Blvd,Portland,OR,97211,USA,food,butcher and prepared foods,"fresh meats; smoked meats; fish tacos; fried chicken; Philly steak; ribs; takeout; dine-in","Neighborhood butcher shop and prepared-food counter offering fresh and smoked meats plus daily hot-food specials.",https://www.casonsfinemeats.com/,,https://www.facebook.com/casonsfinemeats,,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Travel Oregon,Black-owned,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Official Cason's site supplies address; Travel Oregon identifies it as Black-owned and community-rooted in Alberta Commons.
Po' Shines Cafe De La Soul,8139 N Denver Ave,Portland,OR,97217,USA,food,soul food restaurant and workforce training,"Southern breakfast; brunch; barbecue; brisket; shrimp; po boys; catfish; vegan soul food; catering","Soul-food restaurant serving Southern comfort meals and brunch; Travel Oregon describes its workforce-training program through Teach Me to Fish.",https://poshinespdx.com/,https://www.instagram.com/poshinespdx,,,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Travel Oregon,Black-owned,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Official site supplies address and menu positioning; Travel Oregon documents Black ownership and community workforce-training mission.
Akadi PDX,1001 SE Division St Unit 2,Portland,OR,97202,USA,food,West African restaurant,"West African cuisine; jollof rice; stews; grilled fish; vegan options; reservations; dinner","West African restaurant serving Ivorian-inspired stews, grilled fish, jollof rice, skewers and vegan options.",https://www.akadipdx.com/,,,,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Travel Portland,Black-owned,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Official Akadi site supplies address and hours; Travel Portland includes Akadi in its Black-owned restaurants feature.
Champions Barbershop,5175 NE Martin Luther King Jr Blvd,Portland,OR,97212,USA,beauty,barbershop,"haircuts; beard trims; straight-razor shaves; barbering; community barbershop","Community-oriented barbershop offering haircuts, beard trims and straight-razor shaves; Travel Oregon highlights its mentoring and relationship-building focus.",https://www.championspdx.com/,https://www.instagram.com/championsbarbershopnw,,,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Travel Oregon,Black-owned,https://traveloregon.com/things-to-do/trip-ideas/discover-portlands-black-owned-businesses/,Official site supplies Portland address; Travel Oregon documents owners Jamaal and Christina Lane and community mission.
Kaya,3003 NE Alberta St Suite 3,Portland,OR,97211,USA,nightlife,cocktail bar and kitchen,"craft cocktails; chef-driven dinner; DJs; mocktails; brunch; late-night dining","Alberta Arts District cocktail bar and kitchen offering chef-driven dinner, seasonal cocktails, mocktails, brunch and DJs until late.",https://kayapdx.com/,https://www.instagram.com/kayapdx,,,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Travel Portland,Black-owned,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Official Kaya site/social supply address and programming; Travel Portland includes Kaya in its Black-owned drinks feature.
Olive Or Twist Martini Bar,925 NW 11th Ave,Portland,OR,97209,USA,nightlife,martini bar,"martinis; craft cocktails; beer; dining; events; Pearl District bar","Pearl District martini bar offering creative martinis, craft cocktails, beer, dining and event-friendly nightlife.",https://www.oliveortwistmartinibar.com/,,,,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Travel Portland,Black-owned,https://www.travelportland.com/culture/black-owned-restaurants-portland/,Official site supports venue identity; Travel Portland includes Olive Or Twist in its Black-owned bars section.
North by Northeast Community Health Center,714 NE Alberta Street,Portland,OR,97211,USA,health,community health clinic,"primary care; community clinic; health equity; medical care; appointments","Community health center serving Portland patients with primary-care access and a health-equity mission.",https://nxneclinic.org/,,,,https://nxneclinic.org/,North by Northeast Community Health Center,,,Official clinic source/search listing supplies Portland address and community-health identity; no ownership designation stated.
Integrity Air,7205 SE Johnson Creek Blvd,Portland,OR,97206,USA,home trades,HVAC,"heating; air conditioning; HVAC installation; HVAC repair; maintenance; indoor comfort","Portland HVAC company offering heating and air-conditioning services, including installation, repair and maintenance.",https://integrityairllc.com/,,,,https://integrityairllc.com/,Integrity Air,,,Official company source/search listing supplies Portland address and HVAC services; regulated trade included without inferring ownership.
