name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
The Block Bistro and Grill,115 W Market St,Indianapolis,IN,46204,USA,food,restaurant,classic American cuisine; urban twist; lunch; dinner; patio; private lounge; online ordering,"Downtown bistro and grill in the historic William H. Block Building, offering classic American cuisine with an urban twist, dine-in, events and online ordering.",https://www.theblockbistro.com/,https://www.instagram.com/blockbistro/,https://www.facebook.com/theblockbistro,,https://www.theblockbistro.com/,The Block Bistro official website,,,Official site lists current hours and address.
The Slippery Noodle Inn,372 South Meridian Street,Indianapolis,IN,46225,USA,nightlife,bar and live music venue,bar; live blues music; food menu; catering; private parties; events,"Historic bar and blues venue, described by its official site as Indiana’s oldest continually operated bar in its original building; also offers food, catering and events.",https://slipperynoodle.com/,https://www.instagram.com/slipperynoodleindy/,https://www.facebook.com/49395984334,,https://slipperynoodle.com/,The Slippery Noodle official website,,,"Official site shows active hours, menu and events."
J’s African Hair Braiding & Boutique,11135 Pendleton Pike #200,Indianapolis,IN,46236,USA,beauty,African hair braiding and boutique,professional African hair braiding; wigs; essential oils; black soap; shea butter; accessories; sunglasses; makeup,"Indianapolis African hair-braiding salon and boutique offering professional braiding, wigs and beauty/accessory products.",https://jsboutiqueandbraidsindy.com/,,,,https://jsboutiqueandbraidsindy.com/,J’s African Hair Braiding & Boutique official website,,,"Official site lists address, hours and services."
Afro Chic Braids Salon and Boutique,7405 N. Shadeland Ave.,Indianapolis,IN,46250,USA,beauty,braiding salon,boho braids; box braids; cornrows; crochet braids; faux locs; feed-in braids; Fulani braids; Ghana braids; kinky twists; knotless braids; lemonade braids,Braiding salon and boutique with more than 20 years of braiding experience and a wide range of protective styles.,https://afrochicbraids.com/,https://www.instagram.com/afrochic_braids/,https://www.facebook.com/people/Afro-Chic-Braids/61561301582756/,https://www.tiktok.com/@kankouelegance,https://afrochicbraids.com/,Afro Chic Braids official website,,,"Official site lists address, booking and active social links."
Iesha Hair Braiding,7063 Michigan Rd,Indianapolis,IN,46268,USA,beauty,hair braiding and natural hair salon,hair braiding; hair twists; cornrows; dreadlocks; knotless braids; crochet hair; natural hair,"Family-oriented Indianapolis salon offering professional braiding, twists, locs and natural-hair services.",https://hairservicesindianapolis.com/,https://www.instagram.com/iesha_hairbraiding,https://www.facebook.com/Iesha-Hair-Braiding-1018815418309376,,https://hairservicesindianapolis.com/,Iesha Hair Braiding official website,,,"Official site lists address, services and hours; Sunday closed."
Children’s Village Childcare Center,5555 Galeao Ct.,Indianapolis,IN,46241,USA,childcare,childcare center,safe nurturing childcare; early learning; play-based learning; preschool; child development,"Childcare center partnering with parents to provide a safe, nurturing environment where children learn through purposeful play.",https://childrensvillagekids.org/,,,,https://childrensvillagekids.org/,Children’s Village official website,,,Official site lists current contact details and childcare services.
New Beginnings,2132 West Michigan Street,Indianapolis,IN,46222,USA,childcare,preschool and after-school programs,preschool; prekindergarten; kindergarten; after-school; summer program; age-appropriate curriculum; child development,"Early learning center providing preschool, prekindergarten, kindergarten, after-school and summer programming with developmentally appropriate activities.",https://newbeginningskids.org/,,,,https://newbeginningskids.org/,New Beginnings official website,,,"Official site lists weekday hours, enrollment contact and programs."
Jane Pauley Community Health Center – ROCK Community Center,5817 E 32nd St.,Indianapolis,IN,46218,USA,health,community health center,primary care; behavioral and mental health; dental; pediatrics; OB/GYN; pharmacy; sliding fee scale; insurance enrollment,"Federally Qualified Community Health Center offering primary, behavioral, dental, pediatric and women’s health services, pharmacy and support regardless of insurance or ability to pay.",https://janepauleychc.org/,,,,https://janepauleychc.org/locations/,Jane Pauley Community Health Center official locations page,,,Specific Indianapolis location verified on official locations page.
The Law Office of Deidra N. Haynes LLC,"9785 Crosspoint Blvd, Suite 104",Indianapolis,IN,46256,USA,law,family and personal injury law,family law; adoption; child custody; child support; divorce; fathers rights; guardianship; paternity; prenups; personal injury; car accidents; nursing home abuse,Indianapolis law office focused on compassionate family-law representation and personal-injury matters.,https://www.dnhlawllc.com/,,https://www.facebook.com/AttorneyDeidraHaynes/,,https://www.dnhlawllc.com/,The Law Office of Deidra N. Haynes official website,,,Official site identifies Deidra N. Haynes as CEO and lists office address and practice areas; no inferred demographic designation.
The Nice Law Firm,1311 W 96th St Suite 200,Indianapolis,IN,46260,USA,law,general practice law firm,business law; child custody; criminal law; divorce; DUI/OWI; estate planning; family law; litigation; malpractice; personal injury; real estate law,"Indiana law firm serving individuals and small businesses across practice areas including family, criminal, personal injury, estate and real-estate law.",https://nicelawfirm.com/,https://www.instagram.com/the_nicelawfirm/,https://www.facebook.com/thenicelawfirm,,https://nicelawfirm.com/,The Nice Law Firm official website,,,"Official site lists Indianapolis office, hours and practice areas."
Ambassadair Travel,"9011 North Meridian Street, Suite 100",Indianapolis,IN,46260,USA,travel,group travel and tours,group travel; vacations; cruises; day trips; tours; international travel; departures from Indianapolis; trip planning,"Travel company offering escorted group trips, vacations, cruises, day trips and tours departing from Indianapolis.",https://ambassadair.com/welcome/,https://www.instagram.com/ambassadairtravel,https://www.facebook.com/Ambassadair/,,https://ambassadair.com/welcome/,Ambassadair official website,family-owned,https://ambassadair.com/welcome/,Family-owned designation is explicitly self-stated on the official homepage.
Peterman Brothers,677 Commerce Pkwy W Drive,Indianapolis,IN,46143,USA,home trades,"HVAC, plumbing, drains and electrical",HVAC; heating; cooling; A/C repair; A/C installation; plumbing inspection; plumbing repair; water heater repair; drain clearing; hydro-jetting; electrical repair; generator installation; lighting installation,"Family-owned and operated home-services company serving the Indianapolis area with HVAC, plumbing, drain and electrical services.",https://petermanhvac.com/,https://www.instagram.com/thepetermanbros/,https://www.facebook.com/PetermanBros,https://www.tiktok.com/@petermanbros,https://petermanhvac.com/,Peterman Brothers official website,family-owned and operated,https://petermanhvac.com/,Official site self-states family-owned and operated and lists Indiana contractor credentials.
