name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Ninth Street Bakery,136 East Chapel Hill Street,Durham,NC,27701,USA,food,bakery,organic baked goods; bread; pastries; cakes; sandwiches; soups; catering; wholesale,"Organic bakery and cafe serving breads, pastries, lunch, cakes, catering, and wholesale products; states it has served Durham since 1981.",https://www.ninthstbakery.com/,https://www.instagram.com/ninthstreetbakery/,https://www.facebook.com/Ninthstbakery/,,https://www.ninthstbakery.com/,Ninth Street Bakery,,,"Official site lists current location, hours, menu, history, and social links."
GlamShe Co,,Durham,NC,,USA,beauty,hair salon; braids; wigs,blowouts; haircuts; braids; wigs; loc maintenance; knotless braids; wig install; kids styles,"Durham hair studio offering blowouts, braids, loc maintenance, wig installs, and children’s styles through its official booking links.",https://glamsheco.com/,,,,https://glamsheco.com/,GlamShe Co,,,Official site confirms Durham and current booking services but does not publish a street address.
Durham Health & Wellness,3326 Durham Chapel Hill Blvd. B110,Durham,NC,27707,USA,health,integrative health and aesthetics,medical services; injectables; fillers; RF microneedling; PRP; facials; chemical peels; waxing; lashes,"Health and wellness practice offering medical services and integrative aesthetics, including injectables, facials, peels, microneedling, waxing, and lashes.",https://durhamhealthandwellness.com/,https://www.instagram.com/durhamhandw/,https://www.facebook.com/durhamhealthandwellness/,,https://durhamhealthandwellness.com/,Durham Health & Wellness,,,"Official site lists address, services, and social links."
"Perry, Perry & Perry, P.A.","601 Fayetteville St., Suite 300",Durham,NC,27701,USA,law,personal injury and general practice,auto accidents; personal injury; wrongful death; workers compensation; real estate; wills; estates; traffic offenses,"Locally owned and operated Durham law firm, founded by three brothers, providing representation in personal injury, workers’ compensation, real estate, estate, and traffic matters.",https://www.perryperryperrypa.com/,,,,https://www.perryperryperrypa.com/,"Perry, Perry & Perry, P.A.",locally owned and operated; founded by three brothers,https://www.perryperryperrypa.com/,Ownership language is explicit on the official site.
Essential Comfort LLC,4126 Old Rd,Durham,NC,27712,USA,home trades,HVAC,heating repair; AC repair; system replacement; HVAC,"Family-owned and operated Durham HVAC business serving the community with heating repair, AC repair, and system replacement.",https://www.essentialcomfortllc.com/,,,,https://www.essentialcomfortllc.com/,Essential Comfort LLC,family owned and operated,https://www.essentialcomfortllc.com/,Ownership language is explicit on the official site.
Bright Horizons at North Durham,4205 Capitol St,Durham,NC,27704,USA,childcare,early education and preschool,infant care; toddler care; preschool; kindergarten prep; summer program; childcare,"Early education and childcare center for ages 1 month to 5 years, with infant, toddler, preschool, kindergarten-prep, and summer programs.",https://www.brighthorizons.com/daycare-centers/nc/durham/4205-capitol-st-27704,,,,https://www.brighthorizons.com/daycare-centers/nc/durham/4205-capitol-st-27704,Bright Horizons,,,"Official center page lists address, hours, programs, and enrollment information."
Carolina Women's Research and Wellness Center,"249 NC HWY 54, Suite 330",Durham,NC,27713,USA,health,women’s clinic and gynecology,primary care; gynecology; contraception; menopause; fibroids; endometriosis; weight loss; clinical research; laser hair removal; cosmetic injections,"Women’s wellness clinic offering primary care and gynecology, women’s health research opportunities, and related wellness and cosmetic services.",https://www.cwrwc.com/,,,,https://www.cwrwc.com/,Carolina Women’s Research and Wellness Center,,,"Official site lists address, services, providers, and clinical research."
Rose & Lee Co,213 W Main St,Durham,NC,27701,USA,retail,ethical and sustainable women’s boutique,women’s clothing; accessories; jewelry; gifts; personal styling; color analysis; shopping parties,"Ethical and sustainable women’s boutique with clothing, accessories, jewelry, gifts, styling, color analysis, shopping parties, and community events.",https://www.roseandleeco.com/,https://www.instagram.com/roseandleeco/,https://www.facebook.com/roseandleeco,https://www.tiktok.com/@roseandleeco,https://www.roseandleeco.com/,Rose & Lee Co,,,"Official site lists Durham storefront, products, appointments, and social links."
Allworth Financial - Durham,"3917 University Drive, Suite 200",Durham,NC,27707,USA,finance,financial planning and wealth management,financial planning; investment management; tax planning; estate planning; insurance; retirement planning,"Durham advisory office providing fiduciary financial planning, investment management, tax planning, legacy and estate planning, and insurance services.",https://allworthfinancial.com/find-a-location/durham,,,,https://allworthfinancial.com/find-a-location/durham,Allworth Financial,,,"Official location page lists address, advisors, services, hours, and registration disclosures."
The Waiting Room,"300 Blackwell Street, Suite 100",Durham,NC,27701,USA,nightlife,cocktail bar and private events,craft cocktails; mocktails; small plates; desserts; private events; 21+ bar,"Inclusive Durham cocktail bar and private-event space created as a community meeting place, serving cocktails, small plates, desserts, and 21+ nightlife.",https://waitingroomdurham.com/,https://www.instagram.com/thewaitingroomdurham,https://www.facebook.com/109896974968113,,https://waitingroomdurham.com/,The Waiting Room,,,"Official site lists address, hours, offerings, private events, and social links."
