name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Art Loft,4160 Cass Ave,Detroit,MI,48201,USA,retail,boutique,clothing; accessories; jewelry; shoes; kitchenware; linens; housewares,Quirky boutique curating clothing accessories housewares and goods from local and international artists,https://artloftdetroit.com/,,https://www.instagram.com/artloftdetroit/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies it as Black-owned and names owner Rachael Adadevoh-Woods.
Baobab Fare,6568 Woodward Ave Suite 100,Detroit,MI,48202,USA,food,restaurant,East African food; Burundian cuisine; market; meals,East African-inspired restaurant and market founded by Hamissi Mamba and Nadia Nijimbere,https://www.baobabfare.com/,,https://www.instagram.com/baobabfare/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird describes the husband-and-wife founders as immigrants from Burundi and identifies the collection as Black-owned.
Bleu Bowtique,4159 Cass Ave,Detroit,MI,48201,USA,retail,accessories,bow ties; neck ties; cuff links; pocket squares; lapel pins; custom services,Menswear accessories shop offering upscale neckwear and bespoke custom services,https://bleubowtique.com/,,https://www.instagram.com/bleubowtique/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies it as Black-owned and names founder Ne'Gyle Beaman.
The Block,3919 Woodward Ave,Detroit,MI,48201,USA,food,gastropub,global-inspired dishes; contemporary flavors; restaurant; bar,Family restaurant and destination gastropub with global-inspired dishes,https://www.theblockdet.com/,,https://www.instagram.com/theblockdetroit/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names co-owner Stephanie Byrd.
Flo Boutique,404 W Willis St,Detroit,MI,48201,USA,retail,boutique,men's clothing; women's clothing; accessories; apparel,Eclectic Midtown boutique specializing in men's and women's clothing and accessories,https://floboutiquedetroit.com/,,https://www.instagram.com/floboutique/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies it as Black-owned and names owner Felicia Williams-Patrick.
Garden Theater,3929 Woodward Ave,Detroit,MI,48201,USA,nightlife,entertainment venue,concerts; weddings; parties; corporate events; film premieres; sporting events,Historic renovated venue for concerts weddings parties premieres and other events,https://www.thegardendetroit.com/,,https://www.instagram.com/gardentheaterdetroit/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names developers George Stewart and Michael Byrd.
The Griot,66 E Forest Ave,Detroit,MI,48201,USA,nightlife,music lounge,vinyl; listening lounge; cocktails; bar; live music; chef pop-ups,Intimate listening lounge and bar with vinyl music cocktails and local-chef pop-ups,http://www.griotdetroit.com/story,,https://www.instagram.com/griotmusiclounge/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names founders Karen Addison Scott Boswell and Jonathan Taylor.
Ima Midtown,4870 Cass Ave,Detroit,MI,48201,USA,food,restaurant,ramen; pho; Japanese noodles; rice bowls; vegan options; spirits,Japanese-style noodles pho ramen and rice bowls from chef and owner Mike Ransom,https://imanoodles.com/,,https://www.instagram.com/imanoodles/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names chef-owner Mike Ransom.
The Kitchen by Cooking With Que,6529 Woodward Ave Suite A,Detroit,MI,48202,USA,food,culinary education,demonstration kitchen; shared culinary space; cooking classes; tastings; meals,Demonstration kitchen and shared culinary space offering meals tastings and cooking demonstrations/classes,https://www.thekitchenbycwq.com/,,https://www.instagram.com/thekitchenbycwq/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names founder Quiana Que Broden.
K. Walker Collective,4161 Cass Ave,Detroit,MI,48201,USA,retail,clothing,business casual; high streetwear; comfort wear; accessories; menswear,Luxury clothing and accessory storefront serving professionals and creatives,https://www.kwalker.co/,,https://www.instagram.com/thekwalkerstore/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names founder Ken Walker.
Mature,3011 W Grand Blvd Suite 116,Detroit,MI,48202,USA,retail,menswear,menswear; accessories; styling; wedding consultations; travel wear; nightlife wear,Lifestyle clothier specializing in timeless menswear accessories custom styling and wedding consultations,https://www.maturelook.com/,,https://www.instagram.com/maturelook/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names brothers Darryl and DeKoven Humes.
N'Namdi Center for Contemporary Art,52 E Forest Ave,Detroit,MI,48201,USA,retail,art gallery,contemporary art; abstract art; African American art; exhibitions; education,Contemporary art center showcasing national and emerging local artists with an African American art collection,http://nnamdicenter.org/,,https://www.instagram.com/nnamdicenter/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names founder George N'Namdi.
Shell Shock'd Tacos,418 W Willis St,Detroit,MI,48201,USA,food,restaurant,tacos; Latin-inspired street food; birria nachos; wings; krunch wraps,Detroit-founded eatery serving Latin-inspired street foods including tacos wings and birria nachos,https://www.shellshockdtacos.com/,,https://www.instagram.com/shellshockdtacos/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names founders Cedric Andrews and Margo Moon.
Source Booksellers,4240 Cass Ave Suite 105,Detroit,MI,48201,USA,retail,bookstore,books; fiction; nonfiction; history; culture; metaphysics; readings; book signings,Neighborhood bookstore curating books and lifestyle items with readings signings and literary events,http://www.sourcebooksellers.com/,,https://www.instagram.com/sourcebooksellers/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names proprietor Janet Webster Jones.
SuperCrisp,4830 Cass Ave Suite C,Detroit,MI,48201,USA,food,fast casual,Japanese-inspired fast food; karaage chicken; tofu sandwiches; fusion food,Casual eatery serving Japanese-inspired fast food and fusion comfort food,https://www.supercrisp.com/,,https://www.instagram.com/eatsupercrisp/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and links it to chef Mike Ransom.
Textures by Nefertiti,6525 Woodward Ave,Detroit,MI,48202,USA,beauty,natural hair and spa,braids; locs; twists; cuts; natural hair care; reiki; yoga; meditation; energy balancing,Natural hair salon and spa combining hair care with reiki yoga energy balancing and meditation,https://www.texturesbynef.com/,,https://www.instagram.com/texturesbynefertiti/,,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird Detroit,Black-owned,https://www.citybirddetroit.com/blogs/news/black-owned-businesses-collection-1,City Bird identifies the collection as Black-owned and names owner Nefertiti Harris.
21st Century Salon,19353 Livernois Ave,Detroit,MI,48221,USA,beauty,salon,hair salon; styling; beauty services,Detroit salon listed by Visit Detroit with a physical Livernois location,https://visitdetroit.com/inside-the-d/detroits-black-owned-businesses/,Visit Detroit,Black-owned,https://visitdetroit.com/inside-the-d/detroits-black-owned-businesses/,Visit Detroit includes it in its Black-Owned Businesses list; no official website/social link was listed on the source page.,,,,
Baker's Keyboard Lounge,20510 Livernois Ave,Detroit,MI,48221,USA,nightlife,jazz lounge,jazz; live music; lounge; food; drinks,Historic Detroit restaurant and nightlife venue listed by Visit Detroit,https://visitdetroit.com/directory/bakers-keyboard-lounge/,Visit Detroit,Black-owned,https://visitdetroit.com/inside-the-d/detroits-black-owned-businesses/,Official link is Visit Detroit directory; ownership designation comes from Visit Detroit's Black-Owned Businesses page.,,,,
