name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Frontier Restaurant,"2400 Central Ave SE, Albuquerque, NM 87106",Albuquerque,NM,87106,USA,food,restaurant,breakfast; burritos; burgers; green chile; flour tortillas; sweet rolls,"Long-running Route 66 restaurant across from UNM serving breakfast, burritos, burgers, green chile, tortillas and sweet rolls.",https://frontierabq.com/,https://www.instagram.com/frontierrestaurantabq/,https://www.facebook.com/FrontierRestaurant1971,,https://frontierabq.com/,Frontier Restaurant,,,
Bow & Arrow Brewing Co.,"608 McKnight Ave NW, Albuquerque, NM 87102",Albuquerque,NM,87102,USA,nightlife,brewery/taproom,craft beer; brew hall; patio; food trucks; private events,"15-barrel Albuquerque brewery and beer hall with Southwest-inspired beer, communal seating, patio, food trucks and events.",https://www.bowandarrowbrewing.com/,https://www.instagram.com/bowandarrowbrewing,https://www.facebook.com/bowandarrowbrewingco,,https://www.bowandarrowbrewing.com/,Bow & Arrow Brewing Co.,,,
Gravity Bound Brewing,"816 3rd St NW, Albuquerque, NM 87102",Albuquerque,NM,87102,USA,nightlife,brewery/taproom,craft beer; kombucha; crowlers; food trucks; events,"Downtown small brewery and taproom producing classic and creative beers plus kombucha, with food trucks and recurring events.",https://www.gravityboundbrewing.com/,,,,https://www.gravityboundbrewing.com/,Gravity Bound Brewing,,,
Coronado Children's Center,"7106 Menaul Blvd NE, Albuquerque, NM 87110",Albuquerque,NM,87110,USA,childcare,preschool and before/after-school care,free Pre-K; summer care; before-and-after school; homework help; transport; meals,"Family-owned and operated Albuquerque childcare center offering free Pre-K, summer care, before/after-school programs and enrichment.",https://coronadochildrenscenter.com/,https://www.instagram.com/coronadochildrenscenter/,https://facebook.com/CCCABQ,,https://coronadochildrenscenter.com/,Coronado Children’s Center,family-owned and operated,https://coronadochildrenscenter.com/,Official site states nationally accredited and New Mexico five-star rated.
Albuquerque Indian Health Center,"801 Vassar Drive NE, Albuquerque, NM 87106",Albuquerque,NM,87106,USA,health,community health center,primary care; behavioral health; dental; pharmacy; optometry; pediatrics; lab; imaging; prenatal care,"Indian Health Service facility providing comprehensive medical, dental, pharmacy, behavioral health and specialty services.",https://www.ihs.gov/albuquerque/healthcarefacilities/albuquerque/,,,,https://www.ihs.gov/albuquerque/healthcarefacilities/albuquerque/,Indian Health Service,,,
505 Central Food Hall,"505 Central Ave NW, Albuquerque, NM 87102",Albuquerque,NM,87102,USA,food,food hall,local vendors; pizza; burgers; tacos; ramen; vegetarian; beer; cocktails; desserts,"Downtown urban food hall featuring six local vendors and a broad mix of meals, drinks and desserts.",https://www.505central.com/,https://www.instagram.com/505central/,https://www.facebook.com/505central,https://www.tiktok.com/@505.central,https://www.505central.com/,505 Central Food Hall,,,
Nexus Brewery & Restaurant,"4730 Pan American Fwy NE Suite D, Albuquerque, NM 87109",Albuquerque,NM,87109,USA,food,brewery and New Mexican soul food,craft beer; New Mexican soul food; Cajun chicken; green chile; dine-in,Brewery and restaurant serving house beer and New Mexican soul food at its Pan American location.,https://nexusbrewery.com/,https://www.instagram.com/nexusbrewery/,https://www.facebook.com/nexusbrewery/,,https://nexusbrewery.com/,Nexus Brewery,,,
Nexus Blue Smokehouse,"1511 Broadway Blvd SE, Albuquerque, NM 87102",Albuquerque,NM,87102,USA,food,barbecue and brewery,BBQ; brisket; burnt ends; pulled pork; craft beer; live local music,"Nexus smokehouse location focused on barbecue, smoked meats, craft beer and live local music.",https://nexusbrewery.com/,https://www.instagram.com/nexusbrewery/,https://www.facebook.com/nexusbrewery/,,https://nexusbrewery.com/,Nexus Brewery,,,
Rio Grande Social,"10127 Coors Blvd NW, Albuquerque, NM 87114",Albuquerque,NM,87114,USA,food,breakfast and brunch restaurant,breakfast; brunch; burgers; pizza; pasta; salads; tacos; cocktails; private parties,"Breakfast and brunch spot with salads, burgers, pizzas, pastas, tacos, cocktails, patio seating and group reservations.",https://riograndesocial.com/,https://www.instagram.com/riograndesocial,https://www.facebook.com/61560640840175,,https://riograndesocial.com/,Rio Grande Social,,,
The 377 Brewery,"2027 Yale Blvd SE, Albuquerque, NM 87106",Albuquerque,NM,87106,USA,nightlife,brewery and gastropub,craft beer; pub food; wings; burgers; fish and chips; catering; delivery; takeout; parties,"Local craft brewery with on-site beer, comfort food, dine-in, takeout, delivery, catering and private parties.",https://the377brewery.net/,,,,https://the377brewery.net/,The 377 Brewery,,,
