name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
COMMUNION Restaurant & Bar,2350 E Union St,Seattle,WA,98122,USA,food,restaurant,Southern-rooted Pacific Northwest cuisine; craft cocktails; brunch; dinner; reservations,"Award-winning restaurant and bar in Seattle's Central District serving Southern-rooted Pacific Northwest cuisine, cocktails, brunch, and dinner.",https://www.communionseattle.com/,https://www.instagram.com/communionseattle/,https://www.facebook.com/communionseattle/,https://www.communionseattle.com/,Communion Restaurant & Bar official website,Black-owned,https://www.communionseattle.com/,Official site explicitly states Black-owned and lists Seattle location/hours.,
Simply Soulful Cafe,2321 S Jackson St,Seattle,WA,98144,USA,food,soul food cafe,soul food; breakfast; catfish; mac and cheese; collard greens; catering; commercial kitchen rental,"Central District cafe serving soul food, pies, Southern staples, catering, events, and commercial kitchen space.",https://simplysoulfulcafe.com/,,,,https://simplysoulfulcafe.com/,Simply Soulful Cafe official website,,,"Official site lists address, menu, catering, and kitchen rental; no ownership designation stated."
The Comfort Zone,3642 33rd Avenue South,Seattle,WA,98144,USA,food,soul food restaurant,soul food; fried chicken; oxtails; seafood gumbo; online ordering; catering; parties,"Seattle soul food restaurant describing itself as a mother-daughter team with online ordering, catering, and group-party service.",https://thecomfortzonesoulfood.com/,https://www.instagram.com/thecomfortzonerestaurant206,https://www.facebook.com/801093636668221,,https://thecomfortzonesoulfood.com/,The Comfort Zone official website,,,Official site states mother-daughter team and gives current hours/address.
Braiding By Sara,9000 Rainier Ave S #83,Seattle,WA,98118,USA,beauty,braider,hair braiding; protective styling; crochet; passion twist; lemonade braids; natural hair care,"Seattle salon offering professional braiding and protective styling for women, men, and children.",https://braidingbysara.com/,,,,https://braidingbysara.com/,Braiding By Sara official website,,,Official site lists services and Seattle address; regulated licensing not claimed.
Seattle Infant Development Center,1217 6th Ave,Seattle,WA,98101,USA,childcare,infant and early learning center,infant care; toddler care; preschool; pre-K; HighScope curriculum; CCAP subsidy,Nonprofit downtown childcare center serving children from 1 month to 6 years with five classrooms and extended weekday hours.,https://www.sidckids.org/,,,https://www.facebook.com/seattleinfantdevelopmentcenter,,https://www.sidckids.org/,Seattle Infant Development Center official website,nonprofit 501(c)(3),"https://www.sidckids.org/,Official site explicitly states nonprofit tax-exempt 501(c)(3), current enrollment openings, and address."
KidsCentre,1211 Post Alley,Seattle,WA,98101,USA,childcare,daycare and preschool,infant program; toddler program; preschool; pre-K; meals; enrichment; urban outings,"Downtown Seattle childcare center offering infant, toddler, preschool, and pre-K programs with meals and enrichment.",https://www.kidscentreinc.com/,https://www.instagram.com/kidscentreseattle/,https://www.facebook.com/KidsCentreInc/,,https://www.kidscentreinc.com/,KidsCentre official website,,,Official site lists Seattle address and active programs.
Seattle Roots Community Health - Carolyn Downs Family Medical Center,2101 East Yesler Way,Seattle,WA,98122,USA,health,community health clinic,primary medical care; same-day appointments; walk-in care; Medicaid/Apple Health; interpretation services,Community health organization offering accessible medical care and same-day/walk-in services at Carolyn Downs Family Medical Center.,https://seattleroots.org/,,https://www.facebook.com/CountryDoctorCHC/,,https://seattleroots.org/,Seattle Roots Community Health official website,,,Official site lists clinic address and services; history notes founding by Black Panthers and anti-war activists but no current ownership inferred.
Brighton Jones,2030 1st Avenue 3rd Floor,Seattle,WA,98121,USA,finance,wealth management,wealth management; tax planning; executive compensation; estate and legacy planning; family office advice,"Seattle wealth-management office providing personalized advice to individuals, families, and family offices and describing community philanthropy.",https://www.brightonjones.com/locations/seattle/,,https://www.facebook.com/PersonalCFO/,,https://www.brightonjones.com/locations/seattle/,Brighton Jones official Seattle location page,,,Official site lists Seattle office and financial services; SEC-registered investment adviser disclosure appears on page.
Allworth Financial,9706 4th Avenue NE Suite 315,Seattle,WA,98115,USA,finance,financial planning and investment management,financial planning; investment management; tax planning; estate planning; insurance and risk services; fiduciary advisors,Seattle office of a registered investment adviser offering coordinated wealth-management services for individuals and families.,https://allworthfinancial.com/find-a-location/seattle,,,https://www.facebook.com/AllworthFinancial,,https://allworthfinancial.com/find-a-location/seattle,Allworth Financial official Seattle location page,,",Official page lists Seattle address, advisors, services, and registered investment adviser disclosure."
Stoel Rives LLP,600 University Street Suite 3400,Seattle,WA,98101,USA,law,business and litigation law,corporate law; banking; finance; environmental; labor and employment; intellectual property; tax; healthcare; real estate; litigation,Seattle law office offering full-service business law and litigation services across numerous practice areas and supporting local nonprofits.,https://www.stoel.com/contact/seattle,,,,,https://www.stoel.com/contact/seattle,Stoel Rives official Seattle office page,,",Official page lists Seattle office and legal services; attorneys' nonprofit service is described."
