name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Central Restaurant,129 Coosa Street,Montgomery,AL,36104,USA,food,upscale casual restaurant,"dinner; wood-fired dishes; Gulf seafood; local meats; private events; catering","Locally owned upscale-casual restaurant and event venue in downtown Montgomery highlighting local and seasonal ingredients.",https://central129coosa.com/,https://instagram.com/central129coosa,http://www.facebook.com/central129coosa,,https://central129coosa.com/,Central Restaurant,locally owned,https://central129coosa.com/,Official website states locally owned and provides Montgomery address.
Perennial Restaurant,1914 Mulberry Street,Montgomery,AL,36106,USA,food,locally sourced restaurant,"locally sourced food; dinner; conscious dining; community; small-scale farmers","Restaurant focused on quality locally sourced food, community, and a conscious dining experience.",https://www.eatperennial.com/,https://www.instagram.com/eatperennial,https://www.facebook.com/eatperennial,,https://www.eatperennial.com/,Perennial Restaurant,,,Official website provides active hours and Montgomery address.
Double Down Bistro,3416 Atlanta Hwy,Montgomery,AL,36109,USA,nightlife,bistro and bar,"food; drinks; rhythm and blues; reservations; catering; private parties","Montgomery bistro offering food, drinks, reservations, catering, and private events with a nightlife-oriented atmosphere.",https://doubledownbistro.com/,https://www.instagram.com/_doubledownbistro,https://www.facebook.com/111960631908782,,https://doubledownbistro.com/,Double Down Bistro,,,Official website lists hours, address, catering, reservations, and social links.
African Millennium Braids,4054 Norman Bridge Road,Montgomery,AL,36105,USA,beauty,braiding salon,"hair braiding; braids; styles for men women and children; professional hairstyles","Hair-braiding salon serving Metro Montgomery with professional styles for men, women, and children.",https://www.africanmilleniumbraids.com/,https://www.instagram.com/africanmillenniumbraids334/?hl=en,https://www.facebook.com/African-Millennium-Braids-452255835151674/,,https://www.africanmilleniumbraids.com/,African Millennium Braids,locally owned and operated,https://www.africanmilleniumbraids.com/,Official website explicitly says locally owned and operated and provides address.
YMCA of Greater Montgomery,,Montgomery,AL,,USA,childcare,early learning and after-school care,"child care; Pre-K; before-school care; after-school care; childwatch; days out; summer camp","Community nonprofit offering nurturing, affordable child care, early learning, Pre-K, before/after-school care, and childwatch across Greater Montgomery.",https://ymcamontgomery.org/programs/child-care/,https://www.instagram.com/ymcamontgomery/,https://www.facebook.com/YMCAofGreaterMontgomery/,,https://ymcamontgomery.org/programs/child-care/,YMCA of Greater Montgomery,501(c)(3) not-for-profit charitable organization,https://ymcamontgomery.org/programs/child-care/,Official page provides Montgomery service area but not one street address; record retained as multi-location service.
Family Guidance Center of Alabama,2358 Fairlane Drive,Montgomery,AL,36116,USA,childcare,family and early-care services,"child care resources; financial assistance; Head Start; early care training; parenting education; counseling","Alabama family-services organization offering early-care training, child-care resources, family support, and counseling; Montgomery main address is publicly listed.",https://www.familyguidancecenter.org/,,, ,https://www.familyguidancecenter.org/,Family Guidance Center of Alabama,,,Official website confirms family, early care, early education, and counseling programs; address from official-site search listing.
Baptist Medical Center South,2105 E South Blvd,Montgomery,AL,36116,USA,health,hospital and specialty care,"emergency care; Level I trauma; cardiovascular; maternity; NICU; behavioral health; surgery; hospice","492-bed acute-care hospital serving Central Alabama with emergency, trauma, specialty, maternity, behavioral-health, and surgical services.",https://www.baptistfirst.org/location/baptist-medical-center-south/,,, ,https://www.baptistfirst.org/location/baptist-medical-center-south,Baptist Health,,,Official hospital location page provides address and active 24-hour status.
Oak Street Health Montgomery,3000 Rosa L. Parks Ave,Montgomery,AL,36105,USA,health,primary care clinic,"primary care; chronic condition care; wellness; preventive care; immunizations; lab testing; Medicare","Primary-care clinic welcoming new patients and coordinating preventive, chronic-condition, specialty, and social-service support for Medicare-eligible adults.",https://www.oakstreethealth.com/locations/montgomery-al/montgomery-doctors-office,https://www.instagram.com/oakstreethealth,https://www.facebook.com/OakStreetHealth,,https://www.oakstreethealth.com/locations/montgomery-al/montgomery-doctors-office,Oak Street Health,,,Official location page lists address, services, hours, and accepting-new-patients status.
Health Services Inc,1845 Cherry Street,Montgomery,AL,36107,USA,health,community health center,"physical health; mental health; behavioral health; social services; primary care; OB/GYN; optometry; pediatrics; dentistry","Patient-centered health system providing affordable comprehensive physical, behavioral, and social-health services; Montgomery address publicly listed by the organization.",https://www.healthservicesinc.org/,,, ,https://www.healthservicesinc.org/,Health Services Inc,,,Official website confirms service categories; address from official-site search listing.
Central Alabama VA Medical Center-Montgomery,215 Perry Hill Road,Montgomery,AL,36109-3725,USA,health,veterans medical center,"primary care; specialty care; mental health; cardiology; urology; dementia care; audiology; veteran transportation","VA hospital providing primary and specialty health services, mental health care, cardiology, urology, dementia care, audiology, and veteran transportation support.",https://www.va.gov/central-alabama-health-care/locations/central-alabama-va-medical-center-montgomery/,,, ,https://www.va.gov/central-alabama-health-care/locations/central-alabama-va-medical-center-montgomery/,U.S. Department of Veterans Affairs,,,Official .gov location page provides address and services.
Bradley Montgomery,445 Dexter Avenue Suite 9075,Montgomery,AL,36104,USA,law,business and litigation law,"general litigation; commercial litigation; products liability; pharmaceutical litigation; class actions; governmental affairs; regulatory; public finance; employment litigation","Montgomery law-firm office offering business legal solutions, litigation, governmental affairs, regulatory, public finance, and employment-law services.",https://www.bradley.com/locations/montgomery,https://www.instagram.com/bradleylaw/,https://www.facebook.com/officialbradleylaw/,,https://www.bradley.com/locations/montgomery,Bradley,,,Official office page provides address and detailed legal practice areas.
Alabama Attorney General,501 Washington Avenue,Montgomery,AL,36104,USA,law,consumer and victim assistance,"consumer complaints; victim assistance; legal opinions; law enforcement; state attorney general services","State Attorney General office offering consumer complaint intake, victim assistance, legal opinions, and public legal resources.",https://www.alabamaag.gov/,,, ,https://www.alabamaag.gov/,Office of the Alabama Attorney General,,,Official state website provides Montgomery address and public services.
United Heating and Air Conditioning Inc,840 Roy Hodges Blvd,Montgomery,AL,36117,USA,home trades,HVAC plumbing and electrical,"heating; air conditioning; HVAC installation; HVAC repair; plumbing; electrical; 24-hour emergency service","Montgomery home-services contractor providing heating and air conditioning, plumbing, electrical work, and 24-hour emergency service.",https://unitedheating.net/, ,https://www.facebook.com/UnitedHeatingAir/,,https://unitedheating.net/,United Heating and Air Conditioning Inc,,,Official website states more than 30 years serving Montgomery and lists office address and services.
Splurge Montgomery,,Montgomery,AL,,USA,retail,womens fashion boutique,"women's clothing; dresses; tops; denim; shoes; jewelry; bags; gifts; online shopping","Women's fashion boutique offering clothing, shoes, accessories, jewelry, gifts, online ordering, and an in-person store presence in Montgomery.",https://shop-splurge.com/,https://www.instagram.com/shop_splurge/,https://www.facebook.com/SplurgeMontgomery/,,https://shop-splurge.com/,Splurge Montgomery,,,Official website confirms Montgomery-branded boutique, products, store visit option, and social links; street address not shown on fetched page.
AAA - Alabama,6901 Vaughn Road,Montgomery,AL,36116,USA,travel,travel agency and roadside services,"travel agency; travel services; trip planning; AAA membership; roadside assistance","AAA Alabama Montgomery location listed by the Montgomery Regional Chamber under Travel Agencies/Services.",http://www.aaa.com/,,, ,https://www.montgomerychamber.com/list/member/aaa-alabama-11,Montgomery Regional Chamber of Commerce,,,Chamber listing provides Montgomery address and category; official business website linked from listing.
HOPE Credit Union - Arba Street Branch,400 Arba Street,Montgomery,AL,36104,USA,finance,credit union branch,checking; savings; personal loans; vehicle loans; mortgage loans; credit cards; business accounts; financial education; counseling; ATM,Credit union branch offering personal and business accounts and loans, credit cards, financial education, counseling, and ATM access.,https://www.hopecu.org/branches/arba-street-branch/,https://www.instagram.com/hopecreditunion/,https://www.facebook.com/HopeCreditUnion/,,https://www.hopecu.org/branches/arba-street-branch/,HOPE Credit Union,,,Official branch page provides Montgomery address, hours, products, and services.
