name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Tony G's Soulfood,915 South Hackberry,San Antonio,TX,78210,USA,food,soul food restaurant,soul food; dine-in; online ordering; catering; private parties; reservations,"San Antonio soul food restaurant offering dine-in, online ordering, catering, and private events.",https://tonygssoulfood.com/,https://www.instagram.com/TonyGsSoulFood,,,https://tonygssoulfood.com/,Tony G's Soulfood official website,,,Official site lists address
La Belle African Braids,4418 Walzem Road,San Antonio,TX,,USA,beauty,braiding salon,African braids; knotless braids; box braids; cornrows; twists; locs; weave; retwist locs,"African hair-braiding salon with extensive braids, twists, loc, weave, and natural-hair styling services.",https://labelleafricanbraids.com/,https://www.instagram.com/labelleafricanbraids/,https://www.facebook.com/labelleafricanbraids/,https://www.tiktok.com/@labelleafrican,https://labelleafricanbraids.com/,La Belle African Braids official website,,,Official site provides San Antonio address
C Jackson Law Firm PLLC,2040 Babcock Road,San Antonio,TX,78229,USA,law,business and estate law,estate planning; probate; business formation; real estate transactions; notary; NIL consulting; guardianships,"Local law firm providing estate, probate, business, real-estate, notary, NIL, and guardianship services.",https://www.cjlawsa.com/business-formation-and-structure-lawyer,https://instagram.com/cjlawsa,https://facebook.com/107351454906758,,https://www.cjlawsa.com/business-formation-and-structure-lawyer,C Jackson Law Firm official website,woman-owned; minority-owned,https://www.cjlawsa.com/business-formation-and-structure-lawyer,"Ownership designations are explicitly self-stated on official site; site states team is led by a licensed Texas attorney.
Air Texas A/C & Heating,2707 Trinity Ridge,San Antonio,TX,78261,USA,home trades,HVAC,AC repair; AC installation; heating services; maintenance; indoor air quality; emergency HVAC; thermostat installation; duct cleaning"""
City of San Antonio Head Start Program,1227 Brady Blvd.,San Antonio,TX,78207,USA,childcare,early childhood education,Head Start; Early Head Start; early childhood education; health screenings; nutrition; family support,"City Head Start program providing full-day early childhood education plus health, nutrition, disability, and family-support services for children and families.",https://saheadstart.org/,https://www.instagram.com/headstartsa/?hl=en,https://www.facebook.com/sanantonioheadstart/,,https://saheadstart.org/,City of San Antonio Head Start official website,,,Official program site lists main office address and services; locations are distributed across SAISD and Edgewood ISD.
Black Potion,1900 Fredericksburg Rd. Suite 101,San Antonio,TX,78201,USA,nightlife,tabletop game tavern,board games; craft beer; wine; kitchen; retail games; private gaming rooms; live comedy; movies; events,"Tabletop game tavern combining craft and local beer, wine, kitchen bites, retail games, game lounge, theater, comedy, movies, and events.",https://blackpotionsatx.com/,https://www.instagram.com/blackpotionsatx,https://www.facebook.com/BlackPotionSATX/,,https://blackpotionsatx.com/,Black Potion official website,,,Official site lists current daily hours
The Jerk Shack,10234 TX-151 suite 103,San Antonio,TX,78251,USA,food,Caribbean restaurant,Caribbean cuisine; jerk chicken; curry; vegetarian dishes; online ordering; catering; event planning,"Chef-led artisan Caribbean restaurant offering dine-in, online ordering, bespoke catering, and group-event packages.",https://thejerkshacksatx.com/,https://www.instagram.com/thejerkshacksatx,,,https://thejerkshacksatx.com/,The Jerk Shack official website,veteran-owned (self-stated by chef),https://thejerkshacksatx.com/,Official site says Chef Nicola Blaque opened the restaurant as a veteran in 2018 with husband Cornelius Massey; current hours and address listed.
First Choice International Supermarket,5712 Wurzbach Road,San Antonio,TX,78238,USA,retail,international grocery,African food; Caribbean food; Indian food; Hispanic food; fresh meat and fish; produce; spices; beauty products; money transfer,"International supermarket serving diverse African, Caribbean, Indian, and Hispanic groceries, produce, meat, spices, household and beauty products.",https://fcisupermarket.com/,,, ,https://fcisupermarket.com/,First Choice International Supermarket official website,,,Official site identifies San Antonio store and product categories; money-transfer service is mentioned but details should be confirmed directly.
Merkaba,111 W. Crockett St. Suite 205,San Antonio,TX,78205,USA,nightlife,cocktail lounge and nightclub,cocktail lounge; nightclub; cocktails; DJs; live music; private events; bottle service; birthday parties,"Downtown cocktail lounge and nightclub with themed drinks, DJs, live music, lounges, nightlife promotions, and private events.",https://www.merkabatx.com/,https://www.instagram.com/MERKABATX/,https://www.facebook.com/MERKABATX/,,https://www.merkabatx.com/,Merkaba official website,,,Official site lists address
Vincent Vacations,401 E Sonterra Blvd Suite 375,San Antonio,TX,78258,USA,travel,travel agency,vacation planning; itinerary planning; hotels; flights; cruises; travel consulting; group travel,"Travel agency offering vacation planning, itinerary recommendations, flights, hotels, cruises, travel consulting, and advocacy when plans go wrong.",https://www.vincentvacations.com/travel-agency-San-Antonio,,, ,https://www.vincentvacations.com/travel-agency-San-Antonio,Vincent Vacations official website,,,Official page lists San Antonio address
Babcock Health & Wellness Clinic,6423 Babcock Rd.,San Antonio,TX,78249,USA,health,family practice and wellness clinic,family practice; telemedicine; aesthetic injectables; laser therapies; skincare; medical weight loss; body contouring; migraine procedure,"Community-oriented clinic providing family medicine, telemedicine, wellness, aesthetic, skincare, weight-loss, and body-contouring services.",https://babcockhealthandwellnessclinic.com/,,, ,https://babcockhealthandwellnessclinic.com/,Babcock Health & Wellness Clinic official website,,,Official clinic site lists San Antonio address
