name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes
Vic's On the River,26 E Bay Street,Savannah,GA,31401,United States,food,Southern restaurant,Southern cuisine; local seafood; lunch; dinner; private events; coffee bar; happy hour,"Contemporary Southern restaurant in a historic cotton warehouse with local seafood, lunch, dinner, private events and river views.",https://vicsontheriver.com/,https://instagram.com/vicsontheriverga,https://facebook.com/VicsOnTheRiverGA,,https://vicsontheriver.com/,Vic's On the River official website,,,Official site lists Savannah address and operating hours.
Fire Street Food,13 E Perry St,Savannah,GA,31401,United States,food,Asian street food restaurant,Thai plates; sushi; burgers; takeout; delivery; counter service; gift cards,"Counter-service diner near Chippewa Square serving Thai plates, sushi, burgers and other street food, with takeout and delivery.",https://www.firestreetfood.com/,https://www.instagram.com/firestreetfoodsavannah/,https://www.facebook.com/firestreetfoodsavannah,,https://www.firestreetfood.com/,Fire Street Food official website,,,"Official site lists exact address, menu categories, hours and ordering links."
ELEGANCE African Hair Braiding,11402 Abercorn St,Savannah,GA,31419,United States,beauty,braiding salon,African hair braiding; hair weaving; extensions; box braids; lemonade braids; faux locs; cornrows; Senegalese twists; goddess braids; touch-up; take-down,"Professional African hair-braiding and weave salon offering braids, extensions, locs, touch-ups and take-down services.",https://eleganceafricanhairbraids.com/,,,,https://eleganceafricanhairbraids.com/,ELEGANCE African Hair Braiding official website,,,Official site lists Savannah location and detailed service menu.
The Children's House Child Development Center,600 East 71 Street,Savannah,GA,31405,United States,childcare,early education center,childcare; early education; infants; toddlers; preschool; Georgia Pre-K; ages 6 weeks to 5 years; family support,"Three-Star Quality Rated early education and childcare program serving St. Joseph's/Candler employees and the general public, from infants through pre-kindergarten.",https://www.sjchs.org/the-children%27s-house,,,,https://www.sjchs.org/the-children%27s-house,St. Joseph's/Candler official website,,,Official source states it serves the general public and lists exact campus address.
Kicklighter Academy,7219 Seawright Drive,Savannah,GA,31406,United States,childcare,preschool and special-needs childcare,state-licensed childcare; preschool; infants; toddlers; school-age; disability-inclusive education; before/after school; meals,State-licensed preschool and childcare facility providing care and education for children with and without developmental or physical disabilities; parent organization is a 501(c) nonprofit.,http://krcacademy.org/,,https://www.facebook.com/KicklighterAcademy,,http://krcacademy.org/,Kicklighter Resource Center official website,501(c) nonprofit organization,http://krcacademy.org/,Official site states 501(c) nonprofit status and exact Savannah address.
McDevitt Air,600 W. 51st Street,Savannah,GA,31405,United States,home trades,HVAC contractor,air conditioning repair; heating repair; HVAC maintenance; system replacement; installation; indoor air quality; heat pumps; 24/7 emergency service,"Savannah HVAC contractor providing AC, heating, heat-pump, indoor-air-quality, installation, maintenance and emergency services since 1979.",https://mcdevittair.com/,,,,https://mcdevittair.com/,McDevitt Air official website,Family-owned and operated,https://mcdevittair.com/,"Official site states family-owned and operated, NATE-certified technicians, Carrier authorized dealer and Georgia license CN208520."
Oliver Maner LLP,218 West State Street,Savannah,GA,31401,United States,law,full-service law firm,legal services; litigation; transactional law; local law; state law; federal law; business law; individual representation,Full-service Savannah law firm with multiple practice areas and litigation and transactional capabilities; the firm also describes community service activity.,https://olivermaner.com/,,https://www.facebook.com/OliverManerLLP,,https://olivermaner.com/,Oliver Maner official website,,,Official site lists exact address and legal practice description.
Raymond James Savannah Branch,530 Stephenson Ave Ste 100,Savannah,GA,31405,United States,finance,financial advisory and wealth management,financial planning; investment advice; retirement planning; college tuition planning; legacy planning; wealth management,"Savannah financial-advisor branch offering financial planning, investment advice and wealth-management support for personal, retirement, education and legacy goals.",https://www.raymondjames.com/savannah-branch/,,,,https://www.raymondjames.com/savannah-branch/,Raymond James official branch website,,,Official source lists exact Savannah address and advisory services; registration caveat applies by jurisdiction.
"Harper Boutique, Inc",118 Bull Street,Savannah,GA,31401,United States,retail,women's clothing boutique,women's clothing; dresses; tops; bottoms; shoes; accessories; new arrivals; sale,"Locally owned women's boutique in historic downtown Savannah offering curated clothing, shoes and accessories.",https://harpersavannah.com/,https://www.instagram.com/harperboutique/,https://www.facebook.com/Harpersavannah,,https://harpersavannah.com/,Harper Boutique official website,Locally owned; founded by Leah Riffle and Thu Tran,https://harpersavannah.com/,Official site explicitly states locally owned and names founders; exact storefront address listed.
Congress Street Social Club,411 W Congress St,Savannah,GA,31401,United States,nightlife,bar and live music venue,bar; cocktails; local beer; bourbon; live music; late-night grill food; catering; private parties; games; happy hour,"Independent concert venue and bar with live music, late-night grill food, cocktails, bourbon, patio, catering and private-party space.",https://congressstreetsocialclub.com/,https://www.instagram.com/socialclubcongress,https://www.facebook.com/195091127183177,,https://congressstreetsocialclub.com/,Congress Street Social Club official website,,,"Official site lists exact address, hours, live music, food, drinks, events and social links."
