name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Clínica Dental 74,"Calle 74 y Calle Andrés Mojica, San Francisco",Panama City,Panama,,Panama,health,dental clinic,general dentistry; orthodontics; implants; periodontics; pediatric dentistry,"Dental clinic offering general, cosmetic, orthodontic, implant, periodontal, surgery, prosthetic and pediatric services.",https://clinica74.com/,+507 270-4951,https://www.instagram.com/clinica74/,https://es-la.facebook.com/clinica74/,,https://clinica74.com/,Clínica Dental 74,,,true,physical,,,,,Official website contact section and services pages confirm current destination/address; address-backed coordinates are added only by guarded staging geocoding.
ABCnMe Early Learning Center,"Edificio FasTracKids, Ave. Centenario - Cl. Green Bay, Costa del Este",Panama City,Panama,,Panama,child care/education,preschool,bilingual preschool; early learning; after-school; extracurricular activities,"Bilingual early-learning preschool for children, with personalized education, small groups and after-school programs.",https://www.abcnmepty.com/,+507 203-2260 / +507 393-4060,https://www.instagram.com/abcnmepty/,https://www.facebook.com/ABCnMePanama,,https://www.abcnmepty.com/,ABCnMe Early Learning Center,,,true,physical,Spanish; English,Monday-Friday 8:00 AM-5:00 PM,,,"Official website identifies the Costa del Este physical center, contact numbers, bilingual offering and office hours; address-backed coordinates are added only by guarded staging geocoding."
Hotel Milan,"Calle Eusebio A. Morales #31, El Cangrejo",Panama City,Panama,,Panama,travel/hospitality,hotel and restaurant,hotel; restaurant; bar; parking; 24-hour reception; bilingual staff,"Hotel with restaurant and bar, covered parking, 24-hour reception and bilingual staff.",https://hotelmilan.com.pa/es,+507 263-6130,,,,https://hotelmilan.com.pa/es,Hotel Milan,,,false,physical,Spanish; English,Reception 24 hours,,,"Official hotel website confirms current location, restaurant/bar and on-site services; address-backed coordinates are added only by guarded staging geocoding."
J. Quijano,"Calle 43 Este, Edificio Colores de Bella Vista, Oficina 13-C",Panama City,Panama,,Panama,legal/financial services,law firm,corporate law; tax; labor; immigration; real estate; banking; litigation; customs,"Panamanian law firm providing commercial, civil, banking, tax, immigration, real-estate and other legal services.",https://jquijano.com/en/lawyerinpanama/,+507 6750-9433,https://www.instagram.com/j.quijanoabogados,https://www.facebook.com/JQuijanoabogados,,https://jquijano.com/en/lawyerinpanama/,J. Quijano,,,true,physical,,,,,"Official law-firm website confirms office location, phone and legal practice areas; address-backed coordinates are added only by guarded staging geocoding."
Clínica Médico Dental Pacific Bay,"Ave. Balboa, PH Bay Mall, piso 3, Puerta 307",Panama City,Panama,,Panama,health,dental clinic,general dentistry; orthodontics; implants; cosmetic dentistry; AirFlow cleaning; endodontics,"Dental clinic offering preventive, orthodontic, implant, cosmetic and restorative treatments.",https://www.clinicapacificbay.com/,+507 383-1377 / +507 6158-4899,,,,https://www.clinicapacificbay.com/,Clínica Médico Dental Pacific Bay,,,true,physical,,,USD 40-475,,"Official clinic website confirms location, phone, services and published treatment prices; address-backed coordinates are added only by guarded staging geocoding."
Hotel La Compañía Casco Antiguo,"Avenida A y Calle 8, Casco Antiguo",Panama City,Panama,,Panama,travel/hospitality,hotel,hotel; dining; bars; lodging,Boutique hotel in Casco Antiguo with multiple restaurants and bars.,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,+507 302-8888,https://www.instagram.com/hotellacompania/,https://www.facebook.com/Hotel-La-Compa%C3%B1ia-284425662438292,,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,Hyatt / Hotel La Compañía,,,false,physical,,,,,Official Hyatt destination page confirms current hotel address and phone; address-backed coordinates are added only by guarded staging geocoding.
1739,"Avenida A y Calle 8, Casco Antiguo",Panama City,Panama,,Panama,food/nightlife,restaurant and wine cellar,French cuisine; wine cellar; dinner,Restaurant and wine cellar at Hotel La Compañía.,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,+507 302-8888,https://www.instagram.com/hotellacompania/,https://www.facebook.com/Hotel-La-Compa%C3%B1ia-284425662438292,,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,Hyatt / Hotel La Compañía,,,false,physical,,Mon-Sat 6:00 PM-10:30 PM,,,"Official Hyatt dining page confirms the named operating venue, shared street address and published hours; address-backed coordinates are added only by guarded staging geocoding."
Capella Rooftop,"Avenida A y Calle 8, Casco Antiguo",Panama City,Panama,,Panama,food/nightlife,rooftop bar,cocktails; local specialties; rooftop views; nightlife,Rooftop lounge and bar at Hotel La Compañía.,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,+507 302-8888,https://www.instagram.com/hotellacompania/,https://www.facebook.com/Hotel-La-Compa%C3%B1ia-284425662438292,,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,Hyatt / Hotel La Compañía,,,false,physical,,Mon-Sun 6:00 PM-12:00 AM,,,"Official Hyatt dining page confirms the named operating venue, shared street address and published hours; address-backed coordinates are added only by guarded staging geocoding."
Luigi’s,"Avenida A y Calle 8, Casco Antiguo",Panama City,Panama,,Panama,food/nightlife,Italian restaurant,Italian cuisine; lunch; dinner,Italian restaurant at Hotel La Compañía.,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,+507 302-8888,https://www.instagram.com/hotellacompania/,https://www.facebook.com/Hotel-La-Compa%C3%B1ia-284425662438292,,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,Hyatt / Hotel La Compañía,,,false,physical,,Mon-Sun 11:30 AM-10:30 PM,,,"Official Hyatt dining page confirms the named operating venue, shared street address and published hours; address-backed coordinates are added only by guarded staging geocoding."
Exilio Bar,"Avenida A y Calle 8, Casco Antiguo",Panama City,Panama,,Panama,food/nightlife,bar,cocktails; wine; beer; nightlife,Bar at Hotel La Compañía.,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,+507 302-8888,https://www.instagram.com/hotellacompania/,https://www.facebook.com/Hotel-La-Compa%C3%B1ia-284425662438292,,https://www.hyatt.com/unbound-collection/en-US/ptyub-unbound-hotel-la-compania-casco-antiguo/dining,Hyatt / Hotel La Compañía,,,false,physical,,Mon-Sun 11:30 AM-1:00 AM,,,"Official Hyatt dining page confirms the named operating venue, shared street address and published hours; address-backed coordinates are added only by guarded staging geocoding."
