name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Cartagena Royal Boutique Hotel,"Calle de la Cruz #09-41, Centro",Cartagena,Bolívar,,Colombia,lodging,boutique hotel,hotel rooms rooftop restaurant bar jacuzzi laundry airport transfer,"Boutique hotel with restaurant, bar, rooftop, wet zone, laundry and airport shuttle.",https://www.cartagenaroyal.com/en/,+57 300 6534590,https://www.instagram.com/cartagenaroyal/?hl=en,https://www.facebook.com/HotelCartagenaRoyalInn/,https://www.tiktok.com/@hotel.cartagena.r,https://www.cartagenaroyal.com/en/,Cartagena Royal official website,,,false,physical,English; Spanish,"Contact site; restaurant Mon-Sat 07:00-22:00, Sun/holidays 07:00-21:00",,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
Royal Sunset Restaurant,"Calle de la Cruz #09-41, Centro",Cartagena,Bolívar,,Colombia,food,restaurant and rooftop bar,national and international cuisine cocktails coffee terrace events,Open-air terrace restaurant at Cartagena Royal Boutique Hotel.,https://www.cartagenaroyal.com/en/restaurant/,+57 300 6534590,https://www.instagram.com/cartagenaroyal/?hl=en,https://www.facebook.com/HotelCartagenaRoyalInn/,https://www.tiktok.com/@hotel.cartagena.r,https://www.cartagenaroyal.com/en/restaurant/,Cartagena Royal official restaurant page,,,false,physical,English; Spanish,Mon-Sat 07:00-22:00; Sun/holidays 07:00-21:00,,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
Hyatt Regency Cartagena,Carrera 1 #12-118,Cartagena,Bolívar,130000,Colombia,lodging,hotel and events,hotel rooms spa pools fitness restaurant meetings weddings pet friendly,"Beachfront hotel with spa, pools, fitness center, dining and events.",https://www.hyatt.com/hyatt-regency/en-US/ctgrc-hyatt-regency-cartagena,+57 605 6941234,https://www.instagram.com/hyattregencycartagena/,https://www.facebook.com/HyattRegencyCartagena/,,https://www.hyatt.com/hyatt-regency/en-US/ctgrc-hyatt-regency-cartagena,Hyatt official hotel page,,,false,physical,English; Spanish,Aqoral SPA daily 09:00-19:00; pools daily 08:00-20:00,,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
Colegio Jorge Washington,"Zona Norte, Anillo Vial Km 12",Cartagena,Bolívar,,Colombia,child care and education,school,preschool elementary middle school high school English Spanish learning center,Student-centered international school serving preschool through high school.,https://cojowa.edu.co/elementary-home/elementary/,+57 605 6930170 ext. 100,https://www.instagram.com/cojowa/,https://www.facebook.com/cojowa/,,https://cojowa.edu.co/elementary-home/elementary/,Colegio Jorge Washington official site,,,true,physical,English; Spanish,Mon-Fri 07:30-16:00,,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
Cartagena Global Supplier SAS,Transversal 54 #27-209,Cartagena,Bolívar,,Colombia,B2B suppliers,industrial and marine supplier,provisions maintenance repair industrial marine supplies sealing technology,"Supplier of provisions, maintenance and repair, industrial and marine supplies, and sealing technology.",https://www.cartagenaglobalsupplier.com/en/contacto/,+57 321 597 5502; +57 318 375 3146,,,,https://www.cartagenaglobalsupplier.com/en/contacto/,Cartagena Global Supplier official contact page,,,false,physical,Spanish; English,,,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
Budget Marine Colombia – Cartagena – El Espinal,"Calle 32 No. 18C-131, Avenida Pedro de Heredia, Sector El Espinal",Cartagena,Bolívar,13001,Colombia,retail,marine chandlery,marine supplies boaters special orders local delivery nationwide shipping,"Marine chandlery store with special orders, local delivery and nationwide shipping.",https://budgetmarine.com/locations/budget-marine-colombia-cartagena/,+57 311 3438315,,http://www.facebook.com/budgetmarine,,https://budgetmarine.com/locations/budget-marine-colombia-cartagena/,Budget Marine official location page,,,false,physical,Spanish; English,Mon-Fri 08:00-17:00; Sat 08:00-13:00,,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
E.S.E. Hospital Universitario del Caribe,"Zaragocilla, Calle 29 No. 50-50",Cartagena,Bolívar,130002,Colombia,health,hospital,24-hour emergency hospitalisation laboratory imaging endoscopy outpatient consultation,"Public university hospital with emergency, laboratory, imaging, endoscopy and outpatient services.",https://www.hucaribe.gov.co/contactenos/,+57 605 6517190; +57 316 352 8915; +57 321 540 6546,https://www.instagram.com/hospital.universitario.caribe/,https://www.facebook.com/hospitaluniversitariodelcaribe/,,https://www.hucaribe.gov.co/contactenos/,Hospital Universitario del Caribe official contact page,,,true,physical,Spanish,Emergency 24h; outpatient Mon-Fri; laboratory Mon-Fri 07:00-09:00,,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
Clínica Blas de Lezo S.A.,"Transversal 54 #47-57, Avenida El Bosque",Cartagena,Bolívar,,Colombia,health,hospital and clinic,hospital adult pediatric intensive care neonatal emergency medical services,Hospital and clinic with adult and pediatric hospital areas and critical care.,https://clinicablasdelezo.com.co/contact/,+57 605 6931315,https://www.instagram.com/clinicablasdelezo/,,,https://clinicablasdelezo.com.co/contact/,Clínica Blas de Lezo official contact page,,,true,physical,Spanish,User service Mon-Fri 08:00-16:00; critical-care companion 24h,,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
Clínica Cartagena del Mar SAS,"Calle 30 No. 20-71, Pie de la Popa",Cartagena,Bolívar,,Colombia,health,clinic,24-hour emergency hospitalisation intensive care surgery laboratory cardiology endoscopy imaging outpatient,"Clinic offering emergency, hospitalisation, intensive care, surgery, laboratory, cardiology, endoscopy and imaging.",https://ctgdelmar.com.co/web/,+57 313 882 3621; +57 320 546 1145,https://www.instagram.com/clinicacartagenadelmar/,https://www.facebook.com/Cl%C3%ADnica-Cartagena-Del-Mar-SAS-108998423975685,,https://ctgdelmar.com.co/web/,Clínica Cartagena del Mar official site,,,true,physical,Spanish,Urgencias 24h,,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
San Nicolás Restaurante - Bar,"Cl. 25 #8b-159, Getsemaní",Cartagena,Bolívar,,Colombia,food,Caribbean restaurant and bar,Caribbean cuisine seafood cocktails family dining events gluten-free vegan vegetarian,"Caribbean restaurant-bar with terrace, air-conditioned salon, events and dietary options.",https://sannicolasrestaurantebar.com/,+57 310 622 1662,https://www.instagram.com/sannicolasctg/,https://web.facebook.com/Sannicolasctg,https://www.tiktok.com/@sannicolasctg,https://sannicolasrestaurantebar.com/,San Nicolás official website,,,false,physical,Spanish; English,Daily 11:30-23:30,,,Source is the official business website or official public profile with a current destination and public street address; address-backed coordinates are added only by guarded staging geocoding.
