name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Brasserie Ommegang,Rue de la Montagne 4,Brussels,Brussels-Capital,1000,Belgium,food/groceries,Belgian brasserie,"Belgian cuisine, homemade food, terrace, private hire","Traditional Belgian brasserie with homemade cuisine, terrace and accessibility services.",https://www.ommegang-brussels.com/en/address-contact/,+32 2 387 51 61,,,,https://www.ommegang-brussels.com/en/address-contact/,Official contact page,,,false,physical,French; Dutch; English,Mon-Sun 11:00-22:30,mid-range,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
BEAT,Rue de l’Enseignement 1,Brussels,Brussels-Capital,1000,Belgium,food/groceries,Belgian restaurant,"Belgian cuisine, vegetarian, brunch, lunch, business lunch","Belgian restaurant offering vegetarian options, brunch, lunch and business lunch.",https://beatrestaurants.be/en,+32 496 91 29 71,https://instagram.com/beatrestaurants/,https://facebook.com/beatrestaurants,,https://beatrestaurants.be/en,Official website,,,false,physical,English; French; Dutch,Mon-Thu 11:00-23:30; Fri 11:00-00:30; Sat 10:00-00:30; Sun 10:00-23:30,mid-range,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
9 et Voisins,Rue Van Artevelde 1,Brussels,Brussels-Capital,1000,Belgium,food/groceries,Belgian restaurant,"Belgian specialities, vegetarian, vegan, gluten-free, family-friendly","Brussels restaurant serving Belgian specialities with vegetarian, vegan, lactose-free and gluten-free options.",https://9-et-voisins.be/en,+32 2 512 90 49,,https://www.facebook.com/pages/9%20Et%20Voisin/194744707227436/,,https://9-et-voisins.be/en,Official website,,,false,physical,French; Dutch; English; Spanish,Mon-Fri 18:00-23:00; Sat-Sun 12:00-00:00,mid-range,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
Bouillon Bruxelles,Rue des Dominicains 7,Brussels,Brussels-Capital,1000,Belgium,food/groceries,Belgian brasserie,"Belgian cuisine, vegetarian, halal, vegan, groups","Belgian brasserie with vegetarian, halal and vegan menu options and group facilities.",https://bouillonbruxelles.com/en,+32 2 512 20 84,,,,https://bouillonbruxelles.com/en,Official website,,,false,physical,English; French; Dutch,Mon 18:00-22:30; Tue-Thu 12:00-14:00 and 18:00-22:30; Fri-Sat 12:00-15:00 and 18:00-23:00; Sun 12:00-15:00 and 18:00-22:00,budget-mid,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
Aux Armes de Bruxelles,Rue des Bouchers 13,Brussels,Brussels-Capital,1000,Belgium,food/groceries,Belgian restaurant,"Belgian cuisine, business lunch, banquets, group dining","Established Belgian restaurant with menu, business lunch and banquet services.",https://auxarmesdebruxelles.com/,+32 2 511 55 50,https://www.instagram.com/auxarmesdebruxelles/,https://www.facebook.com/AuxArmesdeBruxelles.be,,https://auxarmesdebruxelles.com/,Official website,,,false,physical,French; Dutch; English; Chinese; Japanese; Arabic,Mon 12:00-22:30; Tue-Sun 12:00-22:30,high,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
EXKi Porte de Namur,Chaussée d’Ixelles 12,Brussels,Brussels-Capital,1050,Belgium,food/groceries,Fast-casual restaurant,"vegetarian meals, takeaway, salads, sandwiches",Official EXKi location listed at Porte de Namur.,https://www.exki.com/restaurants,,,,,https://www.exki.com/restaurants,Official locations page,,,false,physical,French; Dutch; English,,budget,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
EXKi Rue Neuve,Rue Neuve 78,Brussels,Brussels-Capital,1000,Belgium,food/groceries,Fast-casual restaurant,"vegetarian meals, takeaway, salads, sandwiches",Official EXKi location listed on Rue Neuve.,https://www.exki.com/restaurants,,,,,https://www.exki.com/restaurants,Official locations page,,,false,physical,French; Dutch; English,,budget,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
The Chutney’s Restaurant,Rue Duquesnoy 5,Brussels,Brussels-Capital,1000,Belgium,food/groceries,Restaurant,"restaurant dining, reservations",Restaurant with official contact and location page at Rue Duquesnoy.,https://www.chutneysbrussels.com/contact-and-location,+32 2 505 55 55,,,,https://www.chutneysbrussels.com/contact-and-location,Official contact page,,,false,physical,English; French; Dutch,,mid-range,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
Royal Museums of Fine Arts of Belgium,Rue du Musée 9,Brussels,Brussels-Capital,1000,Belgium,experiences,Art museum,"fine arts, exhibitions, museum shop, restaurants","National fine-arts museum complex with exhibitions, specialist bookshop and restaurants.",https://fine-arts-museum.be/en/contact,+32 2 508 32 11,,,,https://fine-arts-museum.be/en/contact,Official contact page,,,false,physical,French; Dutch; English,,mid-range,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
Experience Europe,Rue Archimède/Archimedesstraat 1,Brussels,Brussels-Capital,1000,Belgium,experiences,Interactive exhibition,"European Commission, interactive exhibition, family activities, school groups",Free interactive European Commission exhibition with activities for all ages.,https://commission.europa.eu/get-involved/visit-european-commission/experience-europe_en,+32 2 296 5555,,,,https://commission.europa.eu/get-involved/visit-european-commission/experience-europe_en,European Commission official page,,,false,physical,"24 EU official languages; activity in English, French, Dutch, German, Spanish, Italian, Polish",Mon 13:00-18:00; Tue-Fri 09:00-18:00; Sat-Sun 10:00-18:00,free,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
Art & History Museum,Parc du Cinquantenaire 10,Brussels,Brussels-Capital,1000,Belgium,experiences,History museum,"art history, archaeology, exhibitions",Museum of art and history with official practical-information page and Brussels address.,https://www.artandhistory.museum/en/practical-information,,,,,https://www.artandhistory.museum/en/practical-information,Official practical information page,,,false,physical,French; Dutch; English,,mid-range,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
Brussels City Museum,Grand-Place,Brussels,Brussels-Capital,1000,Belgium,experiences,City museum,"Brussels history, exhibitions, tickets",City museum at Grand-Place with official visitor information and ticketing.,https://www.brusselscitymuseum.brussels/en/,+32 2 279 43 50,,,,https://www.brusselscitymuseum.brussels/en/,Official museum website,,,false,physical,French; Dutch; English,,mid-range,,Source is the official current destination/contact page; current physical street address is explicitly published. Address-backed coordinates are added only by guarded staging geocoding.
