name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
zahn&Art (GbR),Chausseestraße 22,Berlin,Berlin,10115,Germany,health/dental,dentist,"dentist, implants, bleaching, prophylaxis, root canal, children’s dentistry","Dental practice offering general and specialist dental services, including children’s treatment.",https://www.zahnarzt-berlin-mitte-zahnundart.de/,030 88762090,,,,https://www.zahnarzt-berlin-mitte-zahnundart.de/,Official practice website,,,True,physical,German; English; Portuguese; Spanish,Mon-Fri 08:00-19:00 (site also lists Fri to 15:00); by appointment,,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Diekmann Restaurant X Austernbar,Meinekestraße 7,Berlin,Berlin,10719,Germany,food/nightlife,restaurant and oyster bar,"German cuisine, French cuisine, oysters, business lunch, dinner, wine","Restaurant and oyster bar near Kurfürstendamm serving German and French cuisine, regional ingredients and oysters.",https://diekmann-restaurant.de/,030 8833321,https://www.instagram.com/diekmann_restaurant/,https://www.facebook.com/diekmann.restaurant/,,https://diekmann-restaurant.de/,Official restaurant website,,,False,physical,German,Mon-Sat from 12:00; holidays from 18:00; Sunday closed,$$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Circle Products GmbH (Coffee Circle),Lindower Straße 18,Berlin,Berlin,13347,Germany,food/groceries,coffee roaster and café/B2B supplier,"coffee, coffee café, roasts, coffee equipment, office coffee, restaurant and retailer supply","Berlin coffee company with on-site café purchases, coffee roasts, equipment and B2B office, restaurant and retailer offers.",https://www.coffeecircle.com/en/e/legal-notice,+49 30 3982 1383,,,,https://www.coffeecircle.com/en/e/legal-notice,Official legal notice,,,False,physical,German; English,Hotline Mon-Fri 09:30-13:30; café hours via official café page,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Solaris SE,Cuvrystraße 53,Berlin,Berlin,10997,Germany,legal/financial services,financial technology and banking services,"digital banking, payments, cards, lending, identification, insurance intermediary","Financial services and banking technology company offering digital banking, cards, payments, lending and identification services.",https://www.solarisgroup.com/en/imprint/,+49 30 83797775,,,,https://www.solarisgroup.com/en/imprint/,Official company imprint,,,True,physical,German; English; Spanish,Customer support Mon-Fri 13:00-15:00,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Estrel Hotel GmbH,Sonnenallee 225,Berlin,Berlin,12057,Germany,housing/travel,hotel and events venue,"hotel, rooms, wellness, restaurants, congress center, shows","Large Berlin hotel and event destination with rooms, restaurants, wellness, congress facilities and shows.",https://www.estrel.de/,+49 30 68310,,,,https://www.estrel.com/en/imprint,Official company imprint,,,False,physical,German; English,Not stated on source page,$$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Estrel Congress Center GmbH,Sonnenallee 225,Berlin,Berlin,12057,Germany,B2B suppliers,congress and events venue,"conferences, congresses, event venue, business events","Berlin congress and event venue operated at the Estrel site, serving conferences and large events.",https://www.estrel.de/,+49 30 68310,,,,https://www.estrel.com/en/imprint,Official company imprint,,,False,physical,German; English,Not stated on source page,$$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
MACHmit! Museum für Kinder gGmbH,Senefelderstraße 5,Berlin,Berlin,10437,Germany,experiences,children’s museum,"children’s museum, exhibitions, workshops, children’s birthdays, family activities","Children’s museum with exhibitions, programs, projects, children’s birthdays and family visits.",https://machmitmuseum.de/,030 74778200,https://www.instagram.com/machmit_museum/,https://www.facebook.com/machmitmuseumberlin/,,https://machmitmuseum.de/,Official museum website,,,False,physical,German,Wed-Fri 14:00-18:00; Sat-Sun 10:00-18:00,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
K&B AutoService GmbH,Rothenbachstraße 43-47,Berlin,Berlin,13089,Germany,auto,car repair and tire service,"car repair, vehicle service, tires, automotive maintenance",Automotive workshop and tire service for car repairs and vehicle service.,https://www.kbas.info/,+49 30 4484453,,,,https://www.kbas.info/KONTAKT/Impressum/,Official company website and imprint,,,False,physical,German,Mon-Thu 08:00-17:00; Fri 08:00-16:00; weekend closed,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Beauty Car FZP Fahrzeugpflege GmbH,Rankestraße 4,Berlin,Berlin,10789,Germany,auto,vehicle detailing,"vehicle cleaning, interior cleaning, upholstery cleaning, disinfection, car detailing",Vehicle-care and detailing business offering professional car cleaning and interior/upholstery treatment.,https://beauty-car.de/,030 403667507,,,,https://beauty-car.de/impressum/,Official company website and imprint,,,False,physical,German,By appointment; hours not stated,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
BIKINI BERLIN,Budapester Straße 38-50,Berlin,Berlin,10787,Germany,retail,concept shopping mall and food market,"concept stores, showrooms, shopping, Kantini food market, restaurants, rooftop terrace","Concept shopping mall with stores, showrooms, Kantini food market, restaurants and rooftop terrace.",https://www.bikiniberlin.de/de/home/,,,,,https://www.bikiniberlin.de/de/home/,Official destination website,,,False,physical,German; English,Mall Mon-Sat 09:00-20:30; shops/boxes/Kantini Mon-Sat 10:00-20:00; rooftop Mon-Sun 09:00-21:00,$$,Address from official destination’s known public location; current page confirms operation and offerings.,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Hackesche Höfe,Rosenthaler Straße 40-41,Berlin,Berlin,10178,Germany,retail/experiences,"shopping, dining and culture complex","shops, restaurants, cinema, theater, coffee, entertainment","Operating Berlin courtyard complex combining shopping, dining, cinema, theater and cultural experiences.",https://www.hackesche-hoefe.de/,,https://www.instagram.com/hackeschehoefe/,https://www.facebook.com/hackeschehoefe/,,https://www.hackesche-hoefe.de/,Official destination website,,,False,physical,German; English,Not stated on source page,$$,"Address is the public street location of the official destination; current page confirms operating shops, dining and culture.",Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Zebra International Kindergarten e.V.,Sonnenburger Straße 54,Berlin,Berlin,10437,Germany,child care/education,international kindergarten,"kindergarten, childcare, international early education",International kindergarten serving children at a Berlin location.,https://en.zebrakita.de/,+49 30 44041109,,,,https://en.zebrakita.de/impressum,Official kindergarten legal notice,,,True,physical,English; German,Not stated on source page,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Europa KITA Berlin - Lichtenberg,Judith-Auer-Straße 6,Berlin,Berlin,10369,Germany,child care/education,private bilingual daycare,"daycare, bilingual German-English, organic meals, movement, music, creative early education","Private daycare in Lichtenberg offering childcare, bilingual German-English support, organic meals, movement and creative early education.",https://www.europa-kita.de/,030 74073718,,,,https://www.europa-kita.de/,Official daycare website,,,True,physical,German; English,Not stated on source page,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Europa KITA Berlin - Mahlsdorf,Hultschiner Damm 1,Berlin,Berlin,12623,Germany,child care/education,private bilingual daycare,"daycare, bilingual German-English, organic meals, movement, creative early education","Private daycare in Mahlsdorf offering childcare, bilingual German-English support, organic meals and movement programming.",https://www.europa-kita.de/,030 74073718,,,,https://www.europa-kita.de/,Official daycare website,,,True,physical,German; English,Not stated on source page,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Europa KITA Berlin - Reinickendorf,Oranienburger Straße 13,Berlin,Berlin,13437,Germany,child care/education,private bilingual daycare,"daycare, bilingual support, organic meals, movement, creative early education","Private daycare in Reinickendorf opened in 2025, with bilingual programming, organic meals and creative and movement activities.",https://www.europa-kita.de/,030 74073718,,,,https://www.europa-kita.de/,Official daycare website,,,True,physical,German; English,Not stated on source page,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Berlin Friseure,Petersburgerstraße 49,Berlin,Berlin,10249,Germany,hair/beauty,hair salon,"hair styling, haircut, hair care, salon booking",Hair salon offering hair services with online booking.,https://www.berlinfriseure.com/,+49 30 58872202,https://www.instagram.com/berlinfriseure/?hl=de,,,https://www.berlinfriseure.com/imprint,Official salon imprint,,,False,physical,German,Not stated on source page,$$,,Current official website/imprint or official destination page confirms the public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
