name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Uncle T's Diner,"51 Alex Ekwueme Way, opp. Jabi Lake, Jabi",Abuja,FCT,900108,Nigeria,food,restaurant,restaurant; catering; private events; home services,"Comfort-dining restaurant with catering, private-event, and home-service offerings.",https://uncle-ts.ng/,+234 915 555 9565,https://www.instagram.com/unclets.ng/,https://www.facebook.com/unclets.ng/,,https://uncle-ts.ng/,Uncle T's official website,,,false,physical,,07:30-00:00,"₦11,000-₦29,000 menu examples",,Current destination and address confirmed on the business's official website; address-backed coordinates are added only by guarded staging geocoding.
L'avenue Café & Restaurant,"33 Alex Ekwueme Way, Kado",Abuja,FCT,,Nigeria,food,restaurant,cafe; restaurant; reservations; private dining,"Cafe and restaurant in Kado offering dining, reservations, and private dining.",https://www.lavenuecafe.ng/,+234 810 315 2037,https://www.instagram.com/lavenue_cafe_restaurant/,,,https://www.lavenuecafe.ng/contact,L'avenue official contact page,,,false,physical,,08:00-00:00,,,Current destination and address confirmed on the business's official contact page; address-backed coordinates are added only by guarded staging geocoding.
Jeleosinmi,"Silverbird Mall Plot 1162, Shehu Musa Yar'Adua Drive, Central Business District",Abuja,FCT,900211,Nigeria,child care,creche and daycare,creche; daycare; weekend care; afterschool care; babysitting; holiday programs; postpartum care,"Childcare provider offering crèche/daycare, workplace crèche, holiday programs, postpartum care, and childcare consultancy.",https://jeleosinmi.com/,+234 803 496 1762,https://www.instagram.com/jeleosinmi/,https://www.facebook.com/jeleosinmi/,,https://jeleosinmi.com/privacy,Jeleosinmi official website/privacy page,,,true,physical,,Mon-Fri 07:00-19:00; Sat-Sun 10:00-19:00,,,Current destination and address confirmed on the provider's official website; address-backed coordinates are added only by guarded staging geocoding. Wuse2 branch omitted to avoid duplicate-location ambiguity.
Prime Care Dental Clinic,"Number 37, Moses Adasu Close, Zone D, Apo Legislative Quarters",Abuja,FCT,,Nigeria,health,dental clinic,general dentistry; dental implants; cosmetic dentistry; radiography; emergency dental care,"24-hour dental clinic providing preventive, cosmetic, restorative, implant, radiography, and emergency care.",https://primecaredentalclinic.com.ng/,+234 803 875 9966; +234 812 132 8506,https://www.instagram.com/primecaredentalclinic/,https://www.facebook.com/24hoursdentalservices/,,https://primecaredentalclinic.com.ng/,Prime Care Dental Clinic official website,,,true,physical,,24/7,Affordable pricing stated by provider; no numeric range published,,Current destination and address confirmed on the clinic's official website; address-backed coordinates are added only by guarded staging geocoding.
Bellevue Dental Clinic,"169 Adetokunbo Ademola Crescent, Wuse II",Abuja,FCT,,Nigeria,health,dental clinic,emergency dental care; preventive care; professional cleaning; orthodontic treatment; cosmetic dentistry,"Dental clinic providing emergency, preventive, restorative, orthodontic, and cosmetic care.",https://bellevuedental.care/,+234 809 114 9418,https://www.instagram.com/bellevuedentalclinic/,https://www.facebook.com/BellevuedentalNG,,https://bellevuedental.care/,Bellevue Dental Clinic official website,,,true,physical,,By appointment; emergency care advertised,Flexible options and HMOs accepted; no numeric range published,,Current destination and address confirmed on the clinic's official website; address-backed coordinates are added only by guarded staging geocoding.
Abuja Car Marketplace,"102 Ahmadu Bello Way, Kado",Abuja,FCT,900108,Nigeria,auto,vehicle marketplace,vehicle listings; buying; selling; sedan; SUV; van; trucks; pickups; EVs,Physical Abuja marketplace connecting buyers and sellers for vehicle listings and deals.,https://abujacar.com/,+234 808 535 9774,,,,https://abujacar.com/contact-us/,Abuja Car Marketplace official contact page,,,false,physical,,,Vehicle pricing varies by listing,,Current destination and address confirmed on the marketplace's official contact page; address-backed coordinates are added only by guarded staging geocoding.
G Elias,"30 Mediterranean Street, Maitama",Abuja,FCT,,Nigeria,legal,business law firm,corporate law; finance law; disputes; tax; energy; projects; commerce law,"Nigerian business law firm advising on corporate, financial, disputes, tax, energy, projects, commerce, and new-economy matters.",https://www.gelias.com/,+234 1 888 8881,,,,https://www.gelias.com/,G Elias official website,,,true,physical,,,Quote on enquiry,,Current destination and address confirmed on the firm's official website; address-backed coordinates are added only by guarded staging geocoding.
PKF Professional Services (ng),"Unity Bank Building (5th Floor), Plot 785, Herbert Macaulay Way",Abuja,FCT,,Nigeria,financial,accounting and advisory,audit; assurance; tax compliance; corporate finance; accounting; IFRS; IT consulting; corporate secretarial,"Professional-services firm offering audit, assurance, tax, accounting, corporate finance, IT consulting, and secretarial services.",http://www.pkf-ng.com/,+234 902 514 9928; +234 802 305 8740,,,,https://www.pkf.com/pkf-firms/africa/nigeria/pkf-professional-services-ng-abuja/,PKF International firm profile,,,true,physical,,,Quote on enquiry,,Current destination and address confirmed on PKF's official firm profile; address-backed coordinates are added only by guarded staging geocoding.
Aisle Car Rentals,"1099 First Ave, Wuse",Abuja,FCT,900103,Nigeria,auto,car rental and chauffeur,car rental; chauffeur; inter-state travel; airport transfer; SUV; sedan; bus; pickup,"Abuja-based car-rental and chauffeur service for city, airport, corporate, family, NGO, and inter-state travel.",https://aisle.com.ng/,+234 809 183 9153; WhatsApp +234 803 958 3941,,,,https://aisle.com.ng/inter-state-travel/,Aisle Car Rentals official website,,,false,physical,,24/7,Customized quote,,Current destination and address confirmed on the provider's official website; address-backed coordinates are added only by guarded staging geocoding.
Bell Transport,"Jabi Plaza, after Rukayya Plaza, opposite Conoil Jabi",Abuja,FCT,,Nigeria,travel,interstate bus transport,interstate bus; ticket booking; luggage; Abuja-Kano; Abuja-Kaduna; Abuja-Maiduguri,Road-transport operator with an Abuja Jabi terminal and online booking for intercity routes.,https://belltransport.ng/,+234 704 935 5500,,,,https://belltransport.ng/,Bell Transport official website,,,false,physical,,Abuja departure 07:00; route schedules vary,"₦55,000 example fare published for Damaturu-Abuja",,Current terminal destination and address confirmed on the operator's official website; address-backed coordinates are added only by guarded staging geocoding.
