name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Dubai Dental Hospital,"Dubai Healthcare City, Street 34, Building 34",Dubai,Dubai,,United Arab Emirates,health,dental hospital,general dentistry; orthodontics; endodontics; periodontics; prosthodontics; oral surgery; pediatric dentistry,Dedicated dental hospital offering seven specialties and family care.,https://dubaihealth.ae/facility/ambulatory-health-center/dental-hospital,800 60,https://www.instagram.com/dubaihealth/,,,https://services.dha.gov.ae/sheryan/wps/portal/home/medical-directory/facility-details?facilityId=8784219,Dubai Health / DHA,,,true,physical,English; Arabic,Mon 09:00-21:00; Tue 09:00-18:00; Wed 09:00-21:00; Thu 09:00-18:00; Fri 07:30-12:00; Sun 09:00-18:00,,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
Apollonia Pediatric Dental Clinic Dubai,"Villa 1055, Al Wasl Road, Umm Suqeim",Dubai,Dubai,,United Arab Emirates,health,pediatric dental clinic,pediatric dentistry; orthodontics; root canal treatment,"Children's dental clinic for infants, toddlers, children and adolescents.",https://appolonia.ae/ar/pediatric-dental-clinic-dubai,800 7600,,,,https://appolonia.ae/ar/pediatric-dental-clinic-dubai,Apollonia official Arabic website,,,true,physical,English; Arabic,Daily 11:00-19:30,,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
Roberto's Dubai,"Gate Village 1, DIFC",Dubai,Dubai,,United Arab Emirates,food,restaurant,Italian fine dining; business lunches; private events; cocktails,Homegrown Italian fine-dining restaurant in DIFC.,https://www.robertos.ae/,+971 4 386 0066,,,,https://www.robertos.ae/,Roberto’s official website,,,false,physical,English; Arabic,,premium,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
Asma Restaurant,"The Dubai Mall, First Floor, Cinema Parking Level 5, next to Ice Rink",Dubai,Dubai,,United Arab Emirates,food,restaurant,Middle Eastern cuisine; Lebanese; Jordanian; Palestinian; Egyptian; Syrian food; kids meals,Contemporary Middle Eastern restaurant in Dubai Mall.,https://asma.ae/,+971 4 394 0646,https://www.instagram.com/asmarestaurant/,https://www.facebook.com/AsmaRestaurantDXB,,https://asma.ae/,Asma official website,Emirati-owned (self-identified),,false,physical,English; Arabic,Daily 10:00-01:00,mid-range,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
Daily IMPZ,"First Entry Mall, Dubai Production City (IMPZ)",Dubai,Dubai,,United Arab Emirates,food,restaurant,fresh meals; restaurant; takeaway,Daily restaurant branch in Dubai.,https://www.dailyrestaurant.ae/,+971 58 994 8891; +971 4 554 8891,,,,https://www.dailyrestaurant.ae/,Daily official website,,,false,physical,English; Arabic,,mid-range,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
Daily Karama,"Behind Ramee Royal, Al Karama",Dubai,Dubai,,United Arab Emirates,food,restaurant,fresh meals; restaurant; takeaway,Daily restaurant branch in Dubai.,https://www.dailyrestaurant.ae/,+971 4 337 3123; +971 4 337 3307,,,,https://www.dailyrestaurant.ae/,Daily official website,,,false,physical,English; Arabic,,mid-range,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
Daily Qusais,"Main Damascus Road, Al Qusais",Dubai,Dubai,,United Arab Emirates,food,restaurant,fresh meals; restaurant; takeaway,Daily restaurant branch in Dubai.,https://www.dailyrestaurant.ae/,+971 4 267 3709; +971 4 267 3708,,,,https://www.dailyrestaurant.ae/,Daily official website,,,false,physical,English; Arabic,,mid-range,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
Daily Oud Metha,"27 6B Street, Lamcy area, Oud Metha",Dubai,Dubai,,United Arab Emirates,food,restaurant,fresh meals; restaurant; takeaway,Daily restaurant branch in Dubai.,https://www.dailyrestaurant.ae/,+971 4 323 4146; +971 56 538 4095,,,,https://www.dailyrestaurant.ae/,Daily official website,,,false,physical,English; Arabic,,mid-range,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
Daily International City,"Building Q-04, France Cluster, International City",Dubai,Dubai,,United Arab Emirates,food,restaurant,fresh meals; restaurant; takeaway,Daily restaurant branch in Dubai.,https://www.dailyrestaurant.ae/,+971 4 424 8894,,,,https://www.dailyrestaurant.ae/,Daily official website,,,false,physical,English; Arabic,,mid-range,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
Daily Barsha,"Bel Selha Residence, Al Barsha 1",Dubai,Dubai,,United Arab Emirates,food,restaurant,fresh meals; restaurant; takeaway,Daily restaurant branch in Dubai.,https://www.dailyrestaurant.ae/,+971 5 451 83177; +971 4 558 3177,,,,https://www.dailyrestaurant.ae/,Daily official website,,,false,physical,English; Arabic,,mid-range,,Current official destination/source confirms the listed Dubai street address and business operation. Address-backed coordinates are added only by guarded staging geocoding.
