name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Kultura,"KG 350 St, Kibagabaga, Kigali",Kigali,Kigali,,Rwanda,food,fine dining restaurant,Asian cuisine; wines; signature cocktails,"Fine dining restaurant serving Asian dishes, wines and signature cocktails.",https://www.kulturadining.com/,+250 786 700 108,https://www.instagram.com/kultura_flavours_of_asia/,,,https://www.kulturadining.com/,Kultura official website,,,false,physical,English; Kinyarwanda,Mon-Sun 12:00-00:00,,,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
Essence Bar & Grill,"KN 14th Ave Road, KG 670 St, Gate #2, Kimihurura, Kigali, Rwanda",Kigali,Kigali,,Rwanda,food,restaurant and lounge,West African cuisine; international cuisine; catering; delivery,West-African and international restaurant and lounge offering catering and Kigali delivery.,https://essencebarandgrill.com/,+250 796 164 714,,,,https://essencebarandgrill.com/,Essence official website,,,false,physical,English; Kinyarwanda,Mon-Thu 11:00-00:00; Fri-Sat 11:00-02:00; Sun 11:00-01:00,,,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
CKYC Lounge,"KN 196 St, Kigali, Rwanda",Kigali,Kigali,,Rwanda,food,Rwandan restaurant,traditional Rwandan cuisine; grilled meats; delivery,"Restaurant serving traditional Rwandan dishes, grilled specialties and delivery.",https://ckyclounge.com/,+250 796 140 360,https://www.instagram.com/ckyclounge/,https://web.facebook.com/meclapton,,https://ckyclounge.com/,CKYC official website,,,false,physical,English; Kinyarwanda,Mon-Fri 09:00-00:00; Sat-Sun 09:00-02:00,"RWF 5,000-25,000",,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
Kigali Serena Hotel,"KN 3 Avenue, Kigali, Rwanda",Kigali,Kigali,,Rwanda,hospitality,hotel and restaurants,hotel; Sokoni Restaurant; Milima Restaurant; family dining; events,"Central five-star hotel with restaurants, family dining, room service and events.",https://www.serenahotels.com/kigali,+250 788 184 500,https://www.instagram.com/serenakigali/,https://www.facebook.com/serenakigali/,,https://www.serenahotels.com/kigali,Kigali Serena official website,,,false,physical,English; Kinyarwanda,Sokoni breakfast 06:00-10:00; lunch 12:00-15:00; dinner 18:00-22:00,USD 100+,,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
King Faisal Hospital Rwanda,"KG 544 Street 10, Kacyiru, Gasabo, Kigali, Rwanda",Kigali,Kigali,,Rwanda,health,hospital,specialized healthcare; outpatient; inpatient; consultations; diagnostics,Multi-specialty quaternary hospital providing specialized healthcare.,https://kfh.rw/,+250 788 123 200,,,,https://kfh.rw/contact/,King Faisal Hospital official contact page,,,true,physical,English; Kinyarwanda,,,,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
HumanHood Clinics,"Umoja House, Muhima KN3 Road, Nyarugenge, Kigali, Rwanda",Kigali,Kigali,,Rwanda,health,clinic,medical clinic; appointments,Clinic with appointment booking and weekday plus Sunday hours.,http://humanhoodclinics.rw/,+250 781 921 753; +250 788 467 587,https://www.instagram.com/humanhoodclinics.rw?igsh=MWhrajc0aHpwajR1Zg%3D%3D,https://www.facebook.com/share/1ChieVdwT4/,,http://humanhoodclinics.rw/contact/,HumanHood Clinics official contact page,,,true,physical,English; Kinyarwanda,Mon-Fri 08:00-17:00; Sun 09:00-13:00,,,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
Kigali Parents' School,"KK 15 Ave, Kigali, Rwanda",Kigali,Kigali,,Rwanda,education,school,school; admissions; academics; facilities,School providing a welcoming and dynamic learning environment.,https://kpsrwanda.ac.rw/,+250 782 859 121; +250 788 742 500,,,,https://kpsrwanda.ac.rw/contact-us/,Kigali Parents School official contact page,,,true,physical,English; Kinyarwanda,,,,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
University of Kigali,"KN 5 Road, Boulevard de l’Umuganda, Kacyiru, Gasabo District, Kigali, Rwanda",Kigali,Kigali,,Rwanda,education,university,higher education; academic programs; admissions,University main campus in Kacyiru with stated working hours and social destinations.,https://uok.ac.rw/,+250 788 359 336,https://www.instagram.com/univ_of_kigali/,https://www.facebook.com/universityofkigaliUOK,,https://uok.ac.rw/contact-us/,University of Kigali official contact page,,,true,physical,English; Kinyarwanda,Mon-Fri 08:30-21:00; Sat-Sun 08:00-17:00,,,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
BK Capital,"KN 30 St, Kigali, Rwanda",Kigali,Kigali,,Rwanda,financial,investment and wealth management,investment banking; fund management; brokerage; corporate finance; advisory,"Investment bank and fund manager offering brokerage, investment and wealth management, and corporate finance advisory.",https://bkcapital.rw/,+250 798 284 430; 0220100241,https://www.instagram.com/bk_capital_official/,https://www.facebook.com/bkcapitalrw,,https://bkcapital.rw/contacts/,BK Capital official contacts page,,,true,physical,English; Kinyarwanda,,,,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
RwandaMart,"KN 4 St, IPOSITA Building, Kigali, Rwanda",Kigali,Kigali,,Rwanda,retail,online shopping center with physical office,groceries; fashion; home décor; health and beauty; customer support,"Rwanda shopping center with in-person office and product categories including groceries, home, fashion, health and beauty.",https://rwandamart.rw/,+250 791 945 679,,,,https://rwandamart.rw/contact/,RwandaMart official contact page,,,false,physical,English; Kinyarwanda,Mon-Fri 09:00-17:00,"RWF 50,000 free-shipping threshold",,Source basis: official website/contact page or Kigali City Government guide; current destination/address confirmed on the cited page. Address-backed coordinates are added only by guarded staging geocoding.
