name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Chubby's Jamaican Kitchen,104 Portland St,Toronto,Ontario,M5V 2N2,Canada,food,Caribbean restaurant,Jamaican cuisine; jerk chicken; oxtail; catering,"Jamaican restaurant with takeout, delivery, reservations, private events and catering.",https://chubbysjamaican.com/,416-792-8105,https://www.instagram.com/chubbysjamaican/,,,https://chubbysjamaican.com/,Official website,,,false,physical,,Sun 11am-10pm; Mon-Tue 4pm-10pm; Wed-Thu 12pm-10pm; Fri-Sat 12pm-11pm,$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
Simone's Caribbean Restaurant,596 Danforth Ave,Toronto,Ontario,M4K 1R1,Canada,food,Caribbean restaurant,jerk chicken; oxtail; curry chicken; takeout,"Caribbean restaurant serving jerk chicken, oxtail, curry dishes, drinks and takeout.",https://simonescaribbeanrestaurant.shop/,416-792-5252,https://www.instagram.com/reel/DGjpT-HgKlO/,https://www.facebook.com/simonescaribbeanrestaurant/,,https://simonescaribbeanrestaurant.shop/,Official website,,,false,physical,,Mon-Sat 11am-10pm; Sun 11am-9pm,$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
Taste Seduction Jamaican Cuisine,399 Keele St,Toronto,Ontario,M6P 2K9,Canada,food,Jamaican restaurant,Jamaican cuisine; international cuisine; catering; delivery; takeout,"Gourmet Jamaican and international cuisine with catering, takeout and delivery.",https://www.tasteseduction.ca/,416-763-8763,https://www.instagram.com/taste_seduction/?hl=en,https://www.facebook.com/TasteSeductionCuisine/,,https://www.tasteseduction.ca/,Official website,,,false,physical,,Daily 12pm-8pm,$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
Roywoods - City Place,121 Fort York Blvd,Toronto,Ontario,M5V 4B3,Canada,food,Caribbean restaurant,jerk chicken; oxtail; curry goat; halal chicken; catering,"Caribbean restaurant serving jerk chicken, oxtail, curry dishes, sandwiches, sides and catering.",https://roywoods.ca/,416-631-7574,,,,https://roywoods.ca/,Official website,,,false,physical,,,$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
Roywoods - Union Station,65 Front St W,Toronto,Ontario,M5J 1E6,Canada,food,Caribbean restaurant,jerk chicken; oxtail; curry goat; halal chicken; catering,"Caribbean restaurant serving jerk chicken, oxtail, curry dishes, sandwiches, sides and catering.",https://roywoods.ca/,416-365-7564,,,,https://roywoods.ca/,Official website,,,false,physical,,,$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
Roywoods - Toronto,598 Bay St,Toronto,Ontario,M5G 1M7,Canada,food,Caribbean restaurant,jerk chicken; oxtail; curry goat; halal chicken; catering,"Caribbean restaurant serving jerk chicken, oxtail, curry dishes, sandwiches, sides and catering.",https://roywoods.ca/,416-813-0878,,,,https://roywoods.ca/,Official website,,,false,physical,,,$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
Roywoods - Yorkdale,3401 Dufferin St,Toronto,Ontario,M6A 2T9,Canada,food,Caribbean restaurant,jerk chicken; oxtail; curry goat; halal chicken; catering,"Caribbean restaurant serving jerk chicken, oxtail, curry dishes, sandwiches, sides and catering.",https://roywoods.ca/,416-782-3701,,,,https://roywoods.ca/,Official website,,,false,physical,,,$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
Conejo Negro,838 College St,Toronto,Ontario,M6H 1A2,Canada,food,Caribbean Creole Latin restaurant,Caribbean cuisine; Creole cuisine; Latin cuisine; cocktails; reservations,"Restaurant offering Caribbean, Creole and Latin-inspired food and drinks with reservations.",https://conejonegrotoronto.com/,416-637-3868,https://www.instagram.com/conejonegro_to/,,,https://conejonegrotoronto.com/,Official website,,,false,physical,,,$$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
Salon Scavo,1470 Yonge Street,Toronto,Ontario,M4T 1Z6,Canada,hair_beauty,hair salon,hair styling; hair colouring; makeup; appointments,"Hair salon offering styling, colour and makeup services by appointment.",https://salonscavo.com/,416-964-1229,https://www.instagram.com/salonscavotoronto/,,,https://salonscavo.com/,Official website,,,false,physical,,,$$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
03 Hair Salon,370 College St,Toronto,Ontario,M5T 1S6,Canada,hair_beauty,hair salon,Japanese hair cutting; hair colour; perm; makeup; booking,"Hair salon specializing in Japanese cutting techniques, colour, perm and makeup services.",https://www.03hairsalontoronto.com/,416-979-5405,,,,https://www.03hairsalontoronto.com/,Official website,,,false,physical,Japanese,10am-8pm; closed Tuesdays,$$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
BSH Toronto,473A Church St,Toronto,Ontario,M4Y 2C5,Canada,hair_beauty,hair salon,hair styling; salon appointments,Hair salon in Church and Wellesley offering appointment-based services.,https://www.bshtoronto.ca/contact-om,416-961-0473,https://www.instagram.com/bshtoronto/,,,https://www.bshtoronto.ca/contact-om,Official website,,,false,physical,,,$$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
The Cabinet Salon,577 Queen Street West,Toronto,Ontario,M5V 2B6,Canada,hair_beauty,hair salon,hair styling; salon appointments,Toronto hair salon with appointment booking and listed service hours.,https://thecabinetsalon.com/pages/contact-us,647-344-3132,,,,https://thecabinetsalon.com/pages/contact-us,Official website,,,false,physical,,Tue/Thu 12pm-8pm; Wed/Fri 10am-6pm; Sat 10am-5pm,$$$,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
A Different Booklist,779 Bathurst Street,Toronto,Ontario,M5S 0B7,Canada,retail,bookstore,books; Black history; African diaspora; Caribbean studies; events; school orders,"Independent bookstore specializing in Black, African diaspora, Caribbean and diverse literature, with events and school services.",https://adifferentbooklist.com/,416-538-0889,https://www.instagram.com/adfrntbooklist/,,,https://adifferentbooklist.com/,Official website,Black-owned / Black-serving,https://ontherecordnews.ca/10-black-owned-businesses-you-can-support/,false,physical,,,,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
TYPE Books - Junction,2887 Dundas St West,Toronto,Ontario,M6P 1S4,Canada,retail,bookstore,new fiction; nonfiction; kids books; subscriptions; special orders,"Independent bookstore selling fiction, nonfiction, children’s books, subscriptions and special orders.",https://typebooks.ca/,416-761-9973,https://www.instagram.com/typebooks/,,,https://typebooks.ca/,Official website,,,false,physical,,,,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
TYPE Books - Queen St W,883 Queen St W,Toronto,Ontario,M6J 1G5,Canada,retail,bookstore,new fiction; nonfiction; kids books; subscriptions; special orders,"Independent bookstore selling fiction, nonfiction, children’s books, subscriptions and special orders.",https://typebooks.ca/,416-366-8973,https://www.instagram.com/typebooks/,,,https://typebooks.ca/,Official website,,,false,physical,,,,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
TYPE Books - Forest Hill,427 Spadina Rd,Toronto,Ontario,M5P 2W3,Canada,retail,bookstore,new fiction; nonfiction; kids books; subscriptions; special orders,"Independent bookstore selling fiction, nonfiction, children’s books, subscriptions and special orders.",https://typebooks.ca/,416-487-8973,https://www.instagram.com/typebooks/,,,https://typebooks.ca/,Official website,,,false,physical,,,,,Current official website confirms the public street address and destination; address-backed coordinates are added only by guarded staging geocoding.
