name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
RCR Tours,"1st Ave. Jackson, St. Michael, Bridgetown BB11014",Bridgetown,Saint Michael,BB11014,Barbados,experiences,tour operator,"private tours, island tours, airport transfers","Barbadian tour operator offering private island tours, travel packages and airport transfers.",https://www.rcrtour.com/,+1 (246) 230-5357,,https://www.facebook.com/toursrcr/,,https://www.rcrtour.com/,RCR Tours,,,false,physical,English,Not stated,$115-$250 per person,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
CaribSupply (Barbados) Inc.,"Cheapside, Bridgetown",Bridgetown,Saint Michael,,Barbados,B2B suppliers,industrial and safety supply,"water pressure systems, fire extinguishers, air compressors, industrial supplies","Supplier serving industrial, safety and equipment needs, with a Bridgetown location.",https://caribsupply.com/?page_id=11412,(246) 436-6788,,https://www.facebook.com/CaribSupply-501907109997165/,,https://caribsupply.com/?page_id=11412,CaribSupply official contact page,,,false,physical,English,Mon-Fri 8:00am-4:30pm; Sat 8:00am-1:00pm,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
Dr. Golding's Dental Office / A Winning Smile,"The Garrison, Bridgetown",Bridgetown,Saint Michael,,Barbados,health/dental,dentist,"cleanings, Invisalign, oral surgery, cosmetic dentistry, laser dentistry, children’s dentistry","Dental office providing comprehensive oral health, cosmetic, surgical and children’s dental services.",https://www.drgoldingdental.com/,+1 (246) 228-2201,,,,https://www.drgoldingdental.com/,Dr. Golding official website,,,true,physical,English,Mon-Sat 8:30am-4:30pm,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
General Post Office,"Cheapside, Bridgetown, Saint Michael BB11000",Bridgetown,Saint Michael,BB11000,Barbados,community-serving,postal service,"mail, postage, postal services",Barbados Postal Service main General Post Office serving postal and customer-service needs.,https://bps.gov.bb/contact-us/,(246) 535-3900,,https://www.facebook.com/barbadospostal/,,https://bps.gov.bb/contact-us/,Barbados Postal Service official contact page,,,false,physical,English,Mon-Fri 7:30am-5:00pm (General Post Office),Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
Barbados Revenue Authority,"Weymouth Corporate Centre, Roebuck Street, Bridgetown, Saint Michael",Bridgetown,Saint Michael,,Barbados,legal/financial services,tax administration,"tax services, revenue administration, appeals tribunal",Barbados Revenue Authority headquarters and Appeals Tribunal destination on Roebuck Street.,https://bra.gov.bb/About/Tribunal/About/Contact,(246) 429-3829,,https://www.facebook.com/BarbadosRevenueAuthority/,,https://bra.gov.bb/About/Tribunal/About/Contact,Barbados Revenue Authority official contact page,,,true,physical,English,Not stated,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
AffinityPlus Credit Union – Bridgetown Branch,"Walcott Brooks Building, Fairchild Street, Bridgetown, Saint Michael BB11015",Bridgetown,Saint Michael,BB11015,Barbados,legal/financial services,credit union,"teller services, savings, loans, mortgages, money transfers, financial counselling","Credit union branch offering teller, savings, loan, mortgage, payment and member services.",https://affinityplusbb.com/bridgetown-branch,(246) 436-5600,,https://www.facebook.com/affinityplusbb,https://www.tiktok.com/@affinityplusbb,https://affinityplusbb.com/bridgetown-branch,AffinityPlus official branch page,,,true,physical,English,Mon-Fri 8:30am-4:30pm; last Sat monthly 9:00am-12:45pm,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
Hilton Barbados Resort,"Needham's Point, St Michael, Bridgetown 11000",Bridgetown,Saint Michael,11000,Barbados,housing/travel,hotel resort,"accommodation, dining, spa, gym, beaches, pools, meetings and events","Beachfront resort with accommodation, dining, spa, gym, pools, beaches and events facilities.",https://www.hilton.com/en/hotels/bgihihh-hilton-barbados-resort/,+1 (246) 426-0200,,,,https://www.hilton.com/en/hotels/bgihihh-hilton-barbados-resort/,Hilton official hotel page,,,false,physical,English,Check-in 4:00pm; check-out 11:00am,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
CG United Insurance Ltd.,"Lower Broad Street, Bridgetown BB11000",Bridgetown,Saint Michael,BB11000,Barbados,legal/financial services,insurance,"car, home, travel, cargo, health, business, marine, life and pensions insurance","Insurance office offering personal, commercial, motor, home, health, travel and other insurance products.",https://bb.cgcoralisle.com/contact/,+1 (246) 430-1900,,https://www.facebook.com/cgcoralisle,,https://bb.cgcoralisle.com/contact/,CG United official contact page,,,true,physical,English,Weekdays 8:00am-4:30pm,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
Republic Bank Barbados – Head Office,"Independence Square, Bridgetown",Bridgetown,Saint Michael,,Barbados,legal/financial services,bank,"savings, chequing, loans, mortgages, credit cards, online banking, commercial banking","Bank head office providing personal, commercial and corporate banking services.",https://republicbarbados.com/about/contact-us,+1 (246) 227-2700,,https://www.facebook.com/republicbankbarbados,,https://republicbarbados.com/about/contact-us,Republic Bank official contact page,,,true,physical,English,Mon-Fri 7:45am-4:00pm,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
Winston Scott Polyclinic,"Ladymeade Gardens, Bridgetown, Saint Michael",Bridgetown,Saint Michael,,Barbados,health/dental,polyclinic,"24/7 urgent care, medical officer, nursing, fast-track doctor and nurse",Government polyclinic operating around the clock with medical and nursing services.,https://www.health.gov.bb/Institution?institution=9,(246) 536-3400,,,,https://www.health.gov.bb/Institution?institution=9,Ministry of Health and Wellness official institution page,,,true,physical,English,24/7,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
Cheapside Public Market,"Cheapside, Bridgetown, Saint Michael",Bridgetown,Saint Michael,,Barbados,food/groceries,public market,"fresh produce, food vending, local market",Current government-listed public market supporting produce vending and local food commerce.,https://www.gov.bb/Departments/public-markets,(246) 535-6226,,,,https://www.gov.bb/Departments/public-markets,Government of Barbados public markets page,,,false,physical,English,Not stated,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
Fairchild Street Public Market,"Fairchild Street, Bridgetown, Saint Michael",Bridgetown,Saint Michael,,Barbados,food/groceries,public market,"fresh produce, food vending, local market",Current government-listed public market supporting produce vending and local food commerce.,https://www.gov.bb/Departments/public-markets,(246) 535-6232 / 6233,,,,https://www.gov.bb/Departments/public-markets,Government of Barbados public markets page,,,false,physical,English,Not stated,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
Scotiabank Barbados – Broad Street,"Broad Street, Bridgetown, Saint Michael",Bridgetown,Saint Michael,,Barbados,legal/financial services,bank,"premium banking, personal banking, business banking, account services",Scotiabank Barbados Broad Street destination with premium banking contact and branch hours.,https://bb.scotiabank.com/Premium-Banking/contact-premium-banking.html,+1 (246) 421-2265,,https://www.facebook.com/scotiacaribbean,,https://bb.scotiabank.com/Premium-Banking/contact-premium-banking.html,Scotiabank official contact page,,,true,physical,English,Mon-Thu 8:00am-2:00pm; Fri 8:00am-3:00pm,Not stated,,Current official destination/address source; address-backed coordinates are added only by guarded staging geocoding.
