name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
"Margaritaville Montego Bay","Gloucester Ave","Montego Bay","St. James","","Jamaica","Food & nightlife","Restaurant, bar, nightclub, water park","Jamaican food, restaurant, bar, water park, live entertainment, nightclub, retail","Full-service restaurant and bar with water park, Caribbean Sea access, live entertainment, retail store and Clubville nightclub on the Hip Strip.","https://www.margaritavillecaribbean.com/montego-bay/","+1 876-952-4777","https://www.instagram.com/mvillecaribbean/","https://www.facebook.com/mvillecaribbean/","","https://www.margaritavillecaribbean.com/montego-bay/","Official business website","","",false,"physical","English","Nightclub 10:00pm-4:00am; restaurant hours not stated","$$-$$$","","Official business website provides current destination, address, phone, services, social links and nightclub hours; address-backed coordinates are added only by guarded staging geocoding."
"Queen G's Restaurant","Seacastles, Rosehall, Block G Main Road","Montego Bay","St. James","","Jamaica","Food & nightlife","Jamaican restaurant and event venue","Jamaican food, jerk, oxtail, takeout, courtyard dining, catering, karaoke, game nights","Jamaican takeout restaurant with open-air courtyard, catering and community/event nights.","https://queengsrestaurant.com/","+1 876-508-8011","https://www.instagram.com/queengsrestaurant?igsh=MWVoMWc3ZWRtaWp6Mw==","https://www.facebook.com/queengsrestaurant","","https://queengsrestaurant.com/","Official business website","Family legacy (self-described)","https://queengsrestaurant.com/",false,"physical","English","Mon-Sat 8:00am-10:00pm; Sunday closed","$-$$","","Official business website FAQ/footer confirms current destination, street address, phone, services, hours and social destinations; address-backed coordinates are added only by guarded staging geocoding."
"Cecil's Auto Services Limited","1-3 Fish Lane","Montego Bay","St. James","","Jamaica","Auto","Auto repair and roadside assistance","vehicle servicing, mechanic, roadside assistance, engine rebuild, transmission, front-end repair, fitness check, crash estimates","Automotive repair and servicing shop with roadside assistance and vehicle diagnostics/repair services.","https://cecilsautoservicesltd.com/","+1 876-952-0708; +1 876-298-3662; +1 876-887-1144; +1 876-540-1286","","","","https://cecilsautoservicesltd.com/","Official business website","","",true,"physical","English","Mon-Fri 8:30am-5:00pm; Sat 10:30am-4:00pm; Sun 11:00am-3:00pm","$$","","Official business website identifies current Montego Bay location, services, phones and hours; address-backed coordinates are added only by guarded staging geocoding."
"Scott's Auto Electrical Supplies","9 Church Hill Ave","Montego Bay","St. James","","Jamaica","Auto","Auto electrical supplies and service center","auto electrical parts, BMW, MINI, Honda, Toyota parts, diagnostics, servicing, brakes, suspension, transmission, GPS, alarms","Auto electrical parts supplier and service center specializing in BMW/MINI servicing and parts/accessories for multiple makes.","https://scottsautoja.com/","+1 876-971-1859; +1 876-402-0107; +1 876-859-1704","https://www.instagram.com/scottsautomobay/","https://www.facebook.com/Scotts-Auto-Electrical-Supplies-280276578770966/","","https://scottsautoja.com/","Official business website","","",true,"physical","English","Mon-Sat 8:00am-7:00pm; Sunday closed","$$","","Official business website provides current street address, services, phone, hours and social destinations; address-backed coordinates are added only by guarded staging geocoding."
"HoShing Realty & Associates","33 Bogue Heights Blvd.","Montego Bay","St. James","","Jamaica","Housing","Real estate brokerage and property management","property sales, rentals, leasing, property management, real estate services","Real estate company handling property purchases, rentals, sales, leasing and management.","https://hoshingrealty.com/","+1 876-979-5693; +1 876-356-8665","","","","https://hoshingrealty.com/privacy-policy/","Official business privacy policy","","",true,"physical","English","Not stated","$$-$$$","","Official business privacy policy updated May 10, 2026 confirms business name, current address, phones and regulated real-estate services; address-backed coordinates are added only by guarded staging geocoding."
"Hospiten Montego Bay","Lot/Apt 2, Spring Estate, 2520 Half Moon","Montego Bay","St. James","2520","Jamaica","Health","Hospital and medical center","emergency care, hospitalization, surgery, gynecology, pediatrics, cardiology, imaging, laboratory, dentistry","Hospital and medical center offering emergency, inpatient, surgical, diagnostic, dental and specialist care.","https://hospiten.com/en/hospitals/hospiten-montego-bay","+1 876-618-4455; +1 876-618-1077","https://www.instagram.com/hospiten","https://www.facebook.com/hospiten","","https://hospiten.com/en/hospitals/hospiten-montego-bay","Official hospital website","","",true,"physical","English; Spanish","Inpatient visiting 9:00am-6:00pm; appointment hours not stated","$$$","","Official hospital website confirms current Montego Bay destination, address, phones, specialties and social destinations; address-backed coordinates are added only by guarded staging geocoding."
"Lumen Christi Medical Centre","Shop 3 Summit Business Center, Fairview","Montego Bay","St. James","","Jamaica","Health","Medical center","general checkups, wound care, specialist clinic, dermatology, minor surgery, telemedicine, ultrasound, ECG, pediatrics, dental surgery","Patient-centered medical center with general, specialist, diagnostic and urgent/emergency care.","https://www.lumenchristimedical.com/","+1 876-678-1340; +1 876-816-5422","","","","https://www.lumenchristimedical.com/","Official medical center website","","",true,"physical","English","Mon-Fri 8:00am-7:00pm; Sat 9:00am-2:00pm; 24/7 emergency/urgent care","$$-$$$","","Official medical center website confirms current destination, physical address, services, phones and hours; address-backed coordinates are added only by guarded staging geocoding."
"Fairfield International Academy","Lot 3 & 4A, Spring Garden","Montego Bay","St. James","","Jamaica","Child care & education","Private international school","early years, preschool, prep school, middle school, coeducational education, ages 2-18","Private independent coeducational international school with Early Years, Prep and Middle School programmes.","https://fairfieldacademyjamaica.com/","+1 876-465-6249","https://www.instagram.com/Fairfieldacademyja/","https://www.facebook.com/Fairfieldacademyja","","https://fairfieldacademyjamaica.com/","Official school website","","",true,"physical","English","Not stated","$$-$$$","","Official school website confirms current Montego Bay address, programmes, age ranges, phone and official social destinations; address-backed coordinates are added only by guarded staging geocoding."
"Hamilton & Craig Attorneys-at-Law","Suite 1, 19 Southern Cross Business Circle, Montego Freeport","Montego Bay","St. James","","Jamaica","Legal & financial","Law firm","commercial law, criminal law, human rights law, legal counsel","Boutique Jamaican law firm providing commercial, criminal and human-rights legal services.","https://www.hamiltoncraig.com/","+1 876-979-7945; +1 876-979-7213","","","","https://www.hamiltoncraig.com/","Official law firm website","","",true,"physical","English","Mon-Fri 8:30am-4:30pm","$$-$$$","","Official law firm website confirms current destination, exact address, phones and hours; address-backed coordinates are added only by guarded staging geocoding."
"Greenwood Plaza","142 Greenwood Avenue, Greenwood","Montego Bay","St. James","","Jamaica","Food & retail","Supermarket and household goods","groceries, beverages, personal care, household essentials, cookware, cleaning supplies, delivery","Supermarket and household-goods retailer with in-store shopping, monthly specials, rewards and island-wide delivery.","https://greenwoodplazaja.com/","+1 876-618-4497","","","","https://greenwoodplazaja.com/collections/supermarket","Official retailer website","","",false,"physical","English","Mon-Sat 8:00am-8:00pm; Sun 9:00am-5:00pm","$-$$","","Official retailer website confirms current Greenwood Montego Bay store address, products/services, phone and hours; address-backed coordinates are added only by guarded staging geocoding."
