name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
B.O.G. Hotel,Carrera 11 # 86-74,Bogotá,Bogotá D.C.,110221,Colombia,housing,hotel,hotel accommodation rooms events spa,"Urban hotel with rooms, restaurant, rooftop and spa; official site confirms Bogotá operation and address.",https://www.boghotel.com/en,, , , ,https://www.boghotel.com/en,B.O.G. Hotel official website,,,false,physical,Spanish; English,,$$$$,,"Official hotel website confirms current Bogotá destination and public street address; address-backed coordinates are added only by guarded staging geocoding."
B.O.G. Restaurante,Carrera 11 # 86-74,Bogotá,Bogotá D.C.,110221,Colombia,food,restaurant,Colombian cuisine wine dining reservations,"On-site restaurant at B.O.G. Hotel offering Colombian flavors, wine list and reservations.",https://www.boghotel.com/en,, , , ,https://www.boghotel.com/en,B.O.G. Hotel official website,,,false,physical,Spanish; English,, $$$$,,"Official hotel website identifies B.O.G. Restaurante as an operating on-site dining destination at the hotel address; address-backed coordinates are added only by guarded staging geocoding."
Rooftop B.O.G.,Carrera 11 # 86-74,Bogotá,Bogotá D.C.,110221,Colombia,nightlife,rooftop bar,cocktails gourmet bites rooftop pool reservations,"Open-air rooftop destination at B.O.G. Hotel with cocktails, gourmet bites and city views.",https://www.boghotel.com/en,, , , ,https://www.boghotel.com/en,B.O.G. Hotel official website,,,false,physical,Spanish; English,, $$$$,,"Official hotel website identifies Rooftop B.O.G. as a current rooftop dining/drinks destination at the hotel address; address-backed coordinates are added only by guarded staging geocoding."
ibis Bogota Museo,Transversal 6 No 27-85 Centro Internacional,Bogotá,Bogotá D.C.,11001,Colombia,housing,hotel,rooms restaurant bar breakfast parking airport shuttle,"Current Accor hotel in Centro Internacional with rooms, restaurant, bar, breakfast and family-friendly lodging.",https://all.accor.com/hotel/7318/index.en.shtml,+57 601 7422404,,, ,https://all.accor.com/hotel/7318/index.en.shtml,Accor official hotel page,,,false,physical,Spanish; English,Check-in 3:00 PM; check-out 12:00 PM,$$,,"Official Accor page confirms current hotel, public street address, telephone and on-site services; address-backed coordinates are added only by guarded staging geocoding."
QCEVICHE,Transversal 6 No 27-85 Centro Internacional,Bogotá,Bogotá D.C.,11001,Colombia,food,restaurant,Peruvian cuisine ceviche bar breakfast,"On-site QCEVICHE restaurant and bar serving Peruvian cuisine at ibis Bogota Museo.",https://all.accor.com/hotel/7318/index.en.shtml,+57 601 7422404,,, ,https://all.accor.com/hotel/7318/index.en.shtml,Accor official hotel page,,,false,physical,Spanish; English,, $$,,"Official Accor page lists QCEVICHE as the operating restaurant/bar at ibis Bogota Museo and confirms the public hotel address; address-backed coordinates are added only by guarded staging geocoding."
Hilton Bogota,Carrera 7 No. 72-41,Bogotá,Bogotá D.C.,,Colombia,housing,hotel,rooms restaurant pool fitness meetings concierge,"Financial-district hotel with rooms, restaurant, pool, fitness center, concierge and meeting rooms.",https://www.hilton.com/en/hotels/bogbchh-hilton-bogota/,+57 601 6006100,,, ,https://www.hilton.com/en/hotels/bogbchh-hilton-bogota/,Hilton official hotel page,,,false,physical,Spanish; English,Check-in 3 PM; check-out 12 PM,$$$$,,"Official Hilton page confirms current Bogotá hotel, public street address, telephone and amenities; address-backed coordinates are added only by guarded staging geocoding."
La Ventana,Carrera 7 No. 72-41,Bogotá,Bogotá D.C.,,Colombia,food,restaurant,Colombian cuisine buffet breakfast meals kids menu,"Hilton Bogota gastro restaurant serving buffet breakfast and meals throughout the day.",https://www.hilton.com/en/hotels/bogbchh-hilton-bogota/dining/,+57 601 6006100,,, ,https://www.hilton.com/en/hotels/bogbchh-hilton-bogota/,Hilton official hotel page,,,false,physical,Spanish; English,, $$$,,"Official Hilton page names La Ventana and confirms it operates at Hilton Bogota; address is the official hotel's public street address; address-backed coordinates are added only by guarded staging geocoding."
Cafe Devocion,Carrera 7 No. 72-41,Bogotá,Bogotá D.C.,,Colombia,food,cafe,Colombian coffee cafe beverages,"Cafe Devocion is listed by Hilton as an on-site café at Hilton Bogota.",https://www.hilton.com/en/hotels/bogbchh-hilton-bogota/dining/,+57 601 6006100,,, ,https://www.hilton.com/en/hotels/bogbchh-hilton-bogota/,Hilton official hotel page,,,false,physical,Spanish; English,, $$,,"Official Hilton page lists Cafe Devocion as an on-site dining destination and confirms the hotel address; address-backed coordinates are added only by guarded staging geocoding."
Levels Bar,Carrera 7 No. 72-41,Bogotá,Bogotá D.C.,,Colombia,nightlife,bar,cocktails rooftop bar DJ nights drinks,"Hilton Bogota bar with cocktails and resident DJ nights, listed in official dining information.",https://www.hilton.com/en/hotels/bogbchh-hilton-bogota/dining/,+57 601 6006100,,, ,https://www.hilton.com/en/hotels/bogbchh-hilton-bogota/,Hilton official hotel page,,,false,physical,Spanish; English,, $$$,,"Official Hilton page lists Levels Bar and resident DJ nights at Hilton Bogota; address is the hotel's official public street address; address-backed coordinates are added only by guarded staging geocoding."
Radisson Bogota Metrotel,Calle 74 No 13-27,Bogotá,Bogotá D.C.,,Colombia,housing,hotel,rooms restaurant Colombian cuisine international food events,"Current hotel in Bogotá with rooms, dining and event venues; official site provides reservation contact and current booking interface.",https://www.radissonbogotametrotel.com/,+57 601 7456565,,, ,https://www.radissonbogotametrotel.com/,Radisson Bogota Metrotel official website,,,false,physical,Spanish; English,Check-in 3:00 PM; check-out 12:00 PM,$$$,,"Official hotel website confirms current Bogotá destination, booking availability, public street address and reservation phone; address-backed coordinates are added only by guarded staging geocoding."
ProColombia,Calle 28 No. 13A-15 Pisos 35-36,Bogotá,Bogotá D.C.,,Colombia,B2B suppliers,trade and investment services,exports tourism investment country brand,"Colombia's official trade, tourism and investment promotion office offering advice and B2B connections.",https://procolombia.co/en/contact,+57 601 5600100,https://www.instagram.com/procolombiaco,https://www.facebook.com/procolombiaco,,https://procolombia.co/en/contact,ProColombia official contact page,,,false,physical,Spanish; English,Mon-Fri 8:30 AM-5:30 PM,$,,"Official ProColombia contact page confirms current Bogotá office, address, phone, hours and official social destinations; address-backed coordinates are added only by guarded staging geocoding."
Instituto Distrital de Turismo de Bogotá,Carrera 10 N.° 28-49 Edificio Centro Internacional Torre A piso 23,Bogotá,Bogotá D.C.,,Colombia,experiences,tourism information,tourist information free tours travel guidance events,"Bogotá's official tourism institute with visitor information, tourist information points, events and free tours.",https://www.idt.gov.co/,(601) 2170711 Ext. 1000 / 1033,https://www.instagram.com/bogota_turismo,https://www.facebook.com/IDTBogota/,https://www.tiktok.com/@bogota_turismo,https://www.idt.gov.co/,Instituto Distrital de Turismo official website,,,false,physical,Spanish,Mon-Fri 7:00 AM-4:30 PM,$,,"Official IDT website confirms current principal Bogotá office, address, phone, hours and official social destinations; address-backed coordinates are added only by guarded staging geocoding."
