name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
El Mesón de la Cava,Av Mirador Sur 1,Santo Domingo,Distrito Nacional,,Dominican Republic,food,restaurant,"Dominican cuisine, restaurant, cocktails, events","Established restaurant with dining, cocktails and event space.",https://elmesondelacava.com/,1 (809) 533-2818,,,,https://elmesondelacava.com/,El Mesón de la Cava official website,,,false,physical,Spanish,Daily 12:00 PM-12:00 AM,$$$,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
JALAO,"Calle El Conde #103, Parque Colón, Zona Colonial",Santo Domingo,Distrito Nacional,,Dominican Republic,food,restaurant nightlife,"Dominican cuisine, live music, dinner, cocktails",Criollo restaurant with live music in Ciudad Colonial.,https://jalao.do/,809 792 1262,https://instagram.com/jalao.rd,https://facebook.com/jalaosd,,https://jalao.do/,JALAO official website,,,false,physical,Spanish,Tue-Thu 11:00 AM-12:00 AM; Fri-Sat 11:00 AM-1:00 AM; Sun 11:00 AM-12:00 AM,$$,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
Dr. G Dental Boutique,"Núñez de Cáceres Ave. No. 110, Plaza Mirador",Santo Domingo,Distrito Nacional,,Dominican Republic,health,dental clinic,"dentistry, orthodontics, implants, veneers, whitening","Dental clinic specializing in cosmetic dentistry, implants and orthodontics.",https://drgdentalboutique.com/,829-763-9505,,,,https://drgdentalboutique.com/,Dr. G Dental Boutique official website,,,true,physical,Spanish,Mon-Fri 9:00 AM-6:00 PM; Sat 9:00 AM-1:00 PM; Sun closed,,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
BH Spa & Hair Salon at Billini Hotel,"Padre Billini #256 & 258, Colonial Zone",Santo Domingo,Distrito Nacional,,Dominican Republic,hair_beauty,spa and hair salon,"manicure, pedicure, hairstyling, massage, body treatments",Hotel spa and hair salon offering beauty treatments and massages.,https://www.billinihotel.com/relax,+1 809 338 4040,,,,https://www.billinihotel.com/relax,Billini Hotel official website,,,false,physical,Spanish,Contact destination for service hours,$$$,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
Kids Create School - Evaristo Morales,"C/ Virgilio Díaz Ordóñez #4, Evaristo Morales",Santo Domingo,Distrito Nacional,,Dominican Republic,childcare_education,early childhood school,"early childhood education, Reggio Emilia, childcare",Early-learning school serving children from early ages with Reggio Emilia philosophy.,https://www.kidscreate.edu.do/,809-476-0980,https://www.instagram.com/kidscreateschool/,,,https://www.kidscreate.edu.do/,Kids Create School official website,,,true,physical,Spanish,Contact destination for current hours,,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
Kids Create School - Naco,"C/ Andrés Avelino 9, Ensanche Naco",Santo Domingo,Distrito Nacional,,Dominican Republic,childcare_education,early childhood school,"early childhood education, Reggio Emilia, childcare",Early-learning school campus with Reggio Emilia philosophy.,https://www.kidscreate.edu.do/,809-587-9238,https://www.instagram.com/kidscreateschool/,,,https://www.kidscreate.edu.do/,Kids Create School official website,,,true,physical,Spanish,Contact destination for current hours,,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
Kids Create School - Arroyo Hondo,"Calle C #7, Cuesta Hermosa III (American School of Santo Domingo)",Santo Domingo,Distrito Nacional,,Dominican Republic,childcare_education,early childhood school,"early childhood education, Reggio Emilia, childcare",Early-learning school campus with Reggio Emilia philosophy.,https://www.kidscreate.edu.do/,809-567-6824,https://www.instagram.com/kidscreateschool/,,,https://www.kidscreate.edu.do/,Kids Create School official website,,,true,physical,Spanish,Contact destination for current hours,,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
Museo Nacional de Historia Natural Prof. Eugenio de Jesús Marcano,"Plaza de la Cultura Juan Pablo Duarte, Calle César Nicolás Penson",Santo Domingo,Distrito Nacional,,Dominican Republic,experiences,museum,"natural history museum, exhibitions, educational visits",National natural history museum with permanent rooms and educational visits.,https://mnhn.gov.do/,809-689-0106 ext. 233,,,,https://mnhn.gov.do/planea-tu-visita-2/reserva-tu-visita,Museo Nacional de Historia Natural official government website,,,false,physical,Spanish,See official visitor information,RD$100 students; RD$200 adults,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
OMG,"Rafael Augusto Sánchez 86, Roble Corporate Center, 9th Floor, Piantini",Santo Domingo,Distrito Nacional,,Dominican Republic,legal_financial,law and business consulting,"corporate law, finance, tax, compliance, business consulting",Law and business consulting firm with Santo Domingo office.,https://www.omg.com.do/contacto?lang=en,(809) 381.0505,https://www.instagram.com/omg_strategy/,https://www.facebook.com/OMG.Strategy,,https://www.omg.com.do/contacto?lang=en,OMG official website,,,true,physical,Spanish; English,Contact destination for current hours,,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
Guzmán Ariza,"12 Pablo Casals, Serrallés",Santo Domingo,Distrito Nacional,,Dominican Republic,legal_financial,law firm,"immigration, real estate law, corporate, tax, litigation",Dominican Republic-based full-service national law firm with Santo Domingo office.,https://drlawyer.com/,+1 (809) 255-0980,https://www.instagram.com/guzmanarizalaw/,https://www.facebook.com/GuzmanAriza/,,https://drlawyer.com/,Guzmán Ariza official website,,,true,physical,Spanish; English; French; German; Russian; Italian; Chinese,Contact destination for current hours,,,Source is the current official website or official public social destination and provides a public street address; address-backed coordinates are added only by guarded staging geocoding.
