name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
藝 yì by Jereme Leung,"#03-02 Raffles Arcade, 328 North Bridge Rd",Singapore,,188719,Singapore,food,Chinese fine dining,Chinese cuisine; dim sum; contemporary Chinese,Contemporary Chinese dining at Raffles Singapore.,https://www.yi-restaurant.com.sg/,+65 6412 1816,https://www.instagram.com/yirestaurant/,,,https://www.yi-restaurant.com.sg/,Official restaurant website,,,false,physical,English; Mandarin,Daily 11:30am-1:30pm; 6:00pm-8:30pm,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
ALTRO Zafferano,"Ocean Financial Centre, Level 43, 10 Collyer Quay",Singapore,,049315,Singapore,food,Italian restaurant and rooftop bar,Italian food; pasta; seafood; cocktails; private dining,Rooftop Italian restaurant and bar with dining and event space.,https://www.altrozafferano.sg/,+65 8118 5114,https://www.instagram.com/altrozafferano.sg/,https://www.facebook.com/altrozafferano.sg/,,https://www.altrozafferano.sg/,Official restaurant website,,,false,physical,English,Not stated,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Zouk Singapore,"3C River Valley Road, The Cannery",Singapore,,179022,Singapore,nightlife,nightclub,nightclub; electronic music; events; private events,Singapore nightlife venue operated by Zouk Group.,https://zoukgroup.com/singapore/,,https://www.instagram.com/zouksingapore/,https://www.facebook.com/zouksingapore/,,https://zoukgroup.com/singapore/,Official venue website,,,false,physical,English,Event-dependent,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
J's Salon,"Grand Copthorne Waterfront Hotel, 392 Havelock Road, Level 3",Singapore,,169663,Singapore,hair_beauty,hair and beauty salon,hair services; scalp spa; facials; nails; makeup,"Hair, scalp, medi-spa, nail and makeup services.",https://js.com.sg/,+65 6733 3882 / +65 6834 0012,https://www.instagram.com/jssalonsg/,https://www.facebook.com/jssalonsg/,,https://js.com.sg/,Official salon website,,,false,physical,English,Daily 10am-10pm,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Black Hair Salon,"Capitol Singapore, 13 Stamford Road #B2-44",Singapore,,178905,Singapore,hair_beauty,hair salon and head spa,haircut; hair colour; hair treatment; head spa,Hair salon and head spa in Capitol Singapore.,https://blackhairsalon.com.sg/,+65 6835 9976,https://www.instagram.com/blackhairsalon/,https://www.facebook.com/blackhairsalon,https://www.tiktok.com/@blackhairsalon,https://blackhairsalon.com.sg/,Official salon website,,,false,physical,English,Not stated,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Walking On Sunshine Hair Salon,"181 Orchard Rd, #03-07 Orchard Central",Singapore,,238896,Singapore,hair_beauty,Korean hair salon,haircut; perm; rebonding; hair colour; hair treatment; head spa,Award-winning Korean hair salon with head spa services.,https://www.walkingonsunshine.sg/,+65 8053 8808,https://www.instagram.com/walkingonsunshine.sg/,,,https://www.walkingonsunshine.sg/,Official salon website,,,false,physical,English,Sun-Fri 10am-8pm; Sat 10:30am-8pm,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
National Dental Centre Singapore,5 Second Hospital Avenue,Singapore,,168938,Singapore,health,dental centre,specialist dentistry; oral surgery; orthodontics; emergency referral,Specialist dental centre on the Singapore General Hospital campus.,https://www.ndcs.com.sg/clinic-visit/coming-to-NDCS/,,,,,https://www.ndcs.com.sg/clinic-visit/coming-to-NDCS,Official healthcare website,,,true,physical,English,Mon-Thu 8am-5:30pm; Fri 8am-5pm; orthodontic Sat 8am-noon,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
"National University Centre for Oral Health, Singapore",9 Lower Kent Ridge Road,Singapore,,119085,Singapore,health,dental centre,endodontics; orthodontics; periodontics; paediatric dentistry; implants,University dental centre with specialist and multidisciplinary clinics.,https://www.nucohs.com.sg/about-nucohs/contact-nucohs,+65 6716 2233,,https://www.facebook.com/nucohs/,,https://www.nucohs.com.sg/about-nucohs/contact-nucohs,Official healthcare website,,,true,physical,English,Mon-Thu 8am-5:30pm; Fri 8am-5pm,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
National Gallery Singapore,1 St Andrew’s Road,Singapore,,178957,Singapore,experiences,art museum,Southeast Asian art; exhibitions; family programmes,Visual arts institution and museum in Singapore Civic District.,https://www.nationalgallery.sg/,,https://www.instagram.com/nationalgallerysingapore/,,,https://www.nationalgallery.sg/,Official museum website,,,false,physical,English,Daily 10am-7pm,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Science Centre Singapore,15 Science Centre Road,Singapore,,609081,Singapore,experiences,science museum,science exhibits; family activities; education programmes,Science museum and family learning attraction.,https://www.science.edu.sg/,+65 6425 2500,https://www.instagram.com/sciencecentresg/,https://www.facebook.com/ScienceCentreSG/,https://www.tiktok.com/discover/singapore-science-centre?lang=en,https://www.science.edu.sg/,Official museum website,,,false,physical,English,Tue-Sun 10am-5pm; Mon closed except holidays,,,Source basis: official business/venue website confirms a current public destination and street address; address-backed coordinates are added only by guarded staging geocoding.
