name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Forno di Casa,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,Italian restaurant,"pizza, Italian food, restaurant","Restaurant, Terraza Gourmet local 3",https://fornodicasa.mx/,(55) 5088 1924,,,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Fri 13:00-23:00; Sat 09:00-23:00; Sun 09:00-22:00,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
Frutos Prohibidos,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,restaurant and healthy food,"healthy food, juices, restaurant","Restaurant, Terraza Gourmet local 7",https://frutosprohibidos.com/,(55) 2589 7275,,,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Fri 08:00-22:00; Sat-Sun 09:00-19:00,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
Roxy,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,ice cream and desserts,"ice cream, desserts, snacks","Ice cream and dessert venue, Terraza Gourmet local 9",https://neveriaroxy.com.mx/,(55) 5206 0112,,,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Fri 11:00-20:00; Sat-Sun 10:00-20:30,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
Churrería El Moro,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,churros and cafe,"churros, cafe, desserts","Churros and cafe, Terraza Gourmet local 10",https://elmoro.mx/,(55) 5206 0178,,,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Sun 08:00-22:00,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
Pieology,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,pizza restaurant,"pizza, restaurant","Pizza restaurant, Terraza Gourmet local 11",https://pieology.com.mx/,(55) 5161 2796,,,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Wed 12:00-22:00; Thu-Sun 11:00-22:00,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
La Ostra,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,seafood restaurant,"seafood, restaurant","Seafood restaurant, Terraza Gourmet local 14",https://linktr.ee/laostra,(55) 2589 7368,,,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Thu 11:00-19:00; Fri-Sat 11:00-21:00; Sun 11:00-18:30,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
Bonetta,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,cafe and bakery,"cafe, bakery, breakfast","Cafe/food venue, Terraza Gourmet local 15",,(55) 5206 5945,,https://facebook.com/bonettamx,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Fri 08:00-18:00; Sat-Sun 08:00-19:00,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
Poh Kay,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,poke restaurant,"poke, bowls, restaurant","Poke restaurant, Terraza Gourmet local 16",https://pohkay.com.mx/,(55) 5206 5936,,,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Sun 08:00-22:00,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
Klein's,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,restaurant and cafe,"restaurant, breakfast, cafe","Restaurant, Terraza Gourmet local 17",https://www.kleins.mx/,(55) 5162 8342,,,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Sat 07:00-23:00; Sun 08:00-22:00,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
Los Tulipanes,"Av. Luis Barragán 505, col. Santa Fe, Alcaldía Cuajimalpa de Morelos, C.P. 05348",Mexico City,CDMX,05348,Mexico,food,bakery and pastry shop,"bakery, pastries, desserts","Bakery, Terraza Gourmet local 18",https://pastelerialostulipanes.com.mx/,(55) 5161 2678,,,,https://parquelamexicana.mx/restaurantes-y-tiendas/,Parque La Mexicana official restaurants and stores page,,,false,physical,,Mon-Sat 09:00-20:00; Sun 09:00-18:00,,,Current operating destination and public street address confirmed by official source; address-backed coordinates are added only by guarded staging geocoding.
