name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
"Sheraton Addis, a Luxury Collection Hotel, Addis Ababa","Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,travel,hotel,hotel accommodation dining meetings pool fitness spa,Luxury hotel with multiple dining venues and guest services,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,24 hours,$$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
Shaheen,"Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,food,restaurant,Indian restaurant tandoori Mughal cuisine reservations,Indian restaurant inside Sheraton Addis,https://www.morecravings.com/en/venues/shaheen,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,12:00 PM-3:00 PM; 6:00 PM-11:00 PM,$$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
Stagioni,"Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,food,restaurant,Italian restaurant antipasto regional Italian cuisine reservations,Italian restaurant inside Sheraton Addis,,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,1:00 PM-3:00 PM; 6:00 PM-11:00 PM,$$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
Fountain Court,"Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,food,cafe-bar,snacks fresh juices high tea lobby lounge,Lobby cafe and lounge inside Sheraton Addis,,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,8:00 AM-11:30 PM,$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
Summerfields,"Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,food,restaurant,international buffet Ethiopian specialties breakfast dining,International buffet restaurant inside Sheraton Addis,,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,6:30 AM-11:30 PM,$$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
Breezes,"Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,food,restaurant,poolside barbecue rotisserie chicken pizza desserts,Poolside restaurant inside Sheraton Addis,,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,11:00 AM-6:30 PM,$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
Baywatch,"Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,nightlife,bar,pool bar snacks ice cream beverages cocktails,Pool bar inside Sheraton Addis,,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,11:00 AM-6:30 PM,$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
Stanley's Cocktail Bar,"Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,nightlife,cocktail bar,cocktails conversation live bands,Cocktail bar inside Sheraton Addis,,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,5:00 PM-2:00 AM,$$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
Temptations,"Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,food,bakery-pastry,pastries sweets takeaway cakes,Pastry shop inside Sheraton Addis,,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,8:30 AM-8:00 PM,$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
Jade Restaurant,"Taitu Street, P.O. Box 6002",Addis Ababa,,,Ethiopia,food,restaurant,Pan Asian cuisine dining reservations,Pan Asian restaurant inside Sheraton Addis,,+251 11-5171717,,,,https://www.marriott.com/en-us/hotels/addlc-sheraton-addis-a-luxury-collection-hotel-addis-ababa/dining/,Marriott official hotel/dining page,,,false,physical,English; Amharic,12:00 PM-10:00 PM,$$$,,Official current destination page confirms public Addis Ababa address and services; address-backed coordinates are added only by guarded staging geocoding.
