name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Assaí Salvador Paralela,"Avenida Governador Luis Viana Filho, 3056, Loja Trecho A, Imbuí",Salvador,Bahia,41720-200,Brazil,food/groceries,wholesale supermarket,"groceries, food, beverages, household supplies",Wholesale supermarket serving everyday grocery and household needs,https://www.assai.com.br/cidades/salvador,(71) 3025-4100,,,,https://www.assai.com.br/cidades/salvador,Assaí Atacadista official Salvador page,,,false,physical,Portuguese,Not stated on source,,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
Assaí Rótula do Abacaxi,"Avenida Antonio Carlos Magalhães, 1400",Salvador,Bahia,40260-700,Brazil,food/groceries,wholesale supermarket,"groceries, food, beverages, household supplies",Wholesale supermarket serving everyday grocery and household needs,https://www.assai.com.br/cidades/salvador,(71) 3017-2500,,,,https://www.assai.com.br/cidades/salvador,Assaí Atacadista official Salvador page,,,false,physical,Portuguese,Not stated on source,,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
Assaí Cabula,"Rua Silveira Martins, 119, Cabula",Salvador,Bahia,41150-000,Brazil,food/groceries,wholesale supermarket,"groceries, food, beverages, household supplies",Wholesale supermarket serving everyday grocery and household needs,https://www.assai.com.br/cidades/salvador,(71) 3194-9300,,,,https://www.assai.com.br/cidades/salvador,Assaí Atacadista official Salvador page,,,false,physical,Portuguese,Not stated on source,,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
Assaí Barris,"Rua do Salete, 30, Barris",Salvador,Bahia,47020-000,Brazil,food/groceries,wholesale supermarket,"groceries, food, beverages, household supplies",Wholesale supermarket serving everyday grocery and household needs,https://www.assai.com.br/cidades/salvador,(71) 3277-3150,,,,https://www.assai.com.br/cidades/salvador,Assaí Atacadista official Salvador page,,,false,physical,Portuguese,Not stated on source,,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
Assaí Salvador Mussurunga,"Rua Professor Plinio Garcez de Sena, 1240, Rótula da Santinha, Mussurunga",Salvador,Bahia,41480-225,Brazil,food/groceries,wholesale supermarket,"groceries, food, beverages, household supplies",Wholesale supermarket serving everyday grocery and household needs,https://www.assai.com.br/cidades/salvador,(71) 3612-6300,,,,https://www.assai.com.br/cidades/salvador,Assaí Atacadista official Salvador page,,,false,physical,Portuguese,Not stated on source,,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
Assaí Golf Club,"Rua Genaro de Carvalho, 516, Jardim Cajazeiras",Salvador,Bahia,41230-304,Brazil,food/groceries,wholesale supermarket,"groceries, food, beverages, household supplies",Wholesale supermarket serving everyday grocery and household needs,https://www.assai.com.br/cidades/salvador,(71) 3282-0400,,,,https://www.assai.com.br/cidades/salvador,Assaí Atacadista official Salvador page,,,false,physical,Portuguese,Not stated on source,,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
Assaí Cidade Baixa,"Rua Luiz Régis Pacheco, 2, Uruguai",Salvador,Bahia,40451-360,Brazil,food/groceries,wholesale supermarket,"groceries, food, beverages, household supplies",Wholesale supermarket serving everyday grocery and household needs,https://www.assai.com.br/cidades/salvador,(71) 3316-8750,,,,https://www.assai.com.br/cidades/salvador,Assaí Atacadista official Salvador page,,,false,physical,Portuguese,Not stated on source,,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
Assaí Paripe,"Avenida Afranio Peixoto, s/n, Paripe",Salvador,Bahia,40800-570,Brazil,food/groceries,wholesale supermarket,"groceries, food, beverages, household supplies",Wholesale supermarket serving everyday grocery and household needs,https://www.assai.com.br/cidades/salvador,(71) 3404-8450,,,,https://www.assai.com.br/cidades/salvador,Assaí Atacadista official Salvador page,,,false,physical,Portuguese,Not stated on source,,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
Restaurante Origem,"Alameda das Algarobas, 74, Caminho das Árvores",Salvador,Bahia,41820-500,Brazil,food/groceries,restaurant,"Bahian cuisine, fine dining, reservations",Restaurant in Grupo Origem focused on Bahian gastronomy,https://www.grupoorigem.com.br/,,,https://www.instagram.com/restauranteorigem/,,https://www.grupoorigem.com.br/,Grupo Origem official website,,,false,physical,Portuguese,Tuesday-Saturday 19:00-23:00,$$$$,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
Ori Restaurante,"Avenida Santa Luzia, 656, loja 11, Horto Florestal",Salvador,Bahia,,Brazil,food/groceries,restaurant,"Bahian cuisine, lunch, dinner, reservations",Restaurant in Grupo Origem with lunch and dinner service,https://www.grupoorigem.com.br/,,,https://www.instagram.com/orisalvador/,,https://www.grupoorigem.com.br/,Grupo Origem official website,,,false,physical,Portuguese,Tuesday-Saturday 12:00-16:00 and 19:00-23:00; Sunday 12:00-17:00,$$$,,Official destination/source confirms current public street address; address-backed coordinates are added only by guarded staging geocoding.
