name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
"The Aga Khan Hospital, Mombasa","Vanga Road, off Likoni Road",Mombasa,Mombasa County,80100,Kenya,health,hospital,emergency care; inpatient; outpatient; dental; laboratory; radiology; maternity; paediatrics,"Primary, secondary and some tertiary healthcare with 24-hour emergency care.",https://agakhanhospitals.org/en/aga-khan-hospital-mombasa,+254 41 505 1000,https://www.instagram.com/akhmombasa/,https://www.facebook.com/akhmombasa/,,https://agakhanhospitals.org/en/aga-khan-hospital-mombasa,Aga Khan Health Services,,,true,physical,English,,,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
Pandya Memorial Hospital,Dedan Kimathi Avenue,Mombasa,Mombasa County,,Kenya,health,dental hospital,dental; fillings; pediatric dentistry; root canal; restorative dentistry; oral surgery; orthodontics; periodontics,Hospital dental department providing comprehensive dental care and treatments.,https://pandyahospital.org/dental/,+254 734 600663,https://www.instagram.com/pandyamemorial_hospital/,https://www.facebook.com/profile.php?id=100084239284577,,https://pandyahospital.org/dental/,Pandya Memorial Hospital,,,true,physical,English,,,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
"The Aga Khan Nursery School, Mombasa",Vanga Road,Mombasa,Mombasa County,80100,Kenya,child care/education,nursery school,playgroup; early childhood development; kindergarten; swimming; music; IT; arts; sports,Private nursery school offering an early childhood development programme for ages 18 months to 6 years.,https://www.agakhanschools.org/Kenya/AKNSMOM/Index,+254 733 514040,,,,https://www.agakhanschools.org/Kenya/AKNSMOM/Index,Aga Khan Schools,,,true,physical,English,,,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
The Coast Academy,Kaunda Avenue,Mombasa,Mombasa County,,Kenya,child care/education,international school,kindergarten; preparatory; secondary; A-levels; Cambridge curriculum; sports; arts; extracurricular activities,International school providing education from Kindergarten to Year 13 and A-levels.,https://coastacademy.ac.ke/,+254 20 2107788,,,,https://coastacademy.ac.ke/,The Coast Academy,,,true,physical,English,8:00am–5:00pm,,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
"Mulwa, Musyimi Advocates LLP","Social Security House, 4th Floor, Mombasa Island",Mombasa,Mombasa County,80100,Kenya,legal/financial services,law firm,conveyancing; real estate; commercial law; admiralty and shipping; arbitration; mediation; investment consulting; litigation,"Kenyan law firm offering commercial, corporate and dispute-resolution legal services.",https://mmalegal.co.ke/about-us/,+254 705 465313,,,,https://mmalegal.co.ke/about-us/,"Mulwa, Musyimi Advocates LLP",,,true,physical,English,Mon–Fri 8:30am–5:00pm,,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
Mathew Nyabena & Company Advocates,"Ambalal House, Phase One, North Wing, 1st Floor, Nkurumah Street",Mombasa,Mombasa County,80101,Kenya,legal/financial services,law firm,property law; conveyancing; corporate law; commercial law; employment law; family law; litigation; debt recovery,Mombasa-based law firm established in 2004.,https://nyabslaw.com/,+254 720 085980,,,,https://nyabslaw.com/,Mathew Nyabena & Company Advocates,,,true,physical,English,Mon–Fri 8:00am–5:30pm; Sunday closed,,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
Liz Explore Tours and Safaris,"AMS Center, Links Road, Nyali",Mombasa,Mombasa County,80100,Kenya,experiences,tour operator,safaris; beach holidays; Mombasa city tours; transfers; car hire; hotel bookings; excursions,"Mombasa-based tour operator arranging safaris, beach holidays, transfers and excursions.",https://lizsafaris.com/,+254 704 121218,https://www.instagram.com/lizexploretoursandsafaris,https://www.facebook.com/lizexploretoursandsafaris/,,https://lizsafaris.com/,Liz Explore Tours and Safaris,,,false,physical,English,24/7 WhatsApp support,,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
Nashas Beauty Centre,"Tudor Water Sports, Tudor",Mombasa,Mombasa County,,Kenya,hair/beauty,beauty salon,hairdressing; hairstyling; makeup; beauty; therapeutic services; salon training,Ladies-only hair and beauty salon offering salon and therapeutic services.,https://www.nashasbeautycentre.co.ke/,+254 712 662342,https://www.instagram.com/nashas_beauty_centre/,https://web.facebook.com/naseem.amin.355,,https://www.nashasbeautycentre.co.ke/about/,Nashas Beauty Centre,,,false,physical,English,7 days a week,,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
Tarboush Mombasa Streetfood,Makadara Road,Mombasa,Mombasa County,,Kenya,food/groceries,restaurant,Mombasa street food; Swahili breakfast; biryani; rice dishes; smoothies,Street-food restaurant with a current official Instagram profile and public Makadara Road address.,,,https://www.instagram.com/tarboush.msa/?hl=en,,,https://www.instagram.com/tarboush.msa/?hl=en,Tarboush Mombasa Streetfood,,,false,physical,English; Swahili,,affordable,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
Urban Inspire Salon & Spa,Kizingo,Mombasa,Mombasa County,,Kenya,hair/beauty,salon and spa,hair; beauty; salon; spa; ladies-only services,Ladies-only beauty and hair salon and spa in Kizingo.,,+254 716 902430,https://www.instagram.com/urban_inspirespaandsalon/?hl=en,,,https://www.instagram.com/urban_inspirespaandsalon/?hl=en,Urban Inspire Salon & Spa,,,false,physical,English,Daily 7:30am–8:30pm,,,Current official website or official public social profile confirms the operating destination and public address; address-backed coordinates are added only by guarded staging geocoding.
