name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Hospital Clínic de Barcelona,"C/ Villarroel, 170",Barcelona,Catalonia,08036,Spain,health,hospital,hospital; medical care; healthcare,Hospital and clinical care institution with Barcelona medical-management contact address,https://www.clinicbarcelona.org/en/organizational-structure/medical-management/contact,+34 93 227 57 03,,,,https://www.clinicbarcelona.org/en/organizational-structure/medical-management/contact,Hospital Clínic de Barcelona,,,true,physical,,,,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
Royal Oak Hair Salon,"Carrer de Sant Pere Mitjà, 68",Barcelona,Catalonia,08003,Spain,hair_beauty,hair salon,haircuts; styling; hair color; hair treatments,Hair salon offering cuts styling color and treatments,https://royaloakbcn.com/,+34 659 685 200,,https://www.facebook.com/royaloakbcn,,https://royaloakbcn.com/,Royal Oak Hair Salon,,,false,physical,English; Spanish; French; Malayalam; Hindi,Tuesday-Friday 10:00-20:00; Saturday 10:00-18:00; Monday and Sunday closed,€18-€259,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
JAY WALKER English Hair Salon,Passeig de Sant Joan 199,Barcelona,Catalonia,,Spain,hair_beauty,hair salon,hair coloring; barbering; hair styling,English hair salon with coloring and barbering services,https://www.jaywalkerenglishhairsalon.com/,+34 93 148 91 31; +34 633 850 611,https://www.instagram.com/jaywalkerhairsalonbcn/,,,https://www.jaywalkerenglishhairsalon.com/,JAY WALKER English Hair Salon,,,false,physical,English,Tuesday-Friday 11:00-20:00; Saturday 10:00-18:00; Monday and Sunday closed,,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
Barça Immersive Tour,C/ Arístides Mallol s/n (Main Access No. 15),Barcelona,Catalonia,08028,Spain,experiences,sports museum tour,museum; stadium tour; football history; immersive experience,FC Barcelona official immersive tour and museum experience,https://www.fcbarcelona.com/en/tickets/camp-nou-experience/practical-information,,,,,https://www.fcbarcelona.com/en/tickets/camp-nou-experience/practical-information,FC Barcelona,,,false,physical,Catalan; Spanish; English; French; Japanese; Chinese,Daily 09:30-19:00 (March 20-October 18); daily 10:00-18:00 (October 19-March 19),,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
Barça Cafe,"C. d'Arístides Maillol, 12",Barcelona,Catalonia,08028,Spain,food,restaurant cafe,food; drinks; football screenings; sports atmosphere,FC Barcelona themed restaurant and match-viewing cafe at Camp Nou,https://www.fcbarcelona.com/en/club/facilities/barca-cafe/,,,,,https://www.fcbarcelona.com/en/club/facilities/barca-cafe/,FC Barcelona,,,false,physical,,,,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
El Nacional Barcelona,"Passeig de Gràcia, 24 Bis",Barcelona,Catalonia,08007,Spain,food,restaurant and bars,Catalan and Iberian food; tapas; beer; wine; oysters; cocktails,Multi-area restaurant with four culinary areas and four specialized bars,https://www.elnacionalbcn.com/en/,+34 93 518 50 53,,,,https://www.elnacionalbcn.com/en/contact/,El Nacional Barcelona,,,false,physical,Catalan; Spanish; English,Every day 12:00-01:00,,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
Cloudworks Sagrada Família,"C/ Sardenya, 229",Barcelona,Catalonia,08013,Spain,B2B suppliers,coworking and meeting space,coworking; flexible offices; day passes; meeting rooms; event spaces,Coworking hub offering flexible offices memberships meeting rooms and event spaces,https://wearecloudworks.com/en/service/coworking/barcelona/cloudworks-sagrada-familia/,,,,,https://wearecloudworks.com/en/service/coworking/barcelona/cloudworks-sagrada-familia/,Cloudworks,,,false,physical,Catalan; Spanish; English,24/7 access,From €195/month,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
Cuatrecasas Barcelona,"Av. Diagonal, 191",Barcelona,Catalonia,08018,Spain,legal,business law firm,corporate law; finance; tax; M&A; intellectual property,Business law firm office serving corporate and international clients,https://www.cuatrecasas.com/en/global/offices/barcelona-1,+34 932 905 500,,,,https://www.cuatrecasas.com/en/global/offices/barcelona-1,Cuatrecasas,,,true,physical,Spanish; English,,,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
Osborne Clarke Barcelona,"477 planta 20, Torre de Barcelona",Barcelona,Catalonia,08036,Spain,legal,business law firm,banking and finance; corporate; employment; real estate; tax; technology,International law firm office with Barcelona legal advisory services,https://www.osborneclarke.com/locations/spain/barcelona,+34 934 191 818,,,,https://www.osborneclarke.com/locations/spain/barcelona,Osborne Clarke,,,true,physical,Spanish; English,,,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
Restaurant La Palmera,"Carrer d’Enric Granados, 57",Barcelona,Catalonia,08008,Spain,food,restaurant,Catalan cuisine; Mediterranean food; seasonal produce; delicatessen,Family-run restaurant serving contemporary Catalan and Mediterranean cuisine,https://www.lapalmera.cat/,+34 934 532 338,https://www.instagram.com/lapalmerabarcelona,https://www.facebook.com/restaurantelapalmera,,https://www.lapalmera.cat/,Restaurant La Palmera,,,false,physical,Catalan; Spanish,Tue-Sat lunch 12:45-15:45/16:00; dinner 19:00-22:30/22:45; Sunday and Monday closed,,,Address-backed source confirmation; address-backed coordinates are added only by guarded staging geocoding.
