name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
WALY-FAY RESTAURANT,6 rue Godefroy Cavaignac,Paris,Île-de-France,75011,France,Food & groceries,African restaurant,Cameroonian food; West African food; thieb; yassa; grilled dishes,"African restaurant serving Cameroonian and West African classics, including thiep bou dien and yassa poulet.",https://www.walyfay.fr/,01 40 24 17 79,https://www.instagram.com/waly_fay/,https://www.facebook.com/WALY-FAY-34722727187/,,https://www.walyfay.fr/,Official business website,,,false,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Osè African Cuisine – Château d’Eau,34 rue du Faubourg Saint-Martin,Paris,Île-de-France,75010,France,Food & groceries,African restaurant,African cuisine; alloko; reservations,African cuisine restaurant location; official site lists Paris address and restaurant information.,https://www.oseafricancuisine.fr/,01 40 36 60 80,,,,https://www.oseafricancuisine.fr/,Official business website,,,false,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Osè African Cuisine – St Lazare,14 rue du Rocher,Paris,Île-de-France,75008,France,Food & groceries,African restaurant,African cuisine; alloko; reservations,African cuisine restaurant location; official site lists Paris address and restaurant information.,https://www.oseafricancuisine.fr/,01 42 66 03 84,,,,https://www.oseafricancuisine.fr/,Official business website,,,false,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Osè African Cuisine – Voltaire,4 avenue Parmentier,Paris,Île-de-France,75011,France,Food & groceries,African restaurant,African cuisine; alloko; reservations,African cuisine restaurant location; official site lists Paris address and restaurant information.,https://www.oseafricancuisine.fr/,01 57 40 85 23,,,,https://www.oseafricancuisine.fr/,Official business website,,,false,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Osè African Cuisine – Choiseul,60 passage Choiseul,Paris,Île-de-France,75002,France,Food & groceries,African restaurant,African cuisine; alloko; reservations,African cuisine restaurant location; official site lists Paris address and restaurant information.,https://www.oseafricancuisine.fr/,,,,,https://www.oseafricancuisine.fr/,Official business website,,,false,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Djelani Maachi,40 rue Coquillière,Paris,Île-de-France,75001,France,Hair & beauty,Hair salon,haircuts; balayage; extensions; color; beard; bridal/event styling,"Hair salon serving men, women and all hair types, with cuts, color, extensions, beard care and event styling.",https://djelani-maachi.com/,01 42 33 57 47,https://www.instagram.com/djelani_maachi/,https://fr-fr.facebook.com/salondjelanimaachi/,,https://djelani-maachi.com/,Official business website,,,false,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Palais du Sourire,17 rue de la Trémoille,Paris,Île-de-France,75008,France,Health & dental,Dental clinic,general dentistry; orthodontics; pediatric dentistry; implants; emergencies,"Multidisciplinary dental clinic offering preventive, general, pediatric, orthodontic, periodontal, implant and emergency dental care.",https://palaisdusourire.fr/,+33 1 42 99 69 81,http://instagram.com/dr.anisremadi,,,https://palaisdusourire.fr/,Official business website,,,true,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Dental 7 Paris,59 avenue de la Bourdonnais,Paris,Île-de-France,75007,France,Health & dental,Dental clinic,esthetic dentistry; implants; prosthetics; endodontics; digital dentistry,"Dental practice facing Champ de Mars and the Eiffel Tower, with aesthetic, implant, prosthetic and endodontic services.",https://www.dental7paris.com/,+33 1 45 63 20 00,,,,https://www.dental7paris.com/,Official business website,,,true,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
Atelier des Lumières,38 rue Saint-Maur,Paris,Île-de-France,75011,France,Experiences & nightlife,Immersive digital art centre,immersive exhibitions; digital art; family activities; art shop,"Digital immersive art centre presenting exhibitions, family programming and an exhibition shop in a former foundry.",https://www.atelier-lumieres.com/fr/,,https://www.instagram.com/Atelierdeslumieres/,https://www.facebook.com/AtelierLumieres/,https://www.tiktok.com/@atelierdeslumieres,https://www.atelier-lumieres.com/fr/,Official business website,,,false,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
The Travelling Collection / Museum Studio,9 rue Kepler,Paris,Île-de-France,75016,France,B2B suppliers,Cultural exhibitions supplier,travelling exhibitions; immersive exhibitions; scenography; cultural programming,"B2B catalogue and producer of touring immersive exhibitions for museums, cultural venues and event spaces.",https://thetravellingcollection.com/,,,,,https://thetravellingcollection.com/,Official business website,,,false,physical,French,,,,Current official website confirms the business destination and street address; address-backed coordinates are added only by guarded staging geocoding.
